order_id,order_value,return_probability,risk_tier
O06796,18335.57,0.1596729097022924,LOW
O04142,1616.95,0.25426904573922715,MEDIUM
O04388,5444.98,0.444849475399556,HIGH
O16197,3872.04,0.6068880592838077,VERY_HIGH
O03664,3559.58,0.5707912044840112,HIGH
O14489,6170.37,0.6885425458928768,VERY_HIGH
O04114,2728.7,0.255451024053813,MEDIUM
O11160,7698.39,0.3219561087986572,MEDIUM
O03403,12763.91,0.09854571775886854,LOW
O17371,56956.99,0.019665043879617414,LOW
O03165,22015.47,0.04755891754341802,LOW
O09962,1505.51,0.3060521856127511,MEDIUM
O01497,4731.47,0.26271712575193523,MEDIUM
O06925,14963.62,0.08196849368368501,LOW
O06498,13404.7,0.14973704083469813,LOW
O06845,1167.72,0.4213186510036899,HIGH
O06253,992.56,0.7174741859305086,VERY_HIGH
O17977,751.1,0.3966584625635168,MEDIUM
O00124,68078.02,0.06652804884722141,LOW
O16218,812.27,0.12846784880542972,LOW
O09793,2434.38,0.1737058198267834,LOW
O02215,90128.07,0.055513758241989855,LOW
O03796,4737.3,0.5032324864755602,HIGH
O03954,6036.58,0.36064748140905467,MEDIUM
O10931,4264.58,0.246611989952756,MEDIUM
O12910,18703.76,0.079965112362704,LOW
O19070,47933.58,0.04144225600318358,LOW
O11912,5348.38,0.3456716156752034,MEDIUM
O06165,14083.41,0.4277886562653217,HIGH
O14970,7106.31,0.3710720709005072,MEDIUM
O17876,13404.7,0.10323593851409105,LOW
O00979,3288.59,0.2908199116180974,MEDIUM
O04606,243.25,0.21197011104140576,MEDIUM
O04627,8223.5,0.4685207655079068,HIGH
O16480,3013.83,0.02421298886816109,LOW
O03584,4287.91,0.10129546320934232,LOW
O16239,6090.81,0.11782753825511298,LOW
O02839,7708.26,0.3016880033384338,MEDIUM
O12882,2824.82,0.3272332471003835,MEDIUM
O19744,1466.35,0.10124955371737399,LOW
O02169,1790.85,0.42831700598598804,HIGH
O14131,38014.42,0.3188570554193788,MEDIUM
O04024,54073.34,0.03357720491213605,LOW
O06222,18252.02,0.09036954441167659,LOW
O05145,9922.4,0.0489779175552848,LOW
O03670,2266.98,0.1384815903960503,LOW
O05513,19340.93,0.01326896147316392,LOW
O09665,3378.49,0.21611334509125896,MEDIUM
O05210,4857.34,0.1573071080149517,LOW
O18326,5448.38,0.37785321742807954,MEDIUM
O06778,6079.8,0.41991340302800917,HIGH
O07363,1063.19,0.47179206470340496,HIGH
O15787,1666.72,0.4163127398405056,HIGH
O08041,6460.22,0.33652068169032523,MEDIUM
O02140,7896.7,0.3663194291948899,MEDIUM
O00607,8972.79,0.3116200562850835,MEDIUM
O08285,5969.84,0.4892611780516589,HIGH
O10925,31808.28,0.05328210673707477,LOW
O10207,14140.21,0.19605234158681115,LOW
O16826,7229.11,0.3508933283591462,MEDIUM
O17463,18709.96,0.376810149567115,MEDIUM
O08179,28011.77,0.2623772387783143,MEDIUM
O09974,73741.42,0.04798882278179987,LOW
O06228,43209.27,0.3331249074387708,MEDIUM
O00582,19608.24,0.5093018860573487,HIGH
O18331,50321.67,0.07927876470000139,LOW
O06189,2478.97,0.1753975907661228,LOW
O15934,6438.76,0.6450772513197122,VERY_HIGH
O08443,2038.63,0.674297016787851,VERY_HIGH
O08302,1493.98,0.06757882810020732,LOW
O00735,2064.23,0.3733252811531287,MEDIUM
O06231,7626.87,0.5736202797287255,HIGH
O18332,30193.0,0.04629975790492927,LOW
O01032,18610.1,0.1677061536466159,LOW
O05450,34876.45,0.05904924333388184,LOW
O18704,4800.34,0.39431772308453134,MEDIUM
O11353,9272.14,0.16663398312017882,LOW
O05806,3461.09,0.1702354997985886,LOW
O03227,1518.84,0.4737327583436054,HIGH
O00298,6514.75,0.47088194118166077,HIGH
O04252,6941.66,0.3119252745549064,MEDIUM
O10904,1366.96,0.4416479782674651,HIGH
O03674,56919.3,0.18345766164122518,LOW
O14964,2370.02,0.5725403128163639,HIGH
O11328,3945.84,0.2048121332587383,MEDIUM
O06579,9977.66,0.3641438407233452,MEDIUM
O10591,18667.97,0.09247848578074051,LOW
O08556,9037.4,0.31970442529339865,MEDIUM
O09459,3613.6,0.3306165621967176,MEDIUM
O12488,23108.22,0.2648633288246993,MEDIUM
O01040,69930.35,0.14979496136584802,LOW
O00033,9536.1,0.4128997290499612,HIGH
O17605,3913.59,0.36455966356690467,MEDIUM
O16030,2745.08,0.24086907687629633,MEDIUM
O00579,17018.54,0.10771732745862829,LOW
O08014,2065.82,0.44774166328886444,HIGH
O11964,14043.48,0.45549407240751133,HIGH
O12824,5437.21,0.18072012146772787,LOW
O09708,537.41,0.1397298405684667,LOW
O01656,1446.3,0.377774137643002,MEDIUM
O03146,2086.5,0.09033569899828545,LOW
O09992,1397.06,0.15751126656658498,LOW
O11927,6863.35,0.2773139012161063,MEDIUM
O18970,54324.5,0.10710048051931077,LOW
O05156,9734.75,0.43826957010124185,HIGH
O05163,22090.5,0.14542674986340554,LOW
O16061,13582.84,0.20558556379825266,MEDIUM
O10296,1753.09,0.5780582330859515,HIGH
O12467,14768.88,0.1371400345172675,LOW
O02035,4164.49,0.09118397226342093,LOW
O02993,7331.74,0.3582573773292908,MEDIUM
O07968,3663.97,0.4447871974420011,HIGH
O07687,5437.21,0.516678247953477,HIGH
O12499,3288.04,0.05981962277267185,LOW
O13377,2998.82,0.047997851989301336,LOW
O08344,2319.62,0.11293241611829441,LOW
O09875,1332.62,0.19073716891772186,LOW
O18306,2094.68,0.28190299770902055,MEDIUM
O00821,7352.77,0.4062152359164041,HIGH
O11237,7861.15,0.06577513273220398,LOW
O15323,7352.26,0.6901872492051194,VERY_HIGH
O03628,50057.39,0.040720518681929836,LOW
O12007,35534.69,0.15282428405649062,LOW
O04832,7021.74,0.718283485855445,VERY_HIGH
O11630,21878.04,0.06359611780615138,LOW
O16511,6769.46,0.5483693673433575,HIGH
O11609,7375.83,0.5799894751179775,HIGH
O19613,5865.39,0.44358460299133495,HIGH
O12259,41157.09,0.1746548210870057,LOW
O15948,2197.85,0.4678013345193156,HIGH
O10389,6407.25,0.5616531120583822,HIGH
O17697,2682.65,0.24118677556026377,MEDIUM
O02727,35090.5,0.17547979651627038,LOW
O15633,528.78,0.21063735768826583,MEDIUM
O14218,4337.47,0.49359182187791073,HIGH
O18471,12615.34,0.35839818564226084,MEDIUM
O13214,10679.42,0.09446416550480748,LOW
O16605,1746.68,0.4676284662476542,HIGH
O19417,5495.96,0.39224026754948277,MEDIUM
O09770,2297.68,0.4529013685187896,HIGH
O09277,18393.62,0.13421900527014133,LOW
O10341,3679.07,0.157221588407115,LOW
O02631,615.5,0.465215750921174,HIGH
O06175,20529.48,0.09246632318392413,LOW
O18707,1266.84,0.6623768116161233,VERY_HIGH
O07531,53073.51,0.025168520381918552,LOW
O11047,2789.52,0.2918903582080002,MEDIUM
O10702,1265.71,0.5491278591640105,HIGH
O07837,4151.78,0.07212058504325343,LOW
O18327,564.66,0.08710947650302486,LOW
O15003,39018.15,0.07794187715653854,LOW
O06057,6681.98,0.15570137753629731,LOW
O10388,1582.88,0.17850193164753075,LOW
O12525,9325.5,0.35753939910408405,MEDIUM
O02973,28898.06,0.2893601988410336,MEDIUM
O00625,3766.42,0.5989283417427305,HIGH
O14084,63285.54,0.06302446062997194,LOW
O19589,11578.45,0.5161538484594371,HIGH
O05032,4716.69,0.1324083154479191,LOW
O08361,10816.93,0.19772707144846613,LOW
O07381,3273.49,0.13562337063744603,LOW
O12774,3696.17,0.05210314168097062,LOW
O03748,22707.7,0.05641498132890203,LOW
O09649,7125.75,0.3341362056386066,MEDIUM
O05640,9129.3,0.29822376242211873,MEDIUM
O08243,60189.5,0.13381185274572505,LOW
O06439,14192.26,0.18671133002734297,LOW
O12338,5879.92,0.3001557846723521,MEDIUM
O08859,6811.72,0.13426295505803235,LOW
O04981,14092.13,0.1116227677073669,LOW
O07137,3611.24,0.20240982419768028,MEDIUM
O02080,73062.39,0.11125544702025773,LOW
O06905,6827.24,0.5418361194269369,HIGH
O06034,80842.13,0.3006358853163686,MEDIUM
O11103,619.91,0.12734408887161963,LOW
O06643,7084.09,0.43167652520787103,HIGH
O02262,1886.44,0.25065154061621503,MEDIUM
O07793,7294.76,0.28322617798408756,MEDIUM
O18516,3252.24,0.14971802732453174,LOW
O00499,2319.62,0.04534757934558946,LOW
O14816,2783.22,0.47097273102982123,HIGH
O03233,249.24,0.08106056235116418,LOW
O15950,5007.07,0.32782958184056893,MEDIUM
O18099,7861.15,0.23304010685871054,MEDIUM
O03505,401.48,0.0185861606189424,LOW
O11260,5283.14,0.033969285113976476,LOW
O10950,9222.47,0.4002898114456377,HIGH
O03594,3536.09,0.09021655700132458,LOW
O15090,212.84,0.47899125108065577,HIGH
O15340,3483.52,0.22460595484270446,MEDIUM
O10775,2666.27,0.4996831740725941,HIGH
O10677,5736.18,0.12733012172873712,LOW
O03022,6159.22,0.571437886629534,HIGH
O02441,5096.15,0.13482793082679842,LOW
O12930,67442.42,0.10987865538323024,LOW
O08236,2893.98,0.23607143700347122,MEDIUM
O03139,16873.15,0.3622656527330689,MEDIUM
O15207,2421.34,0.07388666285537213,LOW
O15291,2365.62,0.07919680611651657,LOW
O15748,2789.52,0.3432527508063224,MEDIUM
O08834,2173.19,0.24102012430806125,MEDIUM
O06822,1780.48,0.07081077879761115,LOW
O18667,17944.88,0.3150365474203338,MEDIUM
O09187,6391.84,0.374576289613618,MEDIUM
O02875,52655.36,0.176897262908127,LOW
O08955,29071.25,0.08669593016151708,LOW
O08575,3663.97,0.3697151618631466,MEDIUM
O04169,15762.65,0.3423013474208218,MEDIUM
O06419,1632.46,0.3175623116466803,MEDIUM
O15435,10562.56,0.38244467992797243,MEDIUM
O11680,6814.32,0.5087826494095188,HIGH
O04659,5135.14,0.22790531615239112,MEDIUM
O01676,390.41,0.124095781982737,LOW
O12282,8585.47,0.7831918486922562,VERY_HIGH
O16335,3488.36,0.6501270791772005,VERY_HIGH
O13116,32406.95,0.2254578869437682,MEDIUM
O19677,8861.33,0.3196044458571933,MEDIUM
O04806,6301.94,0.5897096990002457,HIGH
O19585,9534.3,0.2917690872231624,MEDIUM
O13358,4857.34,0.13948149375291014,LOW
O02602,10872.15,0.1394368204013275,LOW
O11089,24353.55,0.06260369935842375,LOW
O07371,7222.48,0.1670625641732682,LOW
O07409,506.88,0.2596196577791129,MEDIUM
O03708,4338.65,0.08350799513046882,LOW
O17691,6738.34,0.432091413533928,HIGH
O06946,2234.97,0.18859993900321811,LOW
O10421,76587.77,0.09195226905005174,LOW
O00436,29810.56,0.12901003701155278,LOW
O08195,9410.04,0.5586092397711075,HIGH
O13549,12936.45,0.16826448749407866,LOW
O04934,10511.81,0.5528474450559853,HIGH
O06838,8380.21,0.135014615711053,LOW
O08886,12217.76,0.6352744516003002,VERY_HIGH
O12517,21224.1,0.38077002088664935,MEDIUM
O11663,60407.43,0.04710639762329687,LOW
O18152,29485.28,0.07636963559940473,LOW
O07004,15031.08,0.10466492079141697,LOW
O02166,13695.64,0.41000020089054945,HIGH
O00279,7336.74,0.5677417162198767,HIGH
O16260,5228.02,0.34650070593492815,MEDIUM
O07677,9498.64,0.1960280525880812,LOW
O01038,6112.43,0.3493362259488472,MEDIUM
O16991,11678.4,0.296690850222414,MEDIUM
O13956,700.63,0.5827491025137544,HIGH
O12438,4074.04,0.591765386407739,HIGH
O01049,4245.34,0.5699167982265438,HIGH
O05463,4151.78,0.14287431171193096,LOW
O05548,6315.03,0.27794988696536926,MEDIUM
O16505,4372.53,0.6084795035243832,VERY_HIGH
O02183,6814.32,0.2050377049521843,MEDIUM
O08826,17423.21,0.39510665496583647,MEDIUM
O13223,11444.52,0.5532893920636646,HIGH
O12140,11739.12,0.09893475692536377,LOW
O11499,25996.75,0.41386408216239584,HIGH
O01623,886.61,0.05692632672308603,LOW
O19233,2266.98,0.1615012110130485,LOW
O03464,3621.26,0.2992972426727646,MEDIUM
O07813,5662.84,0.40667200956373817,HIGH
O15474,3748.53,0.10001091161944298,LOW
O07779,2518.87,0.18737024303298838,LOW
O17895,2214.66,0.25054839453917127,MEDIUM
O10278,20488.82,0.5671531213541887,HIGH
O15459,4458.81,0.4369230427536471,HIGH
O06754,1989.95,0.2520289336416168,MEDIUM
O08402,4333.49,0.1477645940079938,LOW
O08300,6218.02,0.3939053374166011,MEDIUM
O18675,60189.5,0.011238503948868024,LOW
O06364,1625.84,0.4065564312748521,HIGH
O08829,7086.15,0.5496630305060519,HIGH
O16612,28898.06,0.25955027907524864,MEDIUM
O03647,5189.26,0.6375760271669668,VERY_HIGH
O16859,4817.66,0.5736411577502183,HIGH
O19642,57516.62,0.0848052576034129,LOW
O08518,4896.71,0.17080324601562008,LOW
O06304,3661.81,0.15758634252295173,LOW
O08390,3430.33,0.11024331838135605,LOW
O11577,4856.4,0.2659634653471655,MEDIUM
O15651,798.04,0.5353214836273504,HIGH
O10462,5326.36,0.1290746294050309,LOW
O08449,282.84,0.253339593877344,MEDIUM
O10573,1089.9,0.13709051115139181,LOW
O09091,2704.18,0.036915978241383506,LOW
O04261,2540.7,0.37306936326488893,MEDIUM
O01979,18981.51,0.19713848431936057,LOW
O13957,20549.74,0.026934888319462818,LOW
O05617,4584.32,0.11909785528485016,LOW
O19082,65455.32,0.15573253773786397,LOW
O10891,2166.05,0.7787893692044269,VERY_HIGH
O09451,9438.32,0.6015518466781413,VERY_HIGH
O09329,5857.12,0.47498328364626924,HIGH
O00516,10731.26,0.4347375129654132,HIGH
O05435,6005.68,0.5356670704098757,HIGH
O11245,28898.06,0.1260015927568122,LOW
O05609,8414.81,0.33470351505753576,MEDIUM
O04122,51125.89,0.10882687740953395,LOW
O11329,1353.27,0.6125779214108009,VERY_HIGH
O15624,729.56,0.660041910933387,VERY_HIGH
O09347,5835.05,0.15999555421483933,LOW
O03483,1684.74,0.47914731596637866,HIGH
O05892,1063.19,0.4663253033370726,HIGH
O18921,4040.13,0.3302236386450238,MEDIUM
O06528,4171.43,0.5325960254824058,HIGH
O13096,13291.99,0.15846299595737398,LOW
O12208,4919.09,0.1059244821135525,LOW
O10459,20418.22,0.34833031826129485,MEDIUM
O16181,73370.02,0.13270099198194946,LOW
O10741,1616.95,0.08784124101838199,LOW
O03818,8869.03,0.4106460210353915,HIGH
O04248,2229.9,0.1443541379734133,LOW
O01846,4646.44,0.3654819347291928,MEDIUM
O15505,22015.47,0.04662572669121645,LOW
O03826,1770.7,0.2692526571874096,MEDIUM
O15154,6253.74,0.30520986582911036,MEDIUM
O08564,11511.68,0.23316002864200847,MEDIUM
O06724,8908.06,0.37819269552136003,MEDIUM
O04327,1493.98,0.14211363973115274,LOW
O04197,1621.89,0.6302676608225479,VERY_HIGH
O17650,9309.79,0.4399587548487479,HIGH
O05896,1324.11,0.42610859680749563,HIGH
O14291,5502.8,0.09144441085007955,LOW
O03528,7406.74,0.3742405972733389,MEDIUM
O15545,12943.35,0.2866100588507989,MEDIUM
O07287,1353.27,0.14116118606011427,LOW
O00756,3624.8,0.32227690426294686,MEDIUM
O05444,1675.74,0.14583398476188647,LOW
O06128,11146.94,0.5191766759795986,HIGH
O03231,22707.7,0.2506165139183537,MEDIUM
O12661,2028.51,0.25192610961310913,MEDIUM
O07661,4239.31,0.6110451687508895,VERY_HIGH
O04089,5240.93,0.26902175672795825,MEDIUM
O12323,8694.88,0.3577152750553793,MEDIUM
O17388,3380.1,0.3196444270838958,MEDIUM
O06756,356.74,0.4917883334146943,HIGH
O09683,4525.1,0.2635335554056347,MEDIUM
O16602,90773.7,0.17540339091886295,LOW
O10044,383.86,0.16634085430306786,LOW
O05643,33761.26,0.027039781955170542,LOW
O04246,4080.29,0.6084498583486967,VERY_HIGH
O09780,5292.91,0.27037438928644814,MEDIUM
O07988,7130.25,0.30897969639172895,MEDIUM
O08181,2141.04,0.2262462796153052,MEDIUM
O01287,30217.87,0.06738088694060318,LOW
O05871,24021.44,0.29612388207530377,MEDIUM
O17002,886.56,0.5980986099207696,HIGH
O08483,3825.96,0.024663194523971033,LOW
O05072,6103.02,0.30754877868839503,MEDIUM
O06022,37319.07,0.06653850553707695,LOW
O06911,20243.9,0.39433459552153416,MEDIUM
O04764,7160.49,0.5878018237005038,HIGH
O17992,20488.82,0.18321030161003127,LOW
O02580,17944.88,0.2595468992154113,MEDIUM
O17991,11769.28,0.5058580306470882,HIGH
O17962,54073.34,0.03359547153192378,LOW
O12136,8332.58,0.36894310572050126,MEDIUM
O16308,10511.81,0.46517085424246857,HIGH
O18867,630.34,0.22231375919071963,MEDIUM
O09673,2945.34,0.4369787388425965,HIGH
O04549,9129.3,0.34576133110940527,MEDIUM
O03359,5510.88,0.3450481018214749,MEDIUM
O15822,38990.93,0.186654845360846,LOW
O00958,12602.74,0.22089664278278767,MEDIUM
O11013,71900.37,0.2205728536432516,MEDIUM
O17381,5455.85,0.4205358899916925,HIGH
O01859,2956.18,0.48998080206642725,HIGH
O03080,58993.14,0.08063161596683321,LOW
O09030,1957.65,0.37682486302222873,MEDIUM
O09217,2801.46,0.38095143146446664,MEDIUM
O08748,911.3,0.5624356714485462,HIGH
O02644,2841.43,0.5918645031274012,HIGH
O13481,3809.3,0.26467213983680177,MEDIUM
O13120,5551.25,0.31162743265375925,MEDIUM
O07811,14585.75,0.13645165864107311,LOW
O14127,2295.36,0.45955359169221477,HIGH
O00142,7319.77,0.3364163116587412,MEDIUM
O19661,2804.94,0.49489206723606755,HIGH
O06417,25446.62,0.04529997546482843,LOW
O08056,14301.45,0.3253435198738047,MEDIUM
O13029,6963.03,0.1010379416366678,LOW
O02532,65827.92,0.0945280735442346,LOW
O14029,2735.77,0.26976558264148237,MEDIUM
O02584,1963.01,0.13751369326971843,LOW
O08130,5976.8,0.4836419262588307,HIGH
O06218,5240.93,0.46946714348356305,HIGH
O07899,4791.28,0.3025105904910388,MEDIUM
O10095,4274.63,0.14505050047336643,LOW
O04582,2980.25,0.5150072947363257,HIGH
O15699,1063.19,0.5876785620475001,HIGH
O02820,56956.99,0.20838696922710392,MEDIUM
O18412,1097.78,0.3910355462241795,MEDIUM
O05994,6260.2,0.49637357232474244,HIGH
O04757,4002.29,0.42699224201414215,HIGH
O19021,6354.29,0.49232613581990714,HIGH
O05659,33172.5,0.14193416556006594,LOW
O04661,8337.76,0.26772459714468283,MEDIUM
O18741,3982.05,0.5754731234405649,HIGH
O06656,51406.64,0.07381845998958902,LOW
O09166,7631.53,0.7006973938881079,VERY_HIGH
O07746,11503.09,0.20906751635283788,MEDIUM
O05637,14005.88,0.16965861116895203,LOW
O10488,57367.48,0.06226198523303911,LOW
O06324,4092.55,0.023152952749283643,LOW
O01931,30152.48,0.049984179967566315,LOW
O08123,31269.15,0.1024503813628594,LOW
O18926,3344.85,0.30978281214822967,MEDIUM
O08416,853.83,0.16793582696922096,LOW
O05736,4097.4,0.3121769550443703,MEDIUM
O06566,13846.21,0.5162934076753692,HIGH
O09308,3351.05,0.18842720454867717,LOW
O13216,25338.98,0.14333030007461056,LOW
O14844,6503.17,0.4244279066558694,HIGH
O19041,2661.32,0.4849249994856488,HIGH
O04641,1265.71,0.5213611489122131,HIGH
O01847,2888.86,0.09872067203402995,LOW
O10499,6829.93,0.2177142457661895,MEDIUM
O04526,8585.01,0.24421934186196437,MEDIUM
O06862,7406.74,0.07546804414863331,LOW
O06259,4485.36,0.16836802869804326,LOW
O01705,6994.12,0.6007158818349237,VERY_HIGH
O14666,1489.1,0.2628970380541617,MEDIUM
O08823,2023.88,0.5333963166711579,HIGH
O17989,8828.39,0.5331411975940376,HIGH
O12301,11308.89,0.07478619448200628,LOW
O03962,85955.75,0.16907647836679845,LOW
O04308,8857.69,0.40613856143024374,HIGH
O19749,23848.45,0.23105748802644427,MEDIUM
O11727,3335.65,0.15195607829404026,LOW
O11949,4574.51,0.43939017966910887,HIGH
O01384,4534.07,0.382880141398354,MEDIUM
O08114,9922.4,0.4993193727737264,HIGH
O09398,14544.86,0.23929542470328552,MEDIUM
O17604,43209.27,0.09605111265809345,LOW
O03725,3428.82,0.26328046659631205,MEDIUM
O11145,7119.17,0.4648349569988909,HIGH
O04342,1268.2,0.06413506967650458,LOW
O18849,3997.49,0.4368651021634869,HIGH
O00424,3155.56,0.27809732249810276,MEDIUM
O17282,21030.38,0.26121617233703276,MEDIUM
O12541,8434.04,0.621155057405059,VERY_HIGH
O18842,34876.45,0.17778781827865525,LOW
O14706,4167.79,0.03120729980110974,LOW
O16011,2142.21,0.26707588657475856,MEDIUM
O10635,1824.51,0.03505904479617216,LOW
O13344,17963.29,0.08146821060324093,LOW
O07591,2121.78,0.06258164648474805,LOW
O13964,41742.98,0.14064790806951738,LOW
O07265,6398.47,0.2130167230707617,MEDIUM
O16961,11234.78,0.2348447830961288,MEDIUM
O10030,10877.75,0.5174984856575446,HIGH
O05932,58550.78,0.11714989424063393,LOW
O04704,5797.87,0.32818697526226576,MEDIUM
O13748,2728.7,0.06286371274274145,LOW
O05288,1793.36,0.25751039831922634,MEDIUM
O17198,5868.22,0.581001404629694,HIGH
O01726,25661.85,0.12660096554851757,LOW
O15480,3428.05,0.6672094122882036,VERY_HIGH
O01935,51667.62,0.21930861117911413,MEDIUM
O16620,18335.57,0.1886945757721704,LOW
O02172,982.62,0.5134117256066785,HIGH
O07582,2406.81,0.451691558561799,HIGH
O14067,11123.35,0.6512703031186692,VERY_HIGH
O05746,53302.03,0.2776794882456165,MEDIUM
O11306,3478.74,0.295139895537716,MEDIUM
O01386,36824.76,0.22355294867155553,MEDIUM
O16563,2563.78,0.40164974828924876,HIGH
O15981,53302.03,0.435112852395242,HIGH
O10857,3222.26,0.6063709751228008,VERY_HIGH
O10959,1250.0,0.4498757084358248,HIGH
O13122,7487.04,0.5619613770748302,HIGH
O11325,15630.13,0.25377438097570015,MEDIUM
O13471,16549.55,0.3632304429337432,MEDIUM
O00330,10674.57,0.1538272277385114,LOW
O06777,5570.45,0.5151362601733023,HIGH
O01718,2086.67,0.21659504026576182,MEDIUM
O00131,911.3,0.3198683718734928,MEDIUM
O18137,7229.11,0.4730893415296561,HIGH
O02439,78930.44,0.23761184407455743,MEDIUM
O05165,2563.78,0.5282893383287908,HIGH
O07685,5566.43,0.6951109730858349,VERY_HIGH
O18874,3451.9,0.6043886581211448,VERY_HIGH
O15299,12518.29,0.14997829597780643,LOW
O05019,9325.5,0.48598785377080456,HIGH
O09281,6535.02,0.4695396984836822,HIGH
O16292,54020.51,0.05587876617785873,LOW
O06454,3890.03,0.14034944162585616,LOW
O16407,2998.82,0.1831850701345423,LOW
O15440,4837.35,0.4395468106514309,HIGH
O06805,5423.44,0.2003317866421551,MEDIUM
O13109,2801.46,0.5684951873306319,HIGH
O09922,6315.03,0.4808122479726736,HIGH
O09098,5222.22,0.3746357934639743,MEDIUM
O00012,3112.89,0.4263027963087938,HIGH
O15121,45228.72,0.16847392380040332,LOW
O14009,4776.58,0.22344165365507365,MEDIUM
O13376,6963.03,0.17867821310042614,LOW
O07207,4658.84,0.30467106390362103,MEDIUM
O18794,5283.14,0.2567937453433418,MEDIUM
O17453,4871.83,0.5027324725427664,HIGH
O16243,20424.18,0.2633986074091311,MEDIUM
O04636,2297.68,0.2850853286191785,MEDIUM
O19776,18703.76,0.11378689029076967,LOW
O15869,6066.46,0.2400877179694175,MEDIUM
O16080,10352.78,0.20309163654079157,MEDIUM
O08716,2577.38,0.2624373547402065,MEDIUM
O07497,6342.63,0.2108518442893063,MEDIUM
O06129,28459.65,0.17313038098141992,LOW
O02653,882.35,0.6741024021510572,VERY_HIGH
O18142,70120.35,0.4078309563384379,HIGH
O00030,3982.05,0.6063681816053428,VERY_HIGH
O19713,4983.42,0.3273810345860098,MEDIUM
O16975,700.63,0.7325827618645602,VERY_HIGH
O09671,6863.35,0.31084799099364563,MEDIUM
O06414,1653.54,0.19883727411387223,LOW
O12276,5855.82,0.44583156678630115,HIGH
O16236,2260.65,0.08518418400747045,LOW
O12340,7295.54,0.23035002436547097,MEDIUM
O04782,1570.86,0.3127555329212665,MEDIUM
O15575,3873.88,0.6002047162232703,VERY_HIGH
O06842,5251.62,0.5262364116938845,HIGH
O09844,4405.32,0.6050306943804032,VERY_HIGH
O08342,9379.98,0.33075457549005177,MEDIUM
O05155,12302.1,0.37770739598290265,MEDIUM
O00475,1605.88,0.6158030028404393,VERY_HIGH
O00540,14502.05,0.1311632528073252,LOW
O16293,4988.02,0.8571619861149555,CRITICAL
O10434,2434.45,0.23989884107775328,MEDIUM
O06346,6037.88,0.2818068273421849,MEDIUM
O14121,8159.81,0.47866388712549257,HIGH
O06707,3438.94,0.3857240753496927,MEDIUM
O04619,81894.37,0.10193815375775116,LOW
O00568,6252.65,0.1693696516343271,LOW
O00716,2596.99,0.4151379093587734,HIGH
O08218,1476.66,0.34591996862711905,MEDIUM
O11721,39018.15,0.11290950301020501,LOW
O13034,26829.5,0.05909179437023344,LOW
O03849,24825.45,0.04202295776274749,LOW
O10117,82522.17,0.06542771340035533,LOW
O10332,10455.6,0.5385946205855241,HIGH
O10153,9452.91,0.24401502542959236,MEDIUM
O05620,429.93,0.26773711211607965,MEDIUM
O11600,6231.98,0.6454457839328038,VERY_HIGH
O17534,35430.58,0.12343850610164771,LOW
O10710,7550.46,0.5527175281425634,HIGH
O14457,2836.54,0.18315022486202348,LOW
O10177,11656.87,0.5916790893266725,HIGH
O07856,4009.22,0.19242921714540676,LOW
O17586,3990.82,0.6174291359050632,VERY_HIGH
O07398,35177.89,0.04514689278491451,LOW
O13984,4040.13,0.20257540588468187,MEDIUM
O07774,5095.78,0.11360278545733214,LOW
O19770,2694.91,0.08394864634955426,LOW
O05371,6183.42,0.4132131706429832,HIGH
O12713,3306.88,0.5639150766571503,HIGH
O01873,20808.96,0.2287511608234875,MEDIUM
O08104,14355.9,0.38830321714485483,MEDIUM
O19302,13299.7,0.2517270625363265,MEDIUM
O19425,40203.3,0.17006165653017818,LOW
O06045,21878.04,0.16928018241842444,LOW
O00552,1446.09,0.08196538875603981,LOW
O12397,1078.66,0.0257936505157938,LOW
O18291,8009.63,0.7112446703194918,VERY_HIGH
O12668,2173.19,0.5419930546354879,HIGH
O04697,7744.32,0.3679379151886089,MEDIUM
O01005,7200.89,0.3855487125005151,MEDIUM
O02284,3221.72,0.04612347940646357,LOW
O06916,9024.26,0.5336153413548645,HIGH
O15560,72332.89,0.20499733728303854,MEDIUM
O04143,5486.1,0.25783673564870724,MEDIUM
O03533,15408.2,0.17472073439091787,LOW
O08887,8707.24,0.11257269771180092,LOW
O07024,17604.26,0.2875308823647111,MEDIUM
O10570,6079.8,0.2596382245906738,MEDIUM
O07419,2155.93,0.07019876137111669,LOW
O02672,3483.52,0.33629211829135075,MEDIUM
O14840,12296.18,0.4075538153581906,HIGH
O19274,25738.87,0.23602265290125649,MEDIUM
O12388,258.45,0.20770308138067473,MEDIUM
O07703,64202.46,0.06987294459060862,LOW
O15057,3926.92,0.38063576749870415,MEDIUM
O18101,2286.43,0.43753933604064155,HIGH
O06321,4458.81,0.38085379074724013,MEDIUM
O03832,33132.63,0.15609726630992982,LOW
O18582,57367.48,0.015294494902180029,LOW
O01185,7302.76,0.3470984528491131,MEDIUM
O16199,3688.43,0.18553841219217154,LOW
O17065,1818.0,0.4158278339936175,HIGH
O13627,41300.96,0.06929614613390034,LOW
O18783,4093.34,0.22486358777869095,MEDIUM
O12222,6521.54,0.4611371482100351,HIGH
O19464,3485.43,0.1969806855214318,LOW
O04503,4938.7,0.31236987504501945,MEDIUM
O10958,4218.02,0.36332486165977845,MEDIUM
O17105,24876.72,0.21693235278071507,MEDIUM
O12370,2145.02,0.15635282945548595,LOW
O15538,1721.86,0.5708554597652535,HIGH
O04786,3163.87,0.190361983360553,LOW
