order_id,order_value,risk_score,return_probability,risk_tier,expected_return_exposure,priority,recommended_action,risk_reasons
O05806,3461.09,17.02,0.1702354997985886,LOW,47.14,P4,NORMAL_PROCESSING,No major risk signal detected
O03227,1518.84,47.37,0.4737327583436054,HIGH,57.56,P3,MONITOR,Elevated predicted return probability
O00298,6514.75,47.09,0.4708819411816607,HIGH,245.41,P3,MONITOR,Elevated predicted return probability
O04252,6941.66,31.19,0.3119252745549064,MEDIUM,173.22,P4,NORMAL_PROCESSING,No major risk signal detected
O10904,1366.96,44.16,0.4416479782674651,HIGH,48.3,P3,MONITOR,Elevated predicted return probability
O03674,56919.3,18.35,0.1834576616412251,LOW,835.38,P4,NORMAL_PROCESSING,High-value order
O14964,2370.02,57.25,0.5725403128163639,HIGH,108.55,P3,MONITOR,Elevated predicted return probability
O11328,3945.84,20.48,0.2048121332587383,MEDIUM,64.65,P4,NORMAL_PROCESSING,No major risk signal detected
O06579,9977.66,36.41,0.3641438407233452,MEDIUM,290.66,P4,NORMAL_PROCESSING,No major risk signal detected
O10591,18667.97,9.25,0.0924784857807405,LOW,138.11,P4,NORMAL_PROCESSING,No major risk signal detected
O08556,9037.4,31.97,0.3197044252933986,MEDIUM,231.14,P4,NORMAL_PROCESSING,No major risk signal detected
O09459,3613.6,33.06,0.3306165621967176,MEDIUM,95.58,P4,NORMAL_PROCESSING,No major risk signal detected
O12488,23108.22,26.49,0.2648633288246993,MEDIUM,489.64,P4,NORMAL_PROCESSING,No major risk signal detected
O01040,69930.35,14.98,0.149794961365848,LOW,838.02,P4,NORMAL_PROCESSING,High-value order
O00033,9536.1,41.29,0.4128997290499612,HIGH,315.0,P3,MONITOR,Elevated predicted return probability
O17605,3913.59,36.46,0.3645596635669046,MEDIUM,114.14,P4,NORMAL_PROCESSING,No major risk signal detected
O16030,2745.08,24.09,0.2408690768762963,MEDIUM,52.9,P4,NORMAL_PROCESSING,No major risk signal detected
O00579,17018.54,10.77,0.1077173274586282,LOW,146.66,P4,NORMAL_PROCESSING,No major risk signal detected
O08014,2065.82,44.77,0.4477416632888644,HIGH,74.0,P3,MONITOR,Elevated predicted return probability
O11964,14043.48,45.55,0.4554940724075113,HIGH,511.74,P3,MONITOR,Elevated predicted return probability
O12824,5437.21,18.07,0.1807201214677278,LOW,78.61,P4,NORMAL_PROCESSING,No major risk signal detected
O09708,537.41,13.97,0.1397298405684667,LOW,6.01,P4,NORMAL_PROCESSING,No major risk signal detected
O01656,1446.3,37.78,0.377774137643002,MEDIUM,43.71,P4,NORMAL_PROCESSING,No major risk signal detected
O03146,2086.5,9.03,0.0903356989982854,LOW,15.08,P4,NORMAL_PROCESSING,No major risk signal detected
O09992,1397.06,15.75,0.1575112665665849,LOW,17.6,P4,NORMAL_PROCESSING,No major risk signal detected
O11927,6863.35,27.73,0.2773139012161063,MEDIUM,152.26,P4,NORMAL_PROCESSING,No major risk signal detected
O18970,54324.5,10.71,0.1071004805193107,LOW,465.45,P4,NORMAL_PROCESSING,High-value order
O05156,9734.75,43.83,0.4382695701012418,HIGH,341.32,P3,MONITOR,Elevated predicted return probability
O05163,22090.5,14.54,0.1454267498634055,LOW,257.0,P4,NORMAL_PROCESSING,No major risk signal detected
O16061,13582.84,20.56,0.2055855637982526,MEDIUM,223.39,P4,NORMAL_PROCESSING,No major risk signal detected
O10296,1753.09,57.81,0.5780582330859515,HIGH,81.07,P3,MONITOR,Elevated predicted return probability
O12467,14768.88,13.71,0.1371400345172675,LOW,162.03,P4,NORMAL_PROCESSING,No major risk signal detected
O02035,4164.49,9.12,0.0911839722634209,LOW,30.38,P4,NORMAL_PROCESSING,No major risk signal detected
O02993,7331.74,35.83,0.3582573773292908,MEDIUM,210.13,P4,NORMAL_PROCESSING,No major risk signal detected
O07968,3663.97,44.48,0.4447871974420011,HIGH,130.37,P3,MONITOR,Elevated predicted return probability
O07687,5437.21,51.67,0.516678247953477,HIGH,224.74,P3,MONITOR,Elevated predicted return probability
O12499,3288.04,5.98,0.0598196227726718,LOW,15.74,P4,NORMAL_PROCESSING,No major risk signal detected
O13377,2998.82,4.8,0.0479978519893013,LOW,11.51,P4,NORMAL_PROCESSING,No major risk signal detected
O08344,2319.62,11.29,0.1129324161182944,LOW,20.96,P4,NORMAL_PROCESSING,No major risk signal detected
O09875,1332.62,19.07,0.1907371689177218,LOW,20.33,P4,NORMAL_PROCESSING,No major risk signal detected
O18306,2094.68,28.19,0.2819029977090205,MEDIUM,47.24,P4,NORMAL_PROCESSING,No major risk signal detected
O00821,7352.77,40.62,0.4062152359164041,HIGH,238.94,P3,MONITOR,Elevated predicted return probability
O11237,7861.15,6.58,0.0657751327322039,LOW,41.37,P4,NORMAL_PROCESSING,No major risk signal detected
O15323,7352.26,69.02,0.6901872492051194,VERY_HIGH,405.95,P2,REVIEW,High predicted return probability
O03628,50057.39,4.07,0.0407205186819298,LOW,163.07,P4,NORMAL_PROCESSING,High-value order
O12007,35534.69,15.28,0.1528242840564906,LOW,434.45,P4,NORMAL_PROCESSING,Above-average order value
O04832,7021.74,71.83,0.718283485855445,VERY_HIGH,403.49,P2,REVIEW,High predicted return probability
O11630,21878.04,6.36,0.0635961178061513,LOW,111.31,P4,NORMAL_PROCESSING,No major risk signal detected
O16511,6769.46,54.84,0.5483693673433575,HIGH,296.97,P3,MONITOR,Elevated predicted return probability
O11609,7375.83,58.0,0.5799894751179775,HIGH,342.23,P3,MONITOR,Elevated predicted return probability
O19613,5865.39,44.36,0.4435846029913349,HIGH,208.14,P3,MONITOR,Elevated predicted return probability
O12259,41157.09,17.47,0.1746548210870057,LOW,575.06,P4,NORMAL_PROCESSING,Above-average order value
O15948,2197.85,46.78,0.4678013345193156,HIGH,82.25,P3,MONITOR,Elevated predicted return probability
O10389,6407.25,56.17,0.5616531120583822,HIGH,287.89,P3,MONITOR,Elevated predicted return probability
O17697,2682.65,24.12,0.2411867755602637,MEDIUM,51.76,P4,NORMAL_PROCESSING,No major risk signal detected
O02727,35090.5,17.55,0.1754797965162703,LOW,492.61,P4,NORMAL_PROCESSING,Above-average order value
O15633,528.78,21.06,0.2106373576882658,MEDIUM,8.91,P4,NORMAL_PROCESSING,No major risk signal detected
O14218,4337.47,49.36,0.4935918218779107,HIGH,171.28,P3,MONITOR,Elevated predicted return probability
O18471,12615.34,35.84,0.3583981856422608,MEDIUM,361.71,P4,NORMAL_PROCESSING,No major risk signal detected
O13214,10679.42,9.45,0.0944641655048074,LOW,80.71,P4,NORMAL_PROCESSING,No major risk signal detected
O16605,1746.68,46.76,0.4676284662476542,HIGH,65.34,P3,MONITOR,Elevated predicted return probability
O19417,5495.96,39.22,0.3922402675494827,MEDIUM,172.46,P4,NORMAL_PROCESSING,No major risk signal detected
O09770,2297.68,45.29,0.4529013685187896,HIGH,83.25,P3,MONITOR,Elevated predicted return probability
O09277,18393.62,13.42,0.1342190052701413,LOW,197.5,P4,NORMAL_PROCESSING,No major risk signal detected
O10341,3679.07,15.72,0.157221588407115,LOW,46.27,P4,NORMAL_PROCESSING,No major risk signal detected
O02631,615.5,46.52,0.465215750921174,HIGH,22.91,P3,MONITOR,Elevated predicted return probability
O06175,20529.48,9.25,0.0924663231839241,LOW,151.86,P4,NORMAL_PROCESSING,No major risk signal detected
O18707,1266.84,66.24,0.6623768116161233,VERY_HIGH,67.13,P2,REVIEW,High predicted return probability
O07531,53073.51,2.52,0.0251685203819185,LOW,106.86,P4,NORMAL_PROCESSING,High-value order
O11047,2789.52,29.19,0.2918903582080002,MEDIUM,65.14,P4,NORMAL_PROCESSING,No major risk signal detected
O10702,1265.71,54.91,0.5491278591640105,HIGH,55.6,P3,MONITOR,Elevated predicted return probability
O07837,4151.78,7.21,0.0721205850432534,LOW,23.95,P4,NORMAL_PROCESSING,No major risk signal detected
O18327,564.66,8.71,0.0871094765030248,LOW,3.93,P4,NORMAL_PROCESSING,No major risk signal detected
O15003,39018.15,7.79,0.0779418771565385,LOW,243.29,P4,NORMAL_PROCESSING,Above-average order value
O06057,6681.98,15.57,0.1557013775362973,LOW,83.23,P4,NORMAL_PROCESSING,No major risk signal detected
O10388,1582.88,17.85,0.1785019316475307,LOW,22.6,P4,NORMAL_PROCESSING,No major risk signal detected
O12525,9325.5,35.75,0.357539399104084,MEDIUM,266.74,P4,NORMAL_PROCESSING,No major risk signal detected
O02973,28898.06,28.94,0.2893601988410336,MEDIUM,668.96,P4,NORMAL_PROCESSING,Above-average order value
O00625,3766.42,59.89,0.5989283417427305,HIGH,180.47,P3,MONITOR,Elevated predicted return probability
O14084,63285.54,6.3,0.0630244606299719,LOW,319.08,P4,NORMAL_PROCESSING,High-value order
O19589,11578.45,51.62,0.5161538484594371,HIGH,478.1,P3,MONITOR,Elevated predicted return probability
O05032,4716.69,13.24,0.1324083154479191,LOW,49.96,P4,NORMAL_PROCESSING,No major risk signal detected
O08361,10816.93,19.77,0.1977270714484661,LOW,171.1,P4,NORMAL_PROCESSING,No major risk signal detected
O07381,3273.49,13.56,0.135623370637446,LOW,35.52,P4,NORMAL_PROCESSING,No major risk signal detected
O12774,3696.17,5.21,0.0521031416809706,LOW,15.41,P4,NORMAL_PROCESSING,No major risk signal detected
O03748,22707.7,5.64,0.056414981328902,LOW,102.48,P4,NORMAL_PROCESSING,No major risk signal detected
O09649,7125.75,33.41,0.3341362056386066,MEDIUM,190.48,P4,NORMAL_PROCESSING,No major risk signal detected
O05640,9129.3,29.82,0.2982237624221187,MEDIUM,217.81,P4,NORMAL_PROCESSING,No major risk signal detected
O08243,60189.5,13.38,0.133811852745725,LOW,644.33,P4,NORMAL_PROCESSING,High-value order
O06439,14192.26,18.67,0.1867113300273429,LOW,211.99,P4,NORMAL_PROCESSING,No major risk signal detected
O12338,5879.92,30.02,0.3001557846723521,MEDIUM,141.19,P4,NORMAL_PROCESSING,No major risk signal detected
O08859,6811.72,13.43,0.1342629550580323,LOW,73.16,P4,NORMAL_PROCESSING,No major risk signal detected
O04981,14092.13,11.16,0.1116227677073669,LOW,125.84,P4,NORMAL_PROCESSING,No major risk signal detected
O07137,3611.24,20.24,0.2024098241976802,MEDIUM,58.48,P4,NORMAL_PROCESSING,No major risk signal detected
O02080,73062.39,11.13,0.1112554470202577,LOW,650.29,P4,NORMAL_PROCESSING,High-value order
O06905,6827.24,54.18,0.5418361194269369,HIGH,295.94,P3,MONITOR,Elevated predicted return probability
O06034,80842.13,30.06,0.3006358853163686,MEDIUM,1944.32,P4,NORMAL_PROCESSING,High estimated financial exposure | High-value order
O11103,619.91,12.73,0.1273440888716196,LOW,6.32,P4,NORMAL_PROCESSING,No major risk signal detected
O06643,7084.09,43.17,0.431676525207871,HIGH,244.64,P3,MONITOR,Elevated predicted return probability
O02262,1886.44,25.07,0.250651540616215,MEDIUM,37.83,P4,NORMAL_PROCESSING,No major risk signal detected
O07793,7294.76,28.32,0.2832261779840875,MEDIUM,165.29,P4,NORMAL_PROCESSING,No major risk signal detected
O18516,3252.24,14.97,0.1497180273245317,LOW,38.95,P4,NORMAL_PROCESSING,No major risk signal detected
O00499,2319.62,4.53,0.0453475793455894,LOW,8.42,P4,NORMAL_PROCESSING,No major risk signal detected
O14816,2783.22,47.1,0.4709727310298212,HIGH,104.87,P3,MONITOR,Elevated predicted return probability
O03233,249.24,8.11,0.0810605623511641,LOW,1.62,P4,NORMAL_PROCESSING,No major risk signal detected
O15950,5007.07,32.78,0.3278295818405689,MEDIUM,131.32,P4,NORMAL_PROCESSING,No major risk signal detected
O18099,7861.15,23.3,0.2330401068587105,MEDIUM,146.56,P4,NORMAL_PROCESSING,No major risk signal detected
O03505,401.48,1.86,0.0185861606189424,LOW,0.6,P4,NORMAL_PROCESSING,No major risk signal detected
O11260,5283.14,3.4,0.0339692851139764,LOW,14.36,P4,NORMAL_PROCESSING,No major risk signal detected
O10950,9222.47,40.03,0.4002898114456377,HIGH,295.33,P3,MONITOR,Elevated predicted return probability
O03594,3536.09,9.02,0.0902165570013245,LOW,25.52,P4,NORMAL_PROCESSING,No major risk signal detected
O15090,212.84,47.9,0.4789912510806557,HIGH,8.16,P3,MONITOR,Elevated predicted return probability
O15340,3483.52,22.46,0.2246059548427044,MEDIUM,62.59,P4,NORMAL_PROCESSING,No major risk signal detected
O10775,2666.27,49.97,0.4996831740725941,HIGH,106.58,P3,MONITOR,Elevated predicted return probability
O10677,5736.18,12.73,0.1273301217287371,LOW,58.43,P4,NORMAL_PROCESSING,No major risk signal detected
O03022,6159.22,57.14,0.571437886629534,HIGH,281.57,P3,MONITOR,Elevated predicted return probability
O02441,5096.15,13.48,0.1348279308267984,LOW,54.97,P4,NORMAL_PROCESSING,No major risk signal detected
O12930,67442.42,10.99,0.1098786553832302,LOW,592.84,P4,NORMAL_PROCESSING,High-value order
O08236,2893.98,23.61,0.2360714370034712,MEDIUM,54.65,P4,NORMAL_PROCESSING,No major risk signal detected
O03139,16873.15,36.23,0.3622656527330689,MEDIUM,489.01,P4,NORMAL_PROCESSING,No major risk signal detected
O15207,2421.34,7.39,0.0738866628553721,LOW,14.31,P4,NORMAL_PROCESSING,No major risk signal detected
O15291,2365.62,7.92,0.0791968061165165,LOW,14.99,P4,NORMAL_PROCESSING,No major risk signal detected
O15748,2789.52,34.33,0.3432527508063224,MEDIUM,76.6,P4,NORMAL_PROCESSING,No major risk signal detected
O08834,2173.19,24.1,0.2410201243080612,MEDIUM,41.9,P4,NORMAL_PROCESSING,No major risk signal detected
O06822,1780.48,7.08,0.0708107787976111,LOW,10.09,P4,NORMAL_PROCESSING,No major risk signal detected
O18667,17944.88,31.5,0.3150365474203338,MEDIUM,452.26,P4,NORMAL_PROCESSING,No major risk signal detected
O09187,6391.84,37.46,0.374576289613618,MEDIUM,191.54,P4,NORMAL_PROCESSING,No major risk signal detected
O02875,52655.36,17.69,0.176897262908127,LOW,745.17,P4,NORMAL_PROCESSING,High-value order
O08955,29071.25,8.67,0.086695930161517,LOW,201.63,P4,NORMAL_PROCESSING,Above-average order value
O08575,3663.97,36.97,0.3697151618631466,MEDIUM,108.37,P4,NORMAL_PROCESSING,No major risk signal detected
O04169,15762.65,34.23,0.3423013474208218,MEDIUM,431.65,P4,NORMAL_PROCESSING,No major risk signal detected
O06419,1632.46,31.76,0.3175623116466803,MEDIUM,41.47,P4,NORMAL_PROCESSING,No major risk signal detected
O15435,10562.56,38.24,0.3824446799279724,MEDIUM,323.17,P4,NORMAL_PROCESSING,No major risk signal detected
O11680,6814.32,50.88,0.5087826494095188,HIGH,277.36,P3,MONITOR,Elevated predicted return probability
O04659,5135.14,22.79,0.2279053161523911,MEDIUM,93.63,P4,NORMAL_PROCESSING,No major risk signal detected
O01676,390.41,12.41,0.124095781982737,LOW,3.88,P4,NORMAL_PROCESSING,No major risk signal detected
O12282,8585.47,78.32,0.7831918486922562,VERY_HIGH,537.93,P2,REVIEW,High predicted return probability
O16335,3488.36,65.01,0.6501270791772005,VERY_HIGH,181.43,P2,REVIEW,High predicted return probability
O13116,32406.95,22.55,0.2254578869437682,MEDIUM,584.51,P4,NORMAL_PROCESSING,Above-average order value
O19677,8861.33,31.96,0.3196044458571933,MEDIUM,226.57,P4,NORMAL_PROCESSING,No major risk signal detected
O04806,6301.94,58.97,0.5897096990002457,HIGH,297.31,P3,MONITOR,Elevated predicted return probability
O19585,9534.3,29.18,0.2917690872231624,MEDIUM,222.55,P4,NORMAL_PROCESSING,No major risk signal detected
O13358,4857.34,13.95,0.1394814937529101,LOW,54.2,P4,NORMAL_PROCESSING,No major risk signal detected
O02602,10872.15,13.94,0.1394368204013275,LOW,121.28,P4,NORMAL_PROCESSING,No major risk signal detected
O11089,24353.55,6.26,0.0626036993584237,LOW,121.97,P4,NORMAL_PROCESSING,No major risk signal detected
O07371,7222.48,16.71,0.1670625641732682,LOW,96.53,P4,NORMAL_PROCESSING,No major risk signal detected
O07409,506.88,25.96,0.2596196577791129,MEDIUM,10.53,P4,NORMAL_PROCESSING,No major risk signal detected
O03708,4338.65,8.35,0.0835079951304688,LOW,28.98,P4,NORMAL_PROCESSING,No major risk signal detected
O17691,6738.34,43.21,0.432091413533928,HIGH,232.93,P3,MONITOR,Elevated predicted return probability
O06946,2234.97,18.86,0.1885999390032181,LOW,33.72,P4,NORMAL_PROCESSING,No major risk signal detected
O10421,76587.77,9.2,0.0919522690500517,LOW,563.39,P4,NORMAL_PROCESSING,High-value order
O00436,29810.56,12.9,0.1290100370115527,LOW,307.67,P4,NORMAL_PROCESSING,Above-average order value
O08195,9410.04,55.86,0.5586092397711075,HIGH,420.52,P3,MONITOR,Elevated predicted return probability
O13549,12936.45,16.83,0.1682644874940786,LOW,174.14,P4,NORMAL_PROCESSING,No major risk signal detected
O04934,10511.81,55.28,0.5528474450559853,HIGH,464.91,P3,MONITOR,Elevated predicted return probability
O06838,8380.21,13.5,0.135014615711053,LOW,90.52,P4,NORMAL_PROCESSING,No major risk signal detected
O08886,12217.76,63.53,0.6352744516003002,VERY_HIGH,620.93,P2,REVIEW,High predicted return probability
O12517,21224.1,38.08,0.3807700208866493,MEDIUM,646.52,P4,NORMAL_PROCESSING,No major risk signal detected
O11663,60407.43,4.71,0.0471063976232968,LOW,227.65,P4,NORMAL_PROCESSING,High-value order
O18152,29485.28,7.64,0.0763696355994047,LOW,180.14,P4,NORMAL_PROCESSING,Above-average order value
O07004,15031.08,10.47,0.1046649207914169,LOW,125.86,P4,NORMAL_PROCESSING,No major risk signal detected
O02166,13695.64,41.0,0.4100002008905494,HIGH,449.22,P3,MONITOR,Elevated predicted return probability
O00279,7336.74,56.77,0.5677417162198767,HIGH,333.23,P3,MONITOR,Elevated predicted return probability
O16260,5228.02,34.65,0.3465007059349281,MEDIUM,144.92,P4,NORMAL_PROCESSING,No major risk signal detected
O07677,9498.64,19.6,0.1960280525880812,LOW,148.96,P4,NORMAL_PROCESSING,No major risk signal detected
O01038,6112.43,34.93,0.3493362259488472,MEDIUM,170.82,P4,NORMAL_PROCESSING,No major risk signal detected
O16991,11678.4,29.67,0.296690850222414,MEDIUM,277.19,P4,NORMAL_PROCESSING,No major risk signal detected
O13956,700.63,58.27,0.5827491025137544,HIGH,32.66,P3,MONITOR,Elevated predicted return probability
O12438,4074.04,59.18,0.591765386407739,HIGH,192.87,P3,MONITOR,Elevated predicted return probability
O01049,4245.34,56.99,0.5699167982265438,HIGH,193.56,P3,MONITOR,Elevated predicted return probability
O05463,4151.78,14.29,0.1428743117119309,LOW,47.45,P4,NORMAL_PROCESSING,No major risk signal detected
O05548,6315.03,27.79,0.2779498869653692,MEDIUM,140.42,P4,NORMAL_PROCESSING,No major risk signal detected
O16505,4372.53,60.85,0.6084795035243832,VERY_HIGH,212.85,P2,REVIEW,High predicted return probability
O02183,6814.32,20.5,0.2050377049521843,MEDIUM,111.78,P4,NORMAL_PROCESSING,No major risk signal detected
O08826,17423.21,39.51,0.3951066549658364,MEDIUM,550.72,P4,NORMAL_PROCESSING,No major risk signal detected
O13223,11444.52,55.33,0.5532893920636646,HIGH,506.57,P3,MONITOR,Elevated predicted return probability
O12140,11739.12,9.89,0.0989347569253637,LOW,92.91,P4,NORMAL_PROCESSING,No major risk signal detected
O11499,25996.75,41.39,0.4138640821623958,HIGH,860.73,P3,MONITOR,Elevated predicted return probability | Above-average order value
O01623,886.61,5.69,0.056926326723086,LOW,4.04,P4,NORMAL_PROCESSING,No major risk signal detected
O19233,2266.98,16.15,0.1615012110130485,LOW,29.29,P4,NORMAL_PROCESSING,No major risk signal detected
O03464,3621.26,29.93,0.2992972426727646,MEDIUM,86.71,P4,NORMAL_PROCESSING,No major risk signal detected
O07813,5662.84,40.67,0.4066720095637381,HIGH,184.23,P3,MONITOR,Elevated predicted return probability
O15474,3748.53,10.0,0.1000109116194429,LOW,29.99,P4,NORMAL_PROCESSING,No major risk signal detected
O07779,2518.87,18.74,0.1873702430329883,LOW,37.76,P4,NORMAL_PROCESSING,No major risk signal detected
O17895,2214.66,25.05,0.2505483945391712,MEDIUM,44.39,P4,NORMAL_PROCESSING,No major risk signal detected
O10278,20488.82,56.72,0.5671531213541887,HIGH,929.62,P3,MONITOR,Elevated predicted return probability
O15459,4458.81,43.69,0.4369230427536471,HIGH,155.85,P3,MONITOR,Elevated predicted return probability
O06754,1989.95,25.2,0.2520289336416168,MEDIUM,40.12,P4,NORMAL_PROCESSING,No major risk signal detected
O08402,4333.49,14.78,0.1477645940079938,LOW,51.23,P4,NORMAL_PROCESSING,No major risk signal detected
O08300,6218.02,39.39,0.3939053374166011,MEDIUM,195.94,P4,NORMAL_PROCESSING,No major risk signal detected
O18675,60189.5,1.12,0.011238503948868,LOW,54.12,P4,NORMAL_PROCESSING,High-value order
O06364,1625.84,40.66,0.4065564312748521,HIGH,52.88,P3,MONITOR,Elevated predicted return probability
O08829,7086.15,54.97,0.5496630305060519,HIGH,311.6,P3,MONITOR,Elevated predicted return probability
O16612,28898.06,25.96,0.2595502790752486,MEDIUM,600.04,P4,NORMAL_PROCESSING,Above-average order value
O03647,5189.26,63.76,0.6375760271669668,VERY_HIGH,264.68,P2,REVIEW,High predicted return probability
O16859,4817.66,57.36,0.5736411577502183,HIGH,221.09,P3,MONITOR,Elevated predicted return probability
O19642,57516.62,8.48,0.0848052576034129,LOW,390.22,P4,NORMAL_PROCESSING,High-value order
O08518,4896.71,17.08,0.17080324601562,LOW,66.91,P4,NORMAL_PROCESSING,No major risk signal detected
O06304,3661.81,15.76,0.1575863425229517,LOW,46.16,P4,NORMAL_PROCESSING,No major risk signal detected
O08390,3430.33,11.02,0.110243318381356,LOW,30.25,P4,NORMAL_PROCESSING,No major risk signal detected
O11577,4856.4,26.6,0.2659634653471655,MEDIUM,103.33,P4,NORMAL_PROCESSING,No major risk signal detected
O15651,798.04,53.53,0.5353214836273504,HIGH,34.18,P3,MONITOR,Elevated predicted return probability
O10462,5326.36,12.91,0.1290746294050309,LOW,55.0,P4,NORMAL_PROCESSING,No major risk signal detected
O08449,282.84,25.33,0.253339593877344,MEDIUM,5.73,P4,NORMAL_PROCESSING,No major risk signal detected
O10573,1089.9,13.71,0.1370905111513918,LOW,11.95,P4,NORMAL_PROCESSING,No major risk signal detected
O09091,2704.18,3.69,0.0369159782413835,LOW,7.99,P4,NORMAL_PROCESSING,No major risk signal detected
O04261,2540.7,37.31,0.3730693632648889,MEDIUM,75.83,P4,NORMAL_PROCESSING,No major risk signal detected
O01979,18981.51,19.71,0.1971384843193605,LOW,299.36,P4,NORMAL_PROCESSING,No major risk signal detected
O13957,20549.74,2.69,0.0269348883194628,LOW,44.28,P4,NORMAL_PROCESSING,No major risk signal detected
O05617,4584.32,11.91,0.1190978552848501,LOW,43.68,P4,NORMAL_PROCESSING,No major risk signal detected
O19082,65455.32,15.57,0.1557325377378639,LOW,815.48,P4,NORMAL_PROCESSING,High-value order
O10891,2166.05,77.88,0.7787893692044269,VERY_HIGH,134.95,P2,REVIEW,High predicted return probability
O09451,9438.32,60.16,0.6015518466781413,VERY_HIGH,454.21,P2,REVIEW,High predicted return probability
O09329,5857.12,47.5,0.4749832836462692,HIGH,222.56,P3,MONITOR,Elevated predicted return probability
O00516,10731.26,43.47,0.4347375129654132,HIGH,373.22,P3,MONITOR,Elevated predicted return probability
O05435,6005.68,53.57,0.5356670704098757,HIGH,257.36,P3,MONITOR,Elevated predicted return probability
O11245,28898.06,12.6,0.1260015927568122,LOW,291.3,P4,NORMAL_PROCESSING,Above-average order value
O05609,8414.81,33.47,0.3347035150575357,MEDIUM,225.32,P4,NORMAL_PROCESSING,No major risk signal detected
O04122,51125.89,10.88,0.1088268774095339,LOW,445.11,P4,NORMAL_PROCESSING,High-value order
O11329,1353.27,61.26,0.6125779214108009,VERY_HIGH,66.32,P2,REVIEW,High predicted return probability
O15624,729.56,66.0,0.660041910933387,VERY_HIGH,38.52,P2,REVIEW,High predicted return probability
O09347,5835.05,16.0,0.1599955542148393,LOW,74.69,P4,NORMAL_PROCESSING,No major risk signal detected
O03483,1684.74,47.91,0.4791473159663786,HIGH,64.58,P3,MONITOR,Elevated predicted return probability
O05892,1063.19,46.63,0.4663253033370726,HIGH,39.66,P3,MONITOR,Elevated predicted return probability
O18921,4040.13,33.02,0.3302236386450238,MEDIUM,106.73,P4,NORMAL_PROCESSING,No major risk signal detected
O06528,4171.43,53.26,0.5325960254824058,HIGH,177.73,P3,MONITOR,Elevated predicted return probability
O13096,13291.99,15.85,0.1584629959573739,LOW,168.5,P4,NORMAL_PROCESSING,No major risk signal detected
O12208,4919.09,10.59,0.1059244821135525,LOW,41.68,P4,NORMAL_PROCESSING,No major risk signal detected
O10459,20418.22,34.83,0.3483303182612948,MEDIUM,568.98,P4,NORMAL_PROCESSING,No major risk signal detected
O16181,73370.02,13.27,0.1327009919819494,LOW,778.9,P4,NORMAL_PROCESSING,High-value order
O10741,1616.95,8.78,0.0878412410183819,LOW,11.36,P4,NORMAL_PROCESSING,No major risk signal detected
O03818,8869.03,41.06,0.4106460210353915,HIGH,291.36,P3,MONITOR,Elevated predicted return probability
O04248,2229.9,14.44,0.1443541379734133,LOW,25.75,P4,NORMAL_PROCESSING,No major risk signal detected
O01846,4646.44,36.55,0.3654819347291928,MEDIUM,135.86,P4,NORMAL_PROCESSING,No major risk signal detected
O15505,22015.47,4.66,0.0466257266912164,LOW,82.12,P4,NORMAL_PROCESSING,No major risk signal detected
O03826,1770.7,26.93,0.2692526571874096,MEDIUM,38.14,P4,NORMAL_PROCESSING,No major risk signal detected
O15154,6253.74,30.52,0.3052098658291103,MEDIUM,152.7,P4,NORMAL_PROCESSING,No major risk signal detected
O08564,11511.68,23.32,0.2331600286420084,MEDIUM,214.73,P4,NORMAL_PROCESSING,No major risk signal detected
O06724,8908.06,37.82,0.37819269552136,MEDIUM,269.52,P4,NORMAL_PROCESSING,No major risk signal detected
O04327,1493.98,14.21,0.1421136397311527,LOW,16.99,P4,NORMAL_PROCESSING,No major risk signal detected
O04197,1621.89,63.03,0.6302676608225479,VERY_HIGH,81.78,P2,REVIEW,High predicted return probability
O17650,9309.79,44.0,0.4399587548487479,HIGH,327.67,P3,MONITOR,Elevated predicted return probability
O05896,1324.11,42.61,0.4261085968074956,HIGH,45.14,P3,MONITOR,Elevated predicted return probability
O14291,5502.8,9.14,0.0914444108500795,LOW,40.26,P4,NORMAL_PROCESSING,No major risk signal detected
O03528,7406.74,37.42,0.3742405972733389,MEDIUM,221.75,P4,NORMAL_PROCESSING,No major risk signal detected
O15545,12943.35,28.66,0.2866100588507989,MEDIUM,296.78,P4,NORMAL_PROCESSING,No major risk signal detected
O07287,1353.27,14.12,0.1411611860601142,LOW,15.28,P4,NORMAL_PROCESSING,No major risk signal detected
O00756,3624.8,32.23,0.3222769042629468,MEDIUM,93.46,P4,NORMAL_PROCESSING,No major risk signal detected
O05444,1675.74,14.58,0.1458339847618864,LOW,19.55,P4,NORMAL_PROCESSING,No major risk signal detected
O06128,11146.94,51.92,0.5191766759795986,HIGH,462.98,P3,MONITOR,Elevated predicted return probability
O03231,22707.7,25.06,0.2506165139183537,MEDIUM,455.27,P4,NORMAL_PROCESSING,No major risk signal detected
O12661,2028.51,25.19,0.2519261096131091,MEDIUM,40.88,P4,NORMAL_PROCESSING,No major risk signal detected
O07661,4239.31,61.1,0.6110451687508895,VERY_HIGH,207.23,P2,REVIEW,High predicted return probability
O04089,5240.93,26.9,0.2690217567279582,MEDIUM,112.79,P4,NORMAL_PROCESSING,No major risk signal detected
O12323,8694.88,35.77,0.3577152750553793,MEDIUM,248.82,P4,NORMAL_PROCESSING,No major risk signal detected
O17388,3380.1,31.96,0.3196444270838958,MEDIUM,86.43,P4,NORMAL_PROCESSING,No major risk signal detected
