order_id,order_value,return_probability,recommended_action,baseline_expected_loss,potential_loss_avoided,intervention_cost,net_benefit,intervention_roi,expected_loss_after_intervention
O13505,76660.91,0.1260413884791373,NORMAL_PROCESSING,772.9958030779345,0.0,0.0,0.0,0.0,772.9958030779345
O03243,28798.43,0.2230500598590981,NORMAL_PROCESSING,513.8793228278437,0.0,0.0,0.0,0.0,513.8793228278437
O02764,1466.28,0.129762301258546,NORMAL_PROCESSING,15.221429367150465,0.0,0.0,0.0,0.0,15.221429367150465
O00326,684.28,0.6175854413131081,REVIEW,33.808109262538686,8.452027315634671,75.0,-66.54797268436533,-0.8873063024582044,25.356081946904013
O18546,35225.17,0.100120206732762,NORMAL_PROCESSING,282.14010420773485,0.0,0.0,0.0,0.0,282.14010420773485
O07808,4472.63,0.2157491985349585,NORMAL_PROCESSING,77.19730702747292,0.0,0.0,0.0,0.0,77.19730702747292
O19327,5455.85,0.3848148266499686,NORMAL_PROCESSING,167.95935775825848,0.0,0.0,0.0,0.0,167.95935775825848
O15232,5831.74,0.1152616720347929,NORMAL_PROCESSING,53.77408826177465,0.0,0.0,0.0,0.0,53.77408826177465
O01527,2498.26,0.7363366016861891,REVIEW,147.16482228228313,36.79120557057078,75.0,-38.20879442942922,-0.5094505923923895,110.37361671171234
O00580,6823.68,0.5332653475714872,MONITOR,291.1065669533285,29.110656695332853,20.0,9.110656695332853,0.45553283476664264,261.99591025799566
O12849,3589.64,0.1791817202058822,NORMAL_PROCESSING,51.45582960958744,0.0,0.0,0.0,0.0,51.45582960958744
O17289,2166.09,0.1686526774246656,NORMAL_PROCESSING,29.22535024342352,0.0,0.0,0.0,0.0,29.22535024342352
O18107,58696.02,0.0282890931373613,NORMAL_PROCESSING,132.83657412579373,0.0,0.0,0.0,0.0,132.83657412579373
O02918,15672.76,0.5808487372344388,MONITOR,728.2802283982737,72.82802283982737,20.0,52.82802283982737,2.6414011419913686,655.4522055584464
O01687,8510.23,0.6217288567959048,REVIEW,423.2844455176171,105.82111137940427,75.0,30.82111137940427,0.4109481517253903,317.4633341382128
O02643,3427.7,0.1855350590122699,NORMAL_PROCESSING,50.8766817421086,0.0,0.0,0.0,0.0,50.8766817421086
O09124,44748.88,0.0605789124518295,NORMAL_PROCESSING,216.86707870699394,0.0,0.0,0.0,0.0,216.86707870699394
O06333,3499.0,0.1985061944235371,NORMAL_PROCESSING,55.5658539430365,0.0,0.0,0.0,0.0,55.5658539430365
O09144,1957.65,0.2344687128888432,NORMAL_PROCESSING,36.72061406294751,0.0,0.0,0.0,0.0,36.72061406294751
O12010,43022.84,0.0657261604298261,NORMAL_PROCESSING,226.21808671893913,0.0,0.0,0.0,0.0,226.21808671893913
O07998,3691.1,0.1494816467372972,NORMAL_PROCESSING,44.14013650176301,0.0,0.0,0.0,0.0,44.14013650176301
O03801,2366.16,0.3109936746557505,NORMAL_PROCESSING,58.86886345787605,0.0,0.0,0.0,0.0,58.86886345787605
O05939,10713.68,0.3020855782262898,NORMAL_PROCESSING,258.9158574185149,0.0,0.0,0.0,0.0,258.9158574185149
O17597,1167.72,0.1698911817880634,NORMAL_PROCESSING,15.870826463804592,0.0,0.0,0.0,0.0,15.870826463804592
O11098,2906.55,0.1187921100517468,NORMAL_PROCESSING,27.622016597672374,0.0,0.0,0.0,0.0,27.622016597672374
O06285,24682.89,0.0593454349822501,NORMAL_PROCESSING,117.1853474935225,0.0,0.0,0.0,0.0,117.1853474935225
O03684,50321.67,0.03060967159775,NORMAL_PROCESSING,123.22638343602786,0.0,0.0,0.0,0.0,123.22638343602786
O05397,8151.93,0.2256190817690718,NORMAL_PROCESSING,147.13847689965996,0.0,0.0,0.0,0.0,147.13847689965996
O05172,7736.06,0.1492274190059271,NORMAL_PROCESSING,92.35458136599938,0.0,0.0,0.0,0.0,92.35458136599938
O02992,5401.15,0.5093964477423332,MONITOR,220.1061298978802,22.010612989788022,20.0,2.0106129897880223,0.10053064948940112,198.09551690809218
O14237,2071.86,0.3004945858026539,NORMAL_PROCESSING,49.80661700328693,0.0,0.0,0.0,0.0,49.80661700328693
O09563,4650.06,0.2302480692995333,NORMAL_PROCESSING,85.65338697015903,0.0,0.0,0.0,0.0,85.65338697015903
O06561,2868.18,0.3152505067248276,NORMAL_PROCESSING,72.33561587024127,0.0,0.0,0.0,0.0,72.33561587024127
O03568,2393.6,0.5394992937910852,MONITOR,103.30764076946733,10.330764076946734,20.0,-9.669235923053266,-0.4834617961526633,92.97687669252059
O11591,4857.34,0.2119823740219139,NORMAL_PROCESSING,82.37363717052826,0.0,0.0,0.0,0.0,82.37363717052826
O17382,4734.2,0.570683165123539,MONITOR,216.13825922622866,21.613825922622866,20.0,1.6138259226228655,0.08069129613114327,194.5244333036058
O14263,7998.09,0.1883020631055637,NORMAL_PROCESSING,120.48454783231824,0.0,0.0,0.0,0.0,120.48454783231824
O08649,36242.23,0.0456988198813244,NORMAL_PROCESSING,132.49817126940255,0.0,0.0,0.0,0.0,132.49817126940255
O02719,44350.16,0.1611049015838219,NORMAL_PROCESSING,571.6022529621404,0.0,0.0,0.0,0.0,571.6022529621404
O09632,3094.7,0.3512228716084928,NORMAL_PROCESSING,86.95435366134421,0.0,0.0,0.0,0.0,86.95435366134421
O18785,48610.43,0.3073128845049348,NORMAL_PROCESSING,1195.0889168260176,0.0,0.0,0.0,0.0,1195.0889168260176
O10534,618.16,0.1113984140894345,NORMAL_PROCESSING,5.5089634922819855,0.0,0.0,0.0,0.0,5.5089634922819855
O18474,1917.13,0.4969646729733184,MONITOR,76.21967067978704,7.621967067978705,20.0,-12.378032932021295,-0.6189016466010647,68.59770361180834
O07494,426.57,0.1263609165093874,NORMAL_PROCESSING,4.312142092432751,0.0,0.0,0.0,0.0,4.312142092432751
O12242,2654.01,0.5269656345738771,MONITOR,111.88576510523326,11.188576510523326,20.0,-8.811423489476674,-0.4405711744738337,100.69718859470993
O16233,25268.03,0.2002232418890686,NORMAL_PROCESSING,404.7397506200193,0.0,0.0,0.0,0.0,404.7397506200193
O01799,7783.88,0.3464593019590192,NORMAL_PROCESSING,215.74381050662163,0.0,0.0,0.0,0.0,215.74381050662163
O01264,3049.06,0.5051800366516502,MONITOR,123.22593940424646,12.322593940424646,20.0,-7.677406059575354,-0.3838703029787677,110.90334546382181
O07163,14980.72,0.0802218867833,NORMAL_PROCESSING,96.14252990178544,0.0,0.0,0.0,0.0,96.14252990178544
O17413,41135.5,0.1520787379326546,NORMAL_PROCESSING,500.46679393829714,0.0,0.0,0.0,0.0,500.46679393829714
O02097,5158.4,0.5280230192310954,MONITOR,217.9003153921346,21.79003153921346,20.0,1.7900315392134587,0.08950157696067293,196.11028385292113
O08888,501.85,0.0552493467287475,NORMAL_PROCESSING,2.2181507724657545,0.0,0.0,0.0,0.0,2.2181507724657545
O01463,4833.07,0.1651936692243295,NORMAL_PROCESSING,63.871405353442405,0.0,0.0,0.0,0.0,63.871405353442405
O10208,306.91,0.1558318141476315,NORMAL_PROCESSING,3.826107366403967,0.0,0.0,0.0,0.0,3.826107366403967
O18566,4255.86,0.46414139182095,MONITOR,158.02566270360865,15.802566270360865,20.0,-4.197433729639135,-0.20987168648195675,142.22309643324778
O04075,61328.73,0.1263057482551039,NORMAL_PROCESSING,619.6936905748191,0.0,0.0,0.0,0.0,619.6936905748191
O17171,3862.97,0.1667089824753387,NORMAL_PROCESSING,51.51934384262073,0.0,0.0,0.0,0.0,51.51934384262073
O12164,51573.45,0.1542723935182703,NORMAL_PROCESSING,636.5087658795869,0.0,0.0,0.0,0.0,636.5087658795869
O05634,1267.8,0.1799992723715325,NORMAL_PROCESSING,18.25624620101031,0.0,0.0,0.0,0.0,18.25624620101031
O16636,82271.0,0.1626061029234057,NORMAL_PROCESSING,1070.2213354889207,0.0,0.0,0.0,0.0,1070.2213354889207
O08633,13659.4,0.2284762946418871,NORMAL_PROCESSING,249.6679279225114,0.0,0.0,0.0,0.0,249.6679279225114
O09761,4407.04,0.0638925922736164,NORMAL_PROCESSING,22.52617678828148,0.0,0.0,0.0,0.0,22.52617678828148
O07619,16873.15,0.2832456462906685,NORMAL_PROCESSING,382.3397021367515,0.0,0.0,0.0,0.0,382.3397021367515
O19612,4297.76,0.6107963506700892,REVIEW,210.00448992447062,52.501122481117655,75.0,-22.498877518882345,-0.2999850335850979,157.50336744335297
O15928,10041.56,0.4529834069403486,MONITOR,363.89280478367414,36.38928047836742,20.0,16.389280478367418,0.8194640239183709,327.5035243053067
O11547,5655.28,0.1018309922157622,NORMAL_PROCESSING,46.070621892636446,0.0,0.0,0.0,0.0,46.070621892636446
O00630,9155.62,0.5957659490806654,MONITOR,436.36853109775376,43.63685310977538,20.0,23.63685310977538,1.181842655488769,392.7316779879784
O16844,5588.77,0.6379008109301454,REVIEW,285.2064732081655,71.30161830204138,75.0,-3.6983816979586237,-0.04931175597278165,213.90485490612411
O16147,2142.68,0.4194871494696557,MONITOR,71.90613803405135,7.190613803405135,20.0,-12.809386196594865,-0.6404693098297433,64.71552423064622
O09334,30441.94,0.0826236814935415,NORMAL_PROCESSING,201.21801236844007,0.0,0.0,0.0,0.0,201.21801236844007
O15124,2334.96,0.1965811802473227,NORMAL_PROCESSING,36.72073541042309,0.0,0.0,0.0,0.0,36.72073541042309
O18308,8401.82,0.3056484625644828,NORMAL_PROCESSING,205.44026925948182,0.0,0.0,0.0,0.0,205.44026925948182
O03855,1839.16,0.0804780455755503,NORMAL_PROCESSING,11.840960184058329,0.0,0.0,0.0,0.0,11.840960184058329
O09616,53853.76,0.0697081826913113,NORMAL_PROCESSING,300.3238192555226,0.0,0.0,0.0,0.0,300.3238192555226
O14334,12763.91,0.3014184516527483,NORMAL_PROCESSING,307.7822391388024,0.0,0.0,0.0,0.0,307.7822391388024
O11369,67905.9,0.1156682747525379,NORMAL_PROCESSING,628.364663881469,0.0,0.0,0.0,0.0,628.364663881469
O01659,3924.69,0.340902271810763,NORMAL_PROCESSING,107.03485897223868,0.0,0.0,0.0,0.0,107.03485897223868
O10203,1763.21,0.3560748403380746,NORMAL_PROCESSING,50.22677753859973,0.0,0.0,0.0,0.0,50.22677753859973
O05274,2694.91,0.0987736043869675,NORMAL_PROCESSING,21.29487793587861,0.0,0.0,0.0,0.0,21.29487793587861
O03608,3610.22,0.5000719309061986,MONITOR,144.42957491169412,14.442957491169413,20.0,-5.5570425088305875,-0.2778521254415294,129.9866174205247
O02666,1385.02,0.1306444901706051,NORMAL_PROCESSING,14.475618542087316,0.0,0.0,0.0,0.0,14.475618542087316
O05425,8953.53,0.3453129780429408,NORMAL_PROCESSING,247.34160866374495,0.0,0.0,0.0,0.0,247.34160866374495
O18984,8694.88,0.4465815392085033,MONITOR,310.63783149065847,31.06378314906585,20.0,11.063783149065848,0.5531891574532924,279.57404834159263
O08755,16316.63,0.2560936708888302,NORMAL_PROCESSING,334.2868538587851,0.0,0.0,0.0,0.0,334.2868538587851
O06477,87376.42,0.0752106759762732,NORMAL_PROCESSING,525.7311690069406,0.0,0.0,0.0,0.0,525.7311690069406
O08996,38798.68,0.0287070992305393,NORMAL_PROCESSING,89.10380454191524,0.0,0.0,0.0,0.0,89.10380454191524
O13766,1483.56,0.3818347579728953,NORMAL_PROCESSING,45.317981883061485,0.0,0.0,0.0,0.0,45.317981883061485
O04609,4103.79,0.3007836871054715,NORMAL_PROCESSING,98.74824698452504,0.0,0.0,0.0,0.0,98.74824698452504
O05731,63484.32,0.0656453482777809,NORMAL_PROCESSING,333.3960237262473,0.0,0.0,0.0,0.0,333.3960237262473
O10806,7434.43,0.3869652638307888,NORMAL_PROCESSING,230.1492933105225,0.0,0.0,0.0,0.0,230.1492933105225
O16707,5432.05,0.6739472787533721,REVIEW,292.87322524418045,73.21830631104511,75.0,-1.7816936889548884,-0.023755915852731846,219.65491893313532
O12038,15466.77,0.3045946447740487,NORMAL_PROCESSING,376.88762511615306,0.0,0.0,0.0,0.0,376.88762511615306
O16759,1687.61,0.5229990042368231,MONITOR,70.6094679632084,7.060946796320841,20.0,-12.939053203679158,-0.6469526601839579,63.54852116688756
O02145,5642.71,0.6881879942208328,REVIEW,310.6596221495868,77.6649055373967,75.0,2.664905537396706,0.03553207383195608,232.99471661219013
O14373,1203.24,0.3251178674638144,NORMAL_PROCESSING,31.295585827772804,0.0,0.0,0.0,0.0,31.295585827772804
O06077,12260.7,0.3133237790516002,NORMAL_PROCESSING,307.3255086254364,0.0,0.0,0.0,0.0,307.3255086254364
O10276,3187.25,0.2659985314469335,NORMAL_PROCESSING,67.8243055483391,0.0,0.0,0.0,0.0,67.8243055483391
O02313,15431.72,0.1857864498026038,NORMAL_PROCESSING,229.36035785182696,0.0,0.0,0.0,0.0,229.36035785182696
O05704,4391.86,0.4541893299298433,MONITOR,159.5788760436545,15.957887604365451,20.0,-4.042112395634549,-0.20210561978172742,143.62098843928905
O08654,3679.07,0.4770119530707346,MONITOR,140.39682929471581,14.039682929471581,20.0,-5.9603170705284185,-0.2980158535264209,126.35714636524423
O06614,9539.41,0.3725647186910123,NORMAL_PROCESSING,284.32380825025837,0.0,0.0,0.0,0.0,284.32380825025837
O14694,10560.42,0.2715492321614935,NORMAL_PROCESSING,229.41391538423036,0.0,0.0,0.0,0.0,229.41391538423036
O18217,43037.65,0.0222635214597466,NORMAL_PROCESSING,76.65357154816506,0.0,0.0,0.0,0.0,76.65357154816506
O03252,10713.68,0.1221712552383785,NORMAL_PROCESSING,104.71229870578489,0.0,0.0,0.0,0.0,104.71229870578489
O01426,7843.82,0.2777353268708124,NORMAL_PROCESSING,174.28047292926527,0.0,0.0,0.0,0.0,174.28047292926527
O07073,4670.81,0.2151040627897458,NORMAL_PROCESSING,80.37681660151782,0.0,0.0,0.0,0.0,80.37681660151782
O05600,12801.2,0.3036371246652372,NORMAL_PROCESSING,310.9535648211708,0.0,0.0,0.0,0.0,310.9535648211708
O00629,5483.2,0.4701710030912079,MONITOR,206.24333153197688,20.62433315319769,20.0,0.6243331531976892,0.03121665765988446,185.6189983787792
O06474,21732.54,0.2650588891382076,NORMAL_PROCESSING,460.832232844133,0.0,0.0,0.0,0.0,460.832232844133
O06062,5094.41,0.6090007518863216,REVIEW,248.19996163337564,62.04999040834391,75.0,-12.950009591656091,-0.17266679455541453,186.14997122503172
O15006,44619.16,0.0905580332063503,NORMAL_PROCESSING,323.2498698335566,0.0,0.0,0.0,0.0,323.2498698335566
O00989,14574.41,0.3132872524696962,NORMAL_PROCESSING,365.27814922134917,0.0,0.0,0.0,0.0,365.27814922134917
O12435,2419.77,0.4650184993932274,MONITOR,90.01902514214,9.001902514214,20.0,-10.998097485786,-0.5499048742893,81.017122627926
O11276,3411.84,0.5735230216586499,MONITOR,156.54150289726786,15.654150289726786,20.0,-4.345849710273214,-0.2172924855136607,140.88735260754106
O00798,63357.37,0.0569732983554386,NORMAL_PROCESSING,288.7742675220732,0.0,0.0,0.0,0.0,288.7742675220732
O04649,687.83,0.2568183512083397,NORMAL_PROCESSING,14.131789320930585,0.0,0.0,0.0,0.0,14.131789320930585
O06973,491.31,0.4660275328725251,MONITOR,18.317118974048025,1.8317118974048026,20.0,-18.1682881025952,-0.9084144051297599,16.485407076643224
O03695,76660.91,0.1755437535468502,NORMAL_PROCESSING,1076.587511337381,0.0,0.0,0.0,0.0,1076.587511337381
O03853,42110.63,0.1710742103812818,NORMAL_PROCESSING,576.3234220726653,0.0,0.0,0.0,0.0,576.3234220726653
O19514,74778.91,0.0688407063241234,NORMAL_PROCESSING,411.82663860384434,0.0,0.0,0.0,0.0,411.82663860384434
O11450,9129.3,0.2741786651043985,NORMAL_PROCESSING,200.2447429870068,0.0,0.0,0.0,0.0,200.2447429870068
O19395,1728.49,0.0113961125557054,NORMAL_PROCESSING,1.575845327312898,0.0,0.0,0.0,0.0,1.575845327312898
O03383,3364.23,0.6127074703385448,REVIEW,164.9031082349634,41.22577705874085,75.0,-33.77422294125915,-0.45032297255012194,123.67733117622257
O10409,1692.82,0.0645284317532771,NORMAL_PROCESSING,8.738801587246604,0.0,0.0,0.0,0.0,8.738801587246604
O05525,24682.89,0.0348773990941437,NORMAL_PROCESSING,68.8700004261479,0.0,0.0,0.0,0.0,68.8700004261479
O10472,6839.65,0.3769177778414849,NORMAL_PROCESSING,206.23885433708097,0.0,0.0,0.0,0.0,206.23885433708097
O11015,2286.63,0.3175717399688968,NORMAL_PROCESSING,58.09352542120629,0.0,0.0,0.0,0.0,58.09352542120629
O15561,4458.81,0.5147872438428157,MONITOR,183.62708085750285,18.362708085750285,20.0,-1.6372919142497153,-0.08186459571248576,165.26437277175256
O00603,5879.92,0.2349285872053534,NORMAL_PROCESSING,110.50890387844012,0.0,0.0,0.0,0.0,110.50890387844012
O18444,10731.26,0.2826228356575829,NORMAL_PROCESSING,242.63193051030342,0.0,0.0,0.0,0.0,242.63193051030342
O05346,3781.21,0.2063071188804297,NORMAL_PROCESSING,62.40724327854957,0.0,0.0,0.0,0.0,62.40724327854957
O07569,17649.32,0.1604828338192616,NORMAL_PROCESSING,226.5930310866376,0.0,0.0,0.0,0.0,226.5930310866376
O19065,7994.6,0.2492692792198206,NORMAL_PROCESSING,159.4246543720622,0.0,0.0,0.0,0.0,159.4246543720622
O08125,5570.45,0.6605444429506043,REVIEW,294.3623833787355,73.59059584468388,75.0,-1.4094041553161247,-0.018792055404214997,220.7717875340516
O18239,2682.65,0.2038787820234679,NORMAL_PROCESSING,43.75483316762049,0.0,0.0,0.0,0.0,43.75483316762049
O03779,5169.76,0.3396287757762157,NORMAL_PROCESSING,140.46394078854792,0.0,0.0,0.0,0.0,140.46394078854792
O04571,3496.23,0.1168582591590836,NORMAL_PROCESSING,32.68506811358103,0.0,0.0,0.0,0.0,32.68506811358103
O11848,16974.08,0.1250936127735465,NORMAL_PROCESSING,169.86791925657602,0.0,0.0,0.0,0.0,169.86791925657602
O07675,2177.79,0.2986398028391624,NORMAL_PROCESSING,52.02998209800796,0.0,0.0,0.0,0.0,52.02998209800796
O06798,35527.01,0.04331751627508,NORMAL_PROCESSING,123.1153467103944,0.0,0.0,0.0,0.0,123.1153467103944
O02741,1428.62,0.6377295973971608,REVIEW,72.88586059468254,18.221465148670635,75.0,-56.77853485132937,-0.7570471313510583,54.66439544601191
O19544,2956.18,0.4895337056955762,MONITOR,115.77198000825187,11.577198000825188,20.0,-8.422801999174812,-0.4211400999587406,104.19478200742668
O12664,1621.89,0.4010806656929529,MONITOR,52.04069767045948,5.204069767045948,20.0,-14.795930232954053,-0.7397965116477027,46.83662790341353
O15712,2124.83,0.1189789291506028,NORMAL_PROCESSING,20.22479984216603,0.0,0.0,0.0,0.0,20.22479984216603
O08272,6840.85,0.2357560794959199,NORMAL_PROCESSING,129.0217581135731,0.0,0.0,0.0,0.0,129.0217581135731
O13044,44619.16,0.1392689632504249,NORMAL_PROCESSING,497.1251323443863,0.0,0.0,0.0,0.0,497.1251323443863
O02945,51359.01,0.3995922261769061,NORMAL_PROCESSING,1641.8128912113586,0.0,0.0,0.0,0.0,1641.8128912113586
O11678,15463.35,0.3928930547949327,NORMAL_PROCESSING,486.03542550905786,0.0,0.0,0.0,0.0,486.03542550905786
O18375,4164.49,0.480975742543501,MONITOR,160.24149360519877,16.02414936051988,20.0,-3.9758506394801216,-0.1987925319740061,144.21734424467888
O12202,301.11,0.2747973802884177,NORMAL_PROCESSING,6.619539134291637,0.0,0.0,0.0,0.0,6.619539134291637
O15682,3613.12,0.0942230304547758,NORMAL_PROCESSING,27.235129263740763,0.0,0.0,0.0,0.0,27.235129263740763
O06558,47176.46,0.1551425221611887,NORMAL_PROCESSING,585.5259992829145,0.0,0.0,0.0,0.0,585.5259992829145
O06739,9254.92,0.4674830734072697,MONITOR,346.1214756590727,34.61214756590727,20.0,14.612147565907271,0.7306073782953636,311.50932809316544
O00999,1050.56,0.4007976383886644,MONITOR,33.68495735884762,3.3684957358847623,20.0,-16.631504264115236,-0.8315752132057618,30.316461622962855
O17160,3800.8,0.5368019528004628,MONITOR,163.22214897631994,16.322214897631994,20.0,-3.6777851023680057,-0.1838892551184003,146.89993407868795
O05715,38507.37,0.1731014558688759,NORMAL_PROCESSING,533.2545446945181,0.0,0.0,0.0,0.0,533.2545446945181
O06141,2609.06,0.3408627934338916,NORMAL_PROCESSING,71.14651838693032,0.0,0.0,0.0,0.0,71.14651838693032
O06606,1522.2,0.2039695727371392,NORMAL_PROCESSING,24.838598689637866,0.0,0.0,0.0,0.0,24.838598689637866
O03123,16150.39,0.4876371688853328,MONITOR,630.0424364795192,63.004243647951924,20.0,43.004243647951924,2.1502121823975964,567.0381928315672
O03029,1655.24,0.1678914833225367,NORMAL_PROCESSING,22.23205590838365,0.0,0.0,0.0,0.0,22.23205590838365
O06236,10560.42,0.7541469282795805,REVIEW,637.1286643473799,159.28216608684497,75.0,84.28216608684497,1.1237622144912662,477.8464982605349
O03899,5646.4,0.4318523678396266,MONITOR,195.0728967815734,19.507289678157342,20.0,-0.49271032184265806,-0.0246355160921329,175.56560710341606
O07038,2121.78,0.3388916223447754,NORMAL_PROCESSING,57.52427731669581,0.0,0.0,0.0,0.0,57.52427731669581
O03370,7178.23,0.3319251834554649,NORMAL_PROCESSING,190.61082477084173,0.0,0.0,0.0,0.0,190.61082477084173
O04986,59224.48,0.0580656836932253,NORMAL_PROCESSING,275.11279380605987,0.0,0.0,0.0,0.0,275.11279380605987
O00192,10180.64,0.2684058728969535,NORMAL_PROCESSING,218.60348526797122,0.0,0.0,0.0,0.0,218.60348526797122
O10832,7799.73,0.1698911939107169,NORMAL_PROCESSING,106.00843535049886,0.0,0.0,0.0,0.0,106.00843535049886
O07283,986.38,0.1579505458883709,NORMAL_PROCESSING,12.463940756269704,0.0,0.0,0.0,0.0,12.463940756269704
O11055,5301.48,0.1596394529051132,NORMAL_PROCESSING,67.70602934299195,0.0,0.0,0.0,0.0,67.70602934299195
O10693,5158.4,0.4857674677082194,MONITOR,200.46263243408632,20.04626324340863,20.0,0.04626324340863164,0.0023131621704315817,180.4163691906777
O07639,741.78,0.1587355388128082,NORMAL_PROCESSING,9.419747838445188,0.0,0.0,0.0,0.0,9.419747838445188
O06519,907.83,0.0336061424316409,NORMAL_PROCESSING,2.440693142697325,0.0,0.0,0.0,0.0,2.440693142697325
O04654,531.39,0.3557332903990941,NORMAL_PROCESSING,15.12264905481397,0.0,0.0,0.0,0.0,15.12264905481397
O01009,4993.95,0.1668839430631141,NORMAL_PROCESSING,66.6728053968031,0.0,0.0,0.0,0.0,66.6728053968031
O12873,1446.3,0.1136499614932787,NORMAL_PROCESSING,13.149755144618318,0.0,0.0,0.0,0.0,13.149755144618318
O14446,4085.13,0.5355266312729304,MONITOR,175.0156725769589,17.501567257695893,20.0,-2.4984327423041073,-0.12492163711520536,157.51410531926302
O14252,4373.07,0.5354709300382445,MONITOR,187.33214880178767,18.733214880178767,20.0,-1.2667851198212325,-0.06333925599106163,168.5989339216089
O10844,63911.44,0.1643907513362399,NORMAL_PROCESSING,840.5159712464814,0.0,0.0,0.0,0.0,840.5159712464814
O11435,9403.82,0.5074919764516623,MONITOR,381.78905583965366,38.17890558396537,20.0,18.178905583965367,0.9089452791982684,343.61015025568827
O09828,74545.42,0.2238939715351871,NORMAL_PROCESSING,1335.2216114846854,0.0,0.0,0.0,0.0,1335.2216114846854
O09883,6307.01,0.6564506252186684,REVIEW,331.21925262083147,82.80481315520787,75.0,7.804813155207867,0.10406417540277156,248.41443946562362
O14591,15397.11,0.1388054816306153,NORMAL_PROCESSING,170.97626154156504,0.0,0.0,0.0,0.0,170.97626154156504
O04545,6307.01,0.4632887062904255,MONITOR,233.75732027686212,23.37573202768621,20.0,3.3757320276862117,0.1687866013843106,210.3815882491759
O18540,7043.22,0.2726549118236175,NORMAL_PROCESSING,153.62948224434714,0.0,0.0,0.0,0.0,153.62948224434714
O08400,1112.76,0.3172312417189478,NORMAL_PROCESSING,28.240178922814106,0.0,0.0,0.0,0.0,28.240178922814106
O04781,9202.47,0.1727350669528577,NORMAL_PROCESSING,127.16714172653315,0.0,0.0,0.0,0.0,127.16714172653315
O14573,2809.18,0.1085330619945972,NORMAL_PROCESSING,24.391112567518604,0.0,0.0,0.0,0.0,24.391112567518604
O02583,1287.41,0.0420254553658604,NORMAL_PROCESSING,4.328319319404987,0.0,0.0,0.0,0.0,4.328319319404987
O09738,5323.65,0.3190427824458797,NORMAL_PROCESSING,135.87776870144057,0.0,0.0,0.0,0.0,135.87776870144057
O14990,3494.92,0.0595994515144077,NORMAL_PROCESSING,16.663625206938704,0.0,0.0,0.0,0.0,16.663625206938704
O19445,3068.02,0.1946406117457317,NORMAL_PROCESSING,47.772903171851176,0.0,0.0,0.0,0.0,47.772903171851176
O09294,4767.34,0.3963665611589327,NORMAL_PROCESSING,151.1691329340341,0.0,0.0,0.0,0.0,151.1691329340341
O00706,7759.9,0.5110857142022771,MONITOR,317.27792269106004,31.727792269106004,20.0,11.727792269106004,0.5863896134553002,285.550130421954
O01914,27632.12,0.0596682075195611,NORMAL_PROCESSING,131.9007256292332,0.0,0.0,0.0,0.0,131.9007256292332
O14122,3658.6,0.0793966128997228,NORMAL_PROCESSING,23.238435836394064,0.0,0.0,0.0,0.0,23.238435836394064
O08519,6732.56,0.415066847589673,MONITOR,223.55699643266632,22.355699643266632,20.0,2.3556996432666324,0.11778498216333162,201.2012967893997
O08922,70120.35,0.0881210944466478,NORMAL_PROCESSING,494.3265587985601,0.0,0.0,0.0,0.0,494.3265587985601
O06796,18335.57,0.1596729097022924,NORMAL_PROCESSING,234.2155050360049,0.0,0.0,0.0,0.0,234.2155050360049
O04142,1616.95,0.2542690457392271,NORMAL_PROCESSING,32.89122668064346,0.0,0.0,0.0,0.0,32.89122668064346
O04388,5444.98,0.444849475399556,MONITOR,193.77571972488593,19.377571972488596,20.0,-0.622428027511404,-0.0311214013755702,174.39814775239734
O16197,3872.04,0.6068880592838077,REVIEW,187.99158728554198,46.997896821385496,75.0,-28.002103178614504,-0.37336137571486006,140.9936904641565
O03664,3559.58,0.5707912044840112,MONITOR,162.54215645257574,16.254215645257574,20.0,-3.745784354742426,-0.18728921773712132,146.28794080731817
O14489,6170.37,0.6885425458928768,REVIEW,339.8849815120824,84.9712453780206,75.0,9.971245378020598,0.13294993837360797,254.9137361340618
O04114,2728.7,0.255451024053813,NORMAL_PROCESSING,55.76393674685116,0.0,0.0,0.0,0.0,55.76393674685116
O11160,7698.39,0.3219561087986572,NORMAL_PROCESSING,198.28349507315957,0.0,0.0,0.0,0.0,198.28349507315957
O03403,12763.91,0.0985457177588685,NORMAL_PROCESSING,100.62629378876795,0.0,0.0,0.0,0.0,100.62629378876795
O17371,56956.99,0.0196650438796174,NORMAL_PROCESSING,89.60493660807435,0.0,0.0,0.0,0.0,89.60493660807435
O03165,22015.47,0.047558917543418,NORMAL_PROCESSING,83.76255379276742,0.0,0.0,0.0,0.0,83.76255379276742
O09962,1505.51,0.3060521856127511,NORMAL_PROCESSING,36.861170076948234,0.0,0.0,0.0,0.0,36.861170076948234
O01497,4731.47,0.2627171257519352,NORMAL_PROCESSING,99.4430559185207,0.0,0.0,0.0,0.0,99.4430559185207
O06925,14963.62,0.081968493683685,NORMAL_PROCESSING,98.12363131640501,0.0,0.0,0.0,0.0,98.12363131640501
O06498,13404.7,0.1497370408346981,NORMAL_PROCESSING,160.57440890215022,0.0,0.0,0.0,0.0,160.57440890215022
O06845,1167.72,0.4213186510036899,MONITOR,39.35857721200231,3.935857721200231,20.0,-16.064142278799768,-0.8032071139399883,35.42271949080208
O06253,992.56,0.7174741859305086,REVIEW,56.97089423897484,14.24272355974371,75.0,-60.75727644025629,-0.8100970192034173,42.728170679231134
