order_id,order_value,return_probability,risk_score,risk_tier,expected_return_exposure,priority,recommended_action,risk_reasons,top_risk_drivers,risk_reducing_factors
O08020,5828.99,0.1365068577816377,13.65,LOW,63.66,P4,NORMAL_PROCESSING,No major risk signal detected,5-order return-rate change increased predicted risk | Recent average order value increased predicted risk | Historical average order value increased predicted risk | Days since previous order increased predicted risk | Order value vs customer average increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk | Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk
O00429,47112.69,0.0223023771667191,2.23,LOW,84.06,P4,NORMAL_PROCESSING,Above-average order value,Days since previous order increased predicted risk | Recent order-value change increased predicted risk | Previous average order value increased predicted risk | Returns Last 10 increased predicted risk | Orders Last 30 Days increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | 5-order return-rate change reduced predicted risk | Account age reduced predicted risk
O00555,211.85,0.0076795626291756,0.77,LOW,0.13,P4,NORMAL_PROCESSING,No major risk signal detected,5-order return-rate change increased predicted risk | Order value increased predicted risk | Historical average order value increased predicted risk | Order value vs customer average increased predicted risk | Orders Last 90 Days increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk | Product price reduced predicted risk | Recent order-value change reduced predicted risk
O14958,41457.14,0.3448883614772775,34.49,MEDIUM,1143.85,P4,NORMAL_PROCESSING,High estimated financial exposure | Above-average order value,Discount percentage increased predicted risk | Days since previous order increased predicted risk | Account age increased predicted risk | Discount behaviour change increased predicted risk | Recent average order value increased predicted risk,Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Historical product return rate reduced predicted risk | Previous order count reduced predicted risk | Orders Last 90 Days reduced predicted risk
O09356,4235.86,0.4862802290400328,48.63,HIGH,164.79,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Account age increased predicted risk | City tier increased predicted risk | Days since previous order increased predicted risk,Recent average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | Order value vs customer average reduced predicted risk | Returns Last 5 reduced predicted risk | Recent return rate reduced predicted risk
O00654,766.32,0.1246786789639172,12.47,LOW,7.64,P4,NORMAL_PROCESSING,No major risk signal detected,5-order value change increased predicted risk | Historical average order value increased predicted risk | Order value increased predicted risk | Recent average order value increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Discount behaviour change reduced predicted risk | Recent 5-order return rate reduced predicted risk
O00255,1709.18,0.3080807346910506,30.81,MEDIUM,42.13,P4,NORMAL_PROCESSING,No major risk signal detected,Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk | Recent purchase frequency increased predicted risk | Historical average order value increased predicted risk,Product price reduced predicted risk | Recent average order value reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Returns Last 5 reduced predicted risk
O06792,4660.04,0.4217846145535761,42.18,HIGH,157.24,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Discount behaviour change increased predicted risk | Recent average order value increased predicted risk,Recent 5-order return rate reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Recent order-value change reduced predicted risk | City tier reduced predicted risk | Previous average order value reduced predicted risk
O07659,4479.8,0.5468982061608445,54.69,HIGH,196.0,P3,MONITOR,Elevated predicted return probability,Recent order-value change increased predicted risk | Historical product return rate increased predicted risk | 5-order return-rate change increased predicted risk | Recent average order value increased predicted risk | 5-order value change increased predicted risk,Previous average order value reduced predicted risk | Order value reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Discount behaviour change reduced predicted risk
O08314,4458.81,0.2909908240370067,29.1,MEDIUM,103.8,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Category switching behaviour increased predicted risk | Recent vs previous return behaviour increased predicted risk,5-order value change reduced predicted risk | Recent order-value change reduced predicted risk | 5-order return-rate change reduced predicted risk | City tier reduced predicted risk | Account age reduced predicted risk
O09546,2778.77,0.167929457516665,16.79,LOW,37.33,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Days since previous order increased predicted risk | Account age increased predicted risk | 5-order return-rate ratio increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Customer historical return rate reduced predicted risk
O01580,1231.7,0.2483002537664553,24.83,MEDIUM,24.47,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk,Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Product price reduced predicted risk | Days since previous order reduced predicted risk | Recent purchase frequency reduced predicted risk
O16307,3287.81,0.1258677607768283,12.59,LOW,33.11,P4,NORMAL_PROCESSING,No major risk signal detected,Discount percentage increased predicted risk | Product price increased predicted risk | Previous Avg Discount increased predicted risk | Recent order-value change increased predicted risk | City tier increased predicted risk,Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Order value vs customer average reduced predicted risk | Discount behaviour change reduced predicted risk | Historical average order value reduced predicted risk
O15652,43850.24,0.2922444550163767,29.22,MEDIUM,1025.2,P4,NORMAL_PROCESSING,High estimated financial exposure | Above-average order value,Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Recent average order value increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk,Recent average order value reduced predicted risk | Order value vs customer average reduced predicted risk | Historical product return rate reduced predicted risk | Order value reduced predicted risk | Account age reduced predicted risk
O12826,1153.73,0.4694411697171012,46.94,HIGH,43.33,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk,Product price reduced predicted risk | Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Returns Last 5 reduced predicted risk | Recent return rate reduced predicted risk
O01220,17423.21,0.281948788374646,28.19,MEDIUM,393.0,P4,NORMAL_PROCESSING,No major risk signal detected,Account age increased predicted risk | Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Product price reduced predicted risk
O18066,1517.2,0.0505478623926798,5.05,LOW,6.14,P4,NORMAL_PROCESSING,No major risk signal detected,Order value increased predicted risk | Discount percentage increased predicted risk | Account age increased predicted risk | Discount behaviour change increased predicted risk | Previous Avg Discount increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Product price reduced predicted risk
O12801,3137.44,0.2732304757088248,27.32,MEDIUM,68.58,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Account age increased predicted risk | Order value increased predicted risk | Recent order-value change increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Product price reduced predicted risk | Historical average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | 5-order value change reduced predicted risk
O00063,20914.7,0.2892785406919065,28.93,MEDIUM,484.01,P4,NORMAL_PROCESSING,No major risk signal detected,Days since previous order increased predicted risk | Account age increased predicted risk | Historical average order value increased predicted risk | Recent order-value change increased predicted risk | Previous average order value increased predicted risk,Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Order value reduced predicted risk | Order value vs customer average reduced predicted risk | Product price reduced predicted risk
O18194,3548.43,0.0974437798675891,9.74,LOW,27.66,P4,NORMAL_PROCESSING,No major risk signal detected,Recent average order value increased predicted risk | Previous average order value increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk | Discount percentage increased predicted risk,Recent order-value change reduced predicted risk | 5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Historical product return rate reduced predicted risk | Order value reduced predicted risk
O14708,6139.11,0.2518160892224616,25.18,MEDIUM,123.67,P4,NORMAL_PROCESSING,No major risk signal detected,Account age increased predicted risk | 5-order value change increased predicted risk | Product price increased predicted risk | Order value vs customer average increased predicted risk | Category switching behaviour increased predicted risk,Recent order-value change reduced predicted risk | Historical product return rate reduced predicted risk | Previous order count reduced predicted risk | Previous average order value reduced predicted risk | Orders Considered Last 10 reduced predicted risk
O14790,3895.49,0.3043134146035355,30.43,MEDIUM,94.84,P4,NORMAL_PROCESSING,No major risk signal detected,Product price increased predicted risk | Historical average order value increased predicted risk | Customer historical return rate increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk,Recent vs previous return behaviour reduced predicted risk | Account age reduced predicted risk | Recent 5-order return rate reduced predicted risk | Discount percentage reduced predicted risk | Orders Last 90 Days reduced predicted risk
O13783,2583.6,0.1897129218517459,18.97,LOW,39.21,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Previous average order value increased predicted risk | Account age increased predicted risk | Order value increased predicted risk | Days since previous order increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | 5-order value change reduced predicted risk | Historical average order value reduced predicted risk
O11386,7075.04,0.1054060105214372,10.54,LOW,59.66,P4,NORMAL_PROCESSING,No major risk signal detected,5-order value change increased predicted risk | Order value vs customer average increased predicted risk | Previous Avg Discount increased predicted risk | Previous average order value increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Historical average order value reduced predicted risk | Discount percentage reduced predicted risk | Size Variant reduced predicted risk
O04196,10232.61,0.1397810082150536,13.98,LOW,114.43,P4,NORMAL_PROCESSING,No major risk signal detected,Product price increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk | Discount behaviour change increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Previous order count reduced predicted risk | Historical average order value reduced predicted risk
O04841,27165.68,0.0333832190128067,3.34,LOW,72.55,P4,NORMAL_PROCESSING,Above-average order value,Account age increased predicted risk | Recent average order value increased predicted risk | Recent purchase frequency increased predicted risk | 5-order return-rate ratio increased predicted risk | Category switching behaviour increased predicted risk,Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Recent order-value change reduced predicted risk | Order value reduced predicted risk | Order value vs customer average reduced predicted risk
O19029,1291.01,0.5410889060788863,54.11,HIGH,55.88,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value increased predicted risk | Previous average order value increased predicted risk | Order value vs customer average increased predicted risk | Recent order-value change increased predicted risk,Product price reduced predicted risk | Recent average order value reduced predicted risk | 5-order value change reduced predicted risk | Historical average order value reduced predicted risk | City tier reduced predicted risk
O12751,1835.3,0.7621228738072161,76.21,VERY_HIGH,111.9,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Size Variant increased predicted risk | Account age increased predicted risk | Order value increased predicted risk | Previous order count increased predicted risk,Previous average order value reduced predicted risk | Product price reduced predicted risk | 5-order return-rate change reduced predicted risk | 5-order value change reduced predicted risk | Customer historical return rate reduced predicted risk
O08222,2564.16,0.6450105342542649,64.5,VERY_HIGH,132.31,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Order value increased predicted risk | Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Order value vs customer average increased predicted risk,Recent average order value reduced predicted risk | Days since previous order reduced predicted risk | Account age reduced predicted risk | Product price reduced predicted risk | Size Variant reduced predicted risk
O06987,8802.13,0.3770467664871375,37.7,MEDIUM,265.51,P4,NORMAL_PROCESSING,No major risk signal detected,Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | City tier increased predicted risk,Recent average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Size Variant reduced predicted risk | Orders Considered Last 5 reduced predicted risk | Days since previous order reduced predicted risk
O19724,929.67,0.2889394768857227,28.89,MEDIUM,21.49,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous Avg Discount increased predicted risk | Recent average order value increased predicted risk | Order value increased predicted risk | Size Variant increased predicted risk,Recent order-value change reduced predicted risk | Account age reduced predicted risk | Product price reduced predicted risk | Discount percentage reduced predicted risk | Order value vs customer average reduced predicted risk
O00738,4404.43,0.4330770806968085,43.31,HIGH,152.6,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Product price increased predicted risk | Discount percentage increased predicted risk | Account age increased predicted risk | Discount behaviour change increased predicted risk,Previous average order value reduced predicted risk | 5-order value change reduced predicted risk | Recent average order value reduced predicted risk | Days since previous order reduced predicted risk | Size Variant reduced predicted risk
O06280,6480.8,0.417699616753851,41.77,HIGH,216.56,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Previous order count increased predicted risk | Previous average order value increased predicted risk | Product price increased predicted risk | Recent order-value change increased predicted risk,5-order return-rate change reduced predicted risk | Recent average order value reduced predicted risk | 5-order value change reduced predicted risk | Account age reduced predicted risk | Orders Last 90 Days reduced predicted risk
O19447,15576.75,0.3053757342977181,30.54,MEDIUM,380.54,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk | Recent order-value change increased predicted risk,Order value reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk | Recent average order value reduced predicted risk | Returns Last 5 reduced predicted risk
O09775,12869.44,0.2679078848367092,26.79,MEDIUM,275.83,P4,NORMAL_PROCESSING,No major risk signal detected,Order value vs customer average increased predicted risk | Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk | Historical average order value increased predicted risk,Historical product return rate reduced predicted risk | Days since previous order reduced predicted risk | Account age reduced predicted risk | Previous order count reduced predicted risk | Previous Avg Discount reduced predicted risk
O17143,45996.55,0.2537948446830551,25.38,MEDIUM,933.89,P4,NORMAL_PROCESSING,Above-average order value,Product price increased predicted risk | Discount percentage increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk | Discount behaviour change increased predicted risk,Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk | Historical product return rate reduced predicted risk | Historical average order value reduced predicted risk | Order value reduced predicted risk
O00182,7154.52,0.2601182580516977,26.01,MEDIUM,148.88,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Product price increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk | Historical average order value increased predicted risk,5-order return-rate change reduced predicted risk | Recent order-value change reduced predicted risk | Account age reduced predicted risk | Previous average order value reduced predicted risk | Days since previous order reduced predicted risk
O19688,7561.24,0.3833085234865315,38.33,MEDIUM,231.86,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Previous order count increased predicted risk | Historical average order value increased predicted risk | Product price increased predicted risk,Account age reduced predicted risk | 5-order value change reduced predicted risk | City tier reduced predicted risk | Returns Last 5 reduced predicted risk | Size Variant reduced predicted risk
O18283,3924.69,0.0614326573186226,6.14,LOW,19.29,P4,NORMAL_PROCESSING,No major risk signal detected,Days since previous order increased predicted risk | Account age increased predicted risk | Order value vs customer average increased predicted risk | Previous average order value increased predicted risk | Discount percentage increased predicted risk,Recent order-value change reduced predicted risk | Recent average order value reduced predicted risk | Historical product return rate reduced predicted risk | 5-order value change reduced predicted risk | Historical average order value reduced predicted risk
O06273,3163.87,0.2340623964276624,23.41,MEDIUM,59.24,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Order value increased predicted risk | Days since previous order increased predicted risk | Previous average order value increased predicted risk | Recent purchase frequency increased predicted risk,5-order return-rate change reduced predicted risk | Historical product return rate reduced predicted risk | Recent average order value reduced predicted risk | Orders Last 90 Days reduced predicted risk | Product price reduced predicted risk
O09854,6198.22,0.3621256344022148,36.21,MEDIUM,179.56,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Recent average order value increased predicted risk | Previous order count increased predicted risk | Size Variant increased predicted risk,Previous average order value reduced predicted risk | Recent order-value change reduced predicted risk | City tier reduced predicted risk | Product price reduced predicted risk | Returns Last 5 reduced predicted risk
O19246,3113.63,0.3871598122388114,38.72,MEDIUM,96.44,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Previous Avg Discount increased predicted risk,Recent 5-order return rate reduced predicted risk | Recent vs previous return behaviour reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Days since previous order reduced predicted risk
O03901,31711.95,0.0802335700804416,8.02,LOW,203.55,P4,NORMAL_PROCESSING,Above-average order value,Discount behaviour change increased predicted risk | Recent average order value increased predicted risk | Discount percentage increased predicted risk | Orders Last 90 Days increased predicted risk | Order value increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Order value vs customer average reduced predicted risk | 5-order value change reduced predicted risk
O12100,2757.04,0.509443188712668,50.94,HIGH,112.36,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value increased predicted risk | Previous average order value increased predicted risk | Size Variant increased predicted risk | Discount percentage increased predicted risk,Account age reduced predicted risk | Recent average order value reduced predicted risk | City tier reduced predicted risk | Order value vs customer average reduced predicted risk | Recent order-value change reduced predicted risk
O13505,76660.91,0.1260413884791373,12.6,LOW,773.0,P4,NORMAL_PROCESSING,High-value order,Recent purchase frequency increased predicted risk | Product price increased predicted risk | Account age increased predicted risk | Customer historical return rate increased predicted risk | Previous Avg Discount increased predicted risk,Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk
O03243,28798.43,0.2230500598590981,22.31,MEDIUM,513.88,P4,NORMAL_PROCESSING,Above-average order value,5-order value change increased predicted risk | Recent purchase frequency increased predicted risk | Recent average order value increased predicted risk | Previous Avg Discount increased predicted risk | Discount percentage increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Account age reduced predicted risk
O02764,1466.28,0.129762301258546,12.98,LOW,15.22,P4,NORMAL_PROCESSING,No major risk signal detected,Days since previous order increased predicted risk | Discount behaviour change increased predicted risk | Order value increased predicted risk | Previous Avg Discount increased predicted risk | Discount percentage increased predicted risk,5-order return-rate change reduced predicted risk | Historical product return rate reduced predicted risk | Product price reduced predicted risk | Previous average order value reduced predicted risk | 5-order value change reduced predicted risk
O00326,684.28,0.6175854413131081,61.76,VERY_HIGH,33.81,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Discount behaviour change increased predicted risk | Discount percentage increased predicted risk | Order value increased predicted risk | Account age increased predicted risk,Product price reduced predicted risk | Previous order count reduced predicted risk | Order value vs customer average reduced predicted risk | Orders Last 90 Days reduced predicted risk | Previous Avg Discount reduced predicted risk
O18546,35225.17,0.100120206732762,10.01,LOW,282.14,P4,NORMAL_PROCESSING,Above-average order value,Discount percentage increased predicted risk | Discount behaviour change increased predicted risk | Recent purchase frequency increased predicted risk | Previous Avg Discount increased predicted risk | Account age increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Order value reduced predicted risk | Days since previous order reduced predicted risk | Recent average order value reduced predicted risk
O07808,4472.63,0.2157491985349585,21.57,MEDIUM,77.2,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Product price increased predicted risk | Account age increased predicted risk | Order value vs customer average increased predicted risk | City tier increased predicted risk,Recent order-value change reduced predicted risk | 5-order return-rate change reduced predicted risk | Recent average order value reduced predicted risk | Historical average order value reduced predicted risk | Previous order count reduced predicted risk
O19327,5455.85,0.3848148266499686,38.48,MEDIUM,167.96,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Days since previous order increased predicted risk | Order value vs customer average increased predicted risk,Recent order-value change reduced predicted risk | Previous order count reduced predicted risk | Recent average order value reduced predicted risk | 5-order value change reduced predicted risk | Orders Last 90 Days reduced predicted risk
O15232,5831.74,0.1152616720347929,11.53,LOW,53.77,P4,NORMAL_PROCESSING,No major risk signal detected,Previous average order value increased predicted risk | Product price increased predicted risk | Order value increased predicted risk | Order value vs customer average increased predicted risk | Recent average order value increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Recent order-value change reduced predicted risk | 5-order value change reduced predicted risk | Days since previous order reduced predicted risk
O01527,2498.26,0.7363366016861891,73.63,VERY_HIGH,147.16,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | 5-order value change increased predicted risk | Order value increased predicted risk | Days since previous order increased predicted risk | Previous Avg Discount increased predicted risk,Previous average order value reduced predicted risk | Product price reduced predicted risk | Order value vs customer average reduced predicted risk | Orders Considered Last 10 reduced predicted risk | Returns Last 5 reduced predicted risk
O00580,6823.68,0.5332653475714872,53.33,HIGH,291.11,P3,MONITOR,Elevated predicted return probability,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Account age increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk,Discount percentage reduced predicted risk | City tier reduced predicted risk | Previous Avg Discount reduced predicted risk | Historical average order value reduced predicted risk | Discount behaviour change reduced predicted risk
O12849,3589.64,0.1791817202058822,17.92,LOW,51.46,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Product price increased predicted risk | Size Variant increased predicted risk | Order value vs customer average increased predicted risk | Returns Last 5 increased predicted risk,Days since previous order reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Previous Avg Discount reduced predicted risk | 5-order value change reduced predicted risk
O17289,2166.09,0.1686526774246656,16.87,LOW,29.23,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value vs customer average increased predicted risk | Recent vs previous return behaviour increased predicted risk | Previous Avg Discount increased predicted risk | Previous average order value increased predicted risk,Recent order-value change reduced predicted risk | Account age reduced predicted risk | Product price reduced predicted risk | Days since previous order reduced predicted risk | Previous order count reduced predicted risk
O18107,58696.02,0.0282890931373613,2.83,LOW,132.84,P4,NORMAL_PROCESSING,High-value order,Order value vs customer average increased predicted risk | Recent purchase frequency increased predicted risk | Previous order count increased predicted risk | 5-order return-rate ratio increased predicted risk | Product price increased predicted risk,Historical product return rate reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk | Account age reduced predicted risk | 5-order return-rate change reduced predicted risk
O02918,15672.76,0.5808487372344388,58.08,HIGH,728.28,P3,MONITOR,Elevated predicted return probability,5-order value change increased predicted risk | Recent average order value increased predicted risk | Discount behaviour change increased predicted risk | Previous order count increased predicted risk | Days since previous order increased predicted risk,Order value reduced predicted risk | Historical product return rate reduced predicted risk | Account age reduced predicted risk | Recent order-value change reduced predicted risk | Previous average order value reduced predicted risk
O01687,8510.23,0.6217288567959048,62.17,VERY_HIGH,423.28,P2,REVIEW,High predicted return probability,Historical product return rate increased predicted risk | Order value increased predicted risk | Size Variant increased predicted risk | Recent average order value increased predicted risk | Recent average order value increased predicted risk,Order value vs customer average reduced predicted risk | City tier reduced predicted risk | Account age reduced predicted risk | Orders Last 90 Days reduced predicted risk | Returns Last 5 reduced predicted risk
O02643,3427.7,0.1855350590122699,18.55,LOW,50.88,P4,NORMAL_PROCESSING,No major risk signal detected,5-order value change increased predicted risk | Order value vs customer average increased predicted risk | Previous average order value increased predicted risk | Recent order-value change increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk | Recent average order value reduced predicted risk | Size Variant reduced predicted risk
O09124,44748.88,0.0605789124518295,6.06,LOW,216.87,P4,NORMAL_PROCESSING,Above-average order value,Days since previous order increased predicted risk | Account age increased predicted risk | Historical average order value increased predicted risk | Recent average order value increased predicted risk | Orders Considered Last 5 increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Recent average order value reduced predicted risk | Order value reduced predicted risk | Discount behaviour change reduced predicted risk
O06333,3499.0,0.1985061944235371,19.85,LOW,55.57,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Previous Avg Discount increased predicted risk | Order value vs customer average increased predicted risk | Previous order count increased predicted risk | City tier increased predicted risk,Recent order-value change reduced predicted risk | Account age reduced predicted risk | Product price reduced predicted risk | Order value reduced predicted risk | 5-order value change reduced predicted risk
O09144,1957.65,0.2344687128888432,23.45,MEDIUM,36.72,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Previous average order value increased predicted risk | Order value vs customer average increased predicted risk | Recent purchase frequency increased predicted risk,Recent order-value change reduced predicted risk | Product price reduced predicted risk | Previous order count reduced predicted risk | Discount percentage reduced predicted risk | Discount behaviour change reduced predicted risk
O12010,43022.84,0.0657261604298261,6.57,LOW,226.22,P4,NORMAL_PROCESSING,Above-average order value,Account age increased predicted risk | Recent purchase frequency increased predicted risk | Days since previous order increased predicted risk | Orders Considered Last 5 increased predicted risk | Customer historical return rate increased predicted risk,Historical product return rate reduced predicted risk | Order value vs customer average reduced predicted risk | Historical average order value reduced predicted risk | Order value reduced predicted risk | Recent average order value reduced predicted risk
O07998,3691.1,0.1494816467372972,14.95,LOW,44.14,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Account age increased predicted risk | Recent average order value increased predicted risk | Order value vs customer average increased predicted risk | Previous Avg Discount increased predicted risk,Historical product return rate reduced predicted risk | Product price reduced predicted risk | Order value reduced predicted risk | Recent order-value change reduced predicted risk | Discount percentage reduced predicted risk
O03801,2366.16,0.3109936746557505,31.1,MEDIUM,58.87,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Order value increased predicted risk | Historical product return rate increased predicted risk | Discount percentage increased predicted risk | Previous average order value increased predicted risk,5-order return-rate change reduced predicted risk | Discount behaviour change reduced predicted risk | Order value vs customer average reduced predicted risk | Recent average order value reduced predicted risk | Product price reduced predicted risk
O05939,10713.68,0.3020855782262898,30.21,MEDIUM,258.92,P4,NORMAL_PROCESSING,No major risk signal detected,Previous order count increased predicted risk | Order value vs customer average increased predicted risk | Recent order-value change increased predicted risk | Product price increased predicted risk | Recent purchase frequency increased predicted risk,Historical product return rate reduced predicted risk | 5-order return-rate change reduced predicted risk | Recent average order value reduced predicted risk | Discount behaviour change reduced predicted risk | Days since previous order reduced predicted risk
O17597,1167.72,0.1698911817880634,16.99,LOW,15.87,P4,NORMAL_PROCESSING,No major risk signal detected,Historical product return rate increased predicted risk | Order value increased predicted risk | Size Variant increased predicted risk | Recent average order value increased predicted risk | Previous average order value increased predicted risk,5-order value change reduced predicted risk | Recent order-value change reduced predicted risk | Product price reduced predicted risk | Days since previous order reduced predicted risk | Discount percentage reduced predicted risk
O11098,2906.55,0.1187921100517468,11.88,LOW,27.62,P4,NORMAL_PROCESSING,No major risk signal detected,5-order value change increased predicted risk | Recent average order value increased predicted risk | Order value increased predicted risk | Previous order count increased predicted risk | Historical average order value increased predicted risk,Historical product return rate reduced predicted risk | Previous average order value reduced predicted risk | Account age reduced predicted risk | Days since previous order reduced predicted risk | 5-order return-rate change reduced predicted risk
