customer_id,signup_date,city_tier,account_age_days,behavior_profile
C0753,2025-05-25,1,455,stable
C0754,2024-04-06,1,869,stable
C0755,2024-03-05,3,901,stable
C0756,2023-11-20,1,1007,stable
C0757,2022-04-15,3,1591,high_return
C0758,2025-01-27,3,573,stable
C0759,2023-05-26,3,1185,stable
C0760,2023-01-20,2,1311,stable
C0761,2023-02-09,1,1291,high_return
C0762,2024-04-02,1,873,stable
C0763,2023-06-02,3,1178,stable
C0764,2023-04-21,3,1220,stable
C0765,2023-12-10,2,987,high_return
C0766,2024-02-10,1,925,stable
C0767,2025-12-31,1,235,stable
C0768,2024-11-12,1,649,stable
C0769,2024-09-23,2,699,stable
C0770,2023-11-08,2,1019,stable
C0771,2023-12-15,3,982,stable
C0772,2022-03-24,2,1613,high_return
C0773,2025-03-14,1,527,stable
C0774,2025-01-13,2,587,high_return
C0775,2025-01-06,2,594,stable
C0776,2023-04-02,2,1239,stable
C0777,2022-01-01,2,1695,stable
C0778,2022-02-20,3,1645,stable
C0779,2023-11-16,3,1011,drift
C0780,2023-12-18,1,979,stable
C0781,2023-03-25,1,1247,stable
C0782,2024-05-30,2,815,stable
C0783,2023-05-03,1,1208,stable
C0784,2022-02-03,1,1662,stable
C0785,2025-10-03,1,324,stable
C0786,2022-04-05,2,1601,drift
C0787,2024-12-31,1,600,stable
C0788,2022-06-03,2,1542,stable
C0789,2022-09-07,3,1446,stable
C0790,2023-11-05,1,1022,high_return
C0791,2023-03-14,1,1258,stable
C0792,2022-04-28,1,1578,stable
C0793,2024-02-10,3,925,stable
C0794,2025-08-22,1,366,stable
C0795,2022-09-25,1,1428,stable
C0796,2024-12-13,1,618,high_return
C0797,2022-08-24,3,1460,stable
C0798,2023-01-24,2,1307,stable
C0799,2024-09-16,3,706,stable
C0800,2024-02-02,3,933,stable
C0801,2023-02-05,1,1295,stable
C0802,2023-09-16,3,1072,stable
C0803,2024-02-06,1,929,stable
C0804,2025-08-19,3,369,stable
C0805,2024-07-07,2,777,stable
C0806,2025-05-15,3,465,stable
C0807,2025-06-06,1,443,drift
C0808,2024-05-02,1,843,stable
C0809,2023-08-01,1,1118,stable
C0810,2022-03-16,1,1621,stable
C0811,2023-03-11,1,1261,stable
C0812,2022-04-13,1,1593,stable
C0813,2025-12-16,1,250,stable
C0814,2024-02-03,2,932,stable
C0815,2024-01-08,3,958,stable
C0816,2024-03-16,2,890,stable
C0817,2025-08-22,1,366,stable
C0818,2022-04-08,2,1598,stable
C0819,2024-03-08,1,898,stable
C0820,2025-09-20,3,337,stable
C0821,2024-05-08,1,837,stable
C0822,2023-03-11,2,1261,stable
C0823,2023-03-23,3,1249,stable
C0824,2025-08-24,3,364,stable
C0825,2022-09-06,2,1447,drift
C0826,2022-06-15,3,1530,stable
C0827,2024-09-10,3,712,stable
C0828,2025-09-20,2,337,stable
C0829,2024-10-16,2,676,stable
C0830,2023-06-26,2,1154,high_return
C0831,2024-01-29,2,937,stable
C0832,2025-02-03,2,566,stable
C0833,2022-03-22,2,1615,stable
C0834,2022-05-13,1,1563,stable
C0835,2024-03-07,1,899,stable
C0836,2024-06-18,1,796,stable
C0837,2022-05-18,1,1558,drift
C0838,2022-07-03,1,1512,stable
C0839,2025-11-25,2,271,stable
C0840,2025-09-15,1,342,high_return
C0841,2024-02-24,3,911,stable
C0842,2024-09-10,1,712,high_return
C0843,2022-03-10,1,1627,drift
C0844,2023-06-30,2,1150,stable
C0845,2022-02-22,2,1643,stable
C0846,2022-07-24,1,1491,stable
C0847,2022-05-06,3,1570,high_return
C0848,2022-02-12,3,1653,stable
C0849,2022-04-21,1,1585,stable
C0850,2024-01-31,1,935,high_return
C0851,2025-04-21,3,489,drift
C0852,2024-04-27,2,848,stable
C0853,2022-04-05,2,1601,stable
C0854,2025-10-29,3,298,drift
C0855,2024-06-18,1,796,stable
C0856,2022-12-26,2,1336,high_return
C0857,2024-06-18,1,796,stable
C0858,2022-10-08,3,1415,stable
C0859,2025-05-03,2,477,stable
C0860,2025-05-03,2,477,stable
C0861,2023-10-29,1,1029,stable
C0862,2022-04-03,1,1603,stable
C0863,2023-11-03,2,1024,stable
C0864,2022-03-02,2,1635,stable
C0865,2023-09-26,2,1062,stable
C0866,2024-12-10,1,621,stable
C0867,2025-11-27,3,269,stable
C0868,2024-10-25,1,667,stable
C0869,2023-08-27,3,1092,stable
C0870,2023-11-13,1,1014,stable
C0871,2023-06-18,2,1162,stable
C0872,2025-11-29,1,267,stable
C0873,2024-04-17,3,858,high_return
C0874,2023-10-07,2,1051,high_return
C0875,2022-08-21,1,1463,stable
C0876,2023-06-08,1,1172,drift
C0877,2022-12-12,1,1350,stable
C0878,2024-12-05,1,626,stable
C0879,2023-06-30,3,1150,stable
C0880,2025-01-06,2,594,stable
C0881,2025-01-01,3,599,stable
C0882,2024-03-04,2,902,stable
C0883,2022-09-06,2,1447,stable
C0884,2022-02-16,1,1649,stable
C0885,2025-02-18,1,551,stable
C0886,2022-08-02,3,1482,stable
C0887,2022-08-27,3,1457,stable
C0888,2024-12-15,1,616,stable
C0889,2022-12-16,1,1346,stable
C0890,2022-04-17,2,1589,stable
C0891,2024-04-10,3,865,high_return
C0892,2022-02-17,1,1648,stable
C0893,2022-12-03,2,1359,stable
C0894,2024-11-15,3,646,stable
C0895,2024-03-14,1,892,stable
C0896,2025-07-04,1,415,stable
C0897,2022-01-08,2,1688,stable
C0898,2023-09-17,3,1071,stable
C0899,2025-06-30,1,419,stable
C0900,2023-12-20,2,977,stable
C0901,2022-10-30,2,1393,stable
C0902,2023-10-01,2,1057,stable
C0903,2022-02-25,2,1640,stable
C0904,2023-12-27,2,970,stable
C0905,2023-06-10,2,1170,stable
C0906,2023-04-19,2,1222,stable
C0907,2022-01-28,2,1668,stable
C0908,2022-03-19,2,1618,stable
C0909,2025-05-24,3,456,stable
C0910,2025-11-10,1,286,high_return
C0911,2022-12-31,3,1331,stable
C0912,2023-10-28,3,1030,high_return
C0913,2023-06-10,1,1170,stable
C0914,2023-11-30,2,997,stable
C0915,2025-08-28,2,360,stable
C0916,2024-06-01,1,813,stable
C0917,2024-10-27,1,665,stable
C0918,2024-10-23,1,669,stable
C0919,2024-07-07,1,777,stable
C0920,2024-01-20,3,946,stable
C0921,2022-12-29,1,1333,stable
C0922,2025-07-21,3,398,high_return
C0923,2024-03-16,2,890,stable
C0924,2024-01-09,3,957,stable
C0925,2024-11-04,2,657,stable
C0926,2025-04-30,1,480,stable
C0927,2023-04-30,2,1211,stable
C0928,2022-01-28,1,1668,drift
C0929,2023-12-15,2,982,stable
C0930,2024-11-28,3,633,stable
C0931,2025-07-20,1,399,stable
C0932,2025-06-08,1,441,stable
C0933,2022-03-27,2,1610,stable
C0934,2022-05-06,3,1570,stable
C0935,2024-03-22,2,884,drift
C0936,2023-06-21,1,1159,stable
C0937,2022-05-25,2,1551,high_return
C0938,2025-05-20,1,460,stable
C0939,2022-01-25,2,1671,stable
C0940,2025-11-18,3,278,stable
C0941,2022-03-08,2,1629,stable
C0942,2022-08-21,3,1463,high_return
C0943,2022-04-19,1,1587,stable
C0944,2025-03-15,2,526,stable
C0945,2022-04-21,3,1585,stable
C0946,2022-08-16,1,1468,stable
C0947,2022-04-21,3,1585,stable
C0948,2022-02-03,1,1662,stable
C0949,2023-09-15,2,1073,stable
C0950,2025-10-24,3,303,stable
C0951,2024-01-18,2,948,stable
C0952,2023-08-18,1,1101,stable
C0953,2023-03-01,2,1271,stable
C0954,2023-09-05,2,1083,high_return
C0955,2023-11-23,3,1004,stable
C0956,2025-07-29,2,390,stable
C0957,2025-09-05,1,352,stable
C0958,2022-11-11,2,1381,stable
C0959,2024-05-26,2,819,stable
C0960,2025-11-01,2,295,stable
C0961,2025-08-05,2,383,stable
C0962,2025-12-31,3,235,stable
C0963,2023-10-24,2,1034,high_return
C0964,2022-10-04,2,1419,stable
C0965,2023-09-16,1,1072,stable
C0966,2023-05-31,1,1180,stable
C0967,2025-10-05,1,322,stable
C0968,2024-04-22,1,853,high_return
C0969,2022-12-16,2,1346,stable
C0970,2024-04-02,2,873,stable
C0971,2025-03-06,2,535,stable
C0972,2024-01-29,3,937,stable
C0973,2024-06-17,3,797,stable
C0974,2022-08-31,3,1453,stable
C0975,2023-06-27,2,1153,stable
C0976,2024-11-29,2,632,stable
C0977,2022-08-17,2,1467,stable
C0978,2023-07-02,1,1148,stable
C0979,2024-07-08,1,776,stable
C0980,2025-05-31,3,449,stable
C0981,2022-01-06,3,1690,stable
C0982,2025-09-07,1,350,stable
C0983,2023-04-13,2,1228,stable
C0984,2022-03-16,3,1621,stable
C0985,2022-01-04,1,1692,stable
C0986,2023-10-08,1,1050,stable
C0987,2022-04-28,3,1578,stable
C0988,2024-05-30,2,815,high_return
C0989,2023-05-19,1,1192,drift
C0990,2024-08-04,2,749,high_return
C0991,2023-07-28,3,1122,stable
C0992,2022-07-13,2,1502,stable
C0993,2024-04-26,1,849,stable
C0994,2023-12-16,1,981,stable
C0995,2025-11-16,2,280,stable
C0996,2024-11-15,2,646,stable
C0997,2025-12-29,3,237,stable
C0998,2022-06-22,1,1523,drift
C0999,2025-08-16,3,372,stable
C1000,2022-11-22,1,1370,stable
C1001,2025-12-04,1,262,stable
C1002,2025-02-15,1,554,high_return
C1003,2024-04-15,1,860,stable
C1004,2023-12-25,2,972,stable
C1005,2022-08-13,2,1471,high_return
C1006,2023-06-16,1,1164,stable
C1007,2022-04-23,2,1583,stable
C1008,2022-05-20,1,1556,stable
C1009,2023-07-13,3,1137,stable
C1010,2022-01-01,3,1695,stable
C1011,2022-03-31,1,1606,stable
C1012,2023-10-16,2,1042,high_return
C1013,2022-11-16,1,1376,drift
C1014,2022-05-19,1,1557,stable
C1015,2024-04-24,1,851,stable
C1016,2022-09-16,3,1437,stable
C1017,2024-06-20,2,794,stable
C1018,2023-11-21,1,1006,stable
C1019,2022-01-10,3,1686,stable
C1020,2022-09-18,2,1435,stable
C1021,2022-06-21,3,1524,stable
C1022,2024-06-16,2,798,high_return
C1023,2022-01-13,2,1683,stable
C1024,2025-04-06,1,504,stable
C1025,2022-11-17,1,1375,stable
C1026,2025-09-04,3,353,stable
C1027,2022-11-25,1,1367,stable
C1028,2024-02-24,3,911,stable
C1029,2024-02-16,2,919,stable
C1030,2024-06-29,1,785,stable
C1031,2025-12-13,1,253,stable
C1032,2025-01-23,1,577,stable
C1033,2022-11-14,3,1378,stable
C1034,2022-08-24,2,1460,drift
C1035,2022-11-30,1,1362,stable
C1036,2023-01-11,1,1320,drift
C1037,2025-03-06,1,535,stable
C1038,2023-08-11,2,1108,drift
C1039,2023-05-28,1,1183,stable
C1040,2025-08-12,3,376,stable
C1041,2025-09-05,1,352,stable
C1042,2024-07-06,1,778,stable
C1043,2025-10-04,2,323,stable
C1044,2024-05-22,2,823,stable
C1045,2025-06-06,3,443,stable
C1046,2022-09-27,2,1426,stable
C1047,2024-03-08,1,898,stable
C1048,2025-08-07,2,381,stable
C1049,2023-12-26,1,971,stable
C1050,2025-04-03,1,507,stable
C1051,2022-01-05,3,1691,stable
C1052,2024-04-30,3,845,stable
C1053,2025-11-03,3,293,stable
C1054,2022-03-19,2,1618,stable
C1055,2025-12-04,2,262,drift
C1056,2023-07-28,1,1122,stable
C1057,2022-05-12,1,1564,stable
C1058,2023-08-24,3,1095,stable
C1059,2024-12-01,1,630,stable
C1060,2022-03-30,3,1607,stable
C1061,2023-02-06,2,1294,stable
C1062,2022-10-23,1,1400,stable
C1063,2025-08-11,2,377,stable
C1064,2023-09-08,2,1080,stable
C1065,2024-03-10,1,896,stable
C1066,2023-02-26,3,1274,stable
C1067,2024-11-12,2,649,stable
C1068,2023-07-29,1,1121,stable
C1069,2022-05-23,2,1553,stable
C1070,2024-09-19,3,703,drift
C1071,2023-10-27,1,1031,high_return
C1072,2022-05-25,3,1551,stable
C1073,2025-06-02,1,447,stable
C1074,2024-10-03,3,689,stable
C1075,2023-05-18,2,1193,stable
C1076,2024-03-31,1,875,stable
C1077,2022-04-14,1,1592,stable
C1078,2024-11-28,3,633,stable
C1079,2022-07-17,2,1498,stable
C1080,2023-08-02,2,1117,drift
C1081,2023-01-26,1,1305,stable
C1082,2025-04-17,3,493,stable
C1083,2023-07-08,2,1142,stable
C1084,2024-11-04,3,657,stable
C1085,2025-08-05,1,383,stable
C1086,2023-04-23,2,1218,stable
C1087,2025-06-08,2,441,stable
C1088,2024-07-11,1,773,stable
C1089,2023-02-24,2,1276,stable
C1090,2022-06-06,1,1539,stable
C1091,2023-07-04,2,1146,stable
C1092,2025-01-25,2,575,high_return
C1093,2024-10-17,1,675,stable
C1094,2024-09-23,2,699,stable
C1095,2025-12-05,2,261,stable
C1096,2024-08-08,1,745,stable
C1097,2022-10-16,3,1407,stable
C1098,2025-07-01,3,418,stable
C1099,2022-07-15,2,1500,stable
C1100,2023-08-21,1,1098,stable
C1101,2023-06-01,3,1179,stable
C1102,2024-05-14,2,831,stable
C1103,2025-02-15,1,554,stable
C1104,2024-03-16,2,890,stable
C1105,2025-03-28,2,513,stable
C1106,2024-03-25,2,881,stable
C1107,2022-08-16,2,1468,stable
C1108,2022-08-04,2,1480,stable
C1109,2024-08-05,3,748,stable
C1110,2022-01-15,1,1681,stable
C1111,2025-03-26,2,515,stable
C1112,2025-07-08,3,411,stable
C1113,2025-03-26,2,515,high_return
C1114,2022-02-16,2,1649,stable
C1115,2022-11-20,2,1372,stable
C1116,2024-04-23,2,852,stable
C1117,2022-05-10,3,1566,stable
C1118,2025-12-05,2,261,stable
C1119,2022-04-05,3,1601,high_return
C1120,2023-09-19,1,1069,stable
C1121,2024-01-25,1,941,stable
C1122,2025-08-08,2,380,stable
C1123,2024-03-04,1,902,stable
C1124,2025-07-30,1,389,stable
C1125,2022-03-10,1,1627,stable
C1126,2022-01-11,1,1685,stable
C1127,2025-07-01,1,418,stable
C1128,2024-05-21,3,824,stable
C1129,2023-07-04,1,1146,stable
C1130,2025-03-03,2,538,stable
C1131,2023-12-13,3,984,stable
C1132,2022-01-23,3,1673,stable
C1133,2024-03-25,1,881,stable
C1134,2022-12-12,3,1350,stable
C1135,2022-10-29,2,1394,stable
C1136,2022-12-29,2,1333,stable
C1137,2023-01-31,2,1300,stable
C1138,2022-08-06,3,1478,stable
C1139,2022-05-21,1,1555,stable
C1140,2024-08-15,2,738,stable
C1141,2025-05-18,2,462,stable
C1142,2024-09-11,3,711,stable
C1143,2024-09-19,3,703,stable
C1144,2024-04-07,1,868,stable
C1145,2023-11-14,3,1013,stable
C1146,2024-09-30,1,692,stable
C1147,2022-12-22,1,1340,stable
C1148,2024-10-04,1,688,stable
C1149,2025-09-09,1,348,stable
C1150,2025-03-02,2,539,stable
C1151,2024-06-06,1,808,stable
C1152,2022-05-07,1,1569,stable
C1153,2025-02-03,3,566,stable
C1154,2024-10-05,3,687,stable
C1155,2023-08-27,3,1092,stable
C1156,2025-11-02,3,294,stable
C1157,2024-10-10,2,682,stable
C1158,2022-02-20,1,1645,stable
C1159,2024-11-18,1,643,stable
C1160,2025-08-12,2,376,stable
C1161,2025-08-13,1,375,stable
C1162,2024-02-18,2,917,high_return
C1163,2025-12-01,1,265,stable
C1164,2024-03-24,1,882,stable
C1165,2025-11-29,2,267,stable
C1166,2025-10-01,2,326,stable
C1167,2023-02-24,2,1276,stable
C1168,2025-04-20,2,490,stable
C1169,2024-09-09,1,713,stable
C1170,2024-04-04,1,871,stable
C1171,2024-10-21,3,671,high_return
C1172,2023-07-21,2,1129,stable
C1173,2023-01-06,1,1325,stable
C1174,2024-07-24,3,760,stable
C1175,2023-10-23,1,1035,stable
C1176,2025-12-25,2,241,stable
C1177,2024-08-26,1,727,stable
C1178,2025-08-25,2,363,stable
C1179,2025-03-06,2,535,stable
C1180,2022-07-21,1,1494,stable
C1181,2025-12-30,3,236,stable
C1182,2022-11-09,2,1383,high_return
C1183,2022-04-27,1,1579,stable
C1184,2024-07-25,1,759,stable
C1185,2023-07-29,1,1121,stable
C1186,2022-09-01,1,1452,stable
C1187,2023-06-21,2,1159,high_return
C1188,2022-03-16,3,1621,stable
C1189,2023-01-21,2,1310,stable
C1190,2025-05-18,1,462,stable
C1191,2023-04-20,1,1221,high_return
C1192,2023-02-22,1,1278,stable
C1193,2022-12-13,2,1349,stable
C1194,2023-10-02,3,1056,stable
C1195,2024-07-27,1,757,stable
C1196,2024-08-12,2,741,stable
C1197,2024-05-25,3,820,high_return
C1198,2024-02-02,2,933,stable
C1199,2025-04-17,3,493,stable
C1200,2025-04-20,2,490,stable
C1201,2023-10-26,2,1032,stable
C1202,2022-01-25,2,1671,stable
C1203,2025-04-18,2,492,drift
C1204,2023-12-11,1,986,stable
C1205,2025-03-30,1,511,stable
C1206,2022-06-26,1,1519,stable
C1207,2022-10-12,2,1411,stable
C1208,2022-03-04,1,1633,stable
C1209,2024-09-29,3,693,stable
C1210,2023-10-24,2,1034,stable
C1211,2023-10-28,2,1030,stable
C1212,2022-06-05,1,1540,stable
C1213,2024-12-08,3,623,stable
C1214,2024-08-24,3,729,stable
C1215,2024-04-28,2,847,high_return
C1216,2025-01-12,1,588,stable
C1217,2025-10-16,2,311,stable
C1218,2023-11-20,1,1007,stable
C1219,2022-05-28,1,1548,stable
C1220,2022-12-08,3,1354,stable
C1221,2023-04-21,2,1220,stable
C1222,2024-12-22,2,609,stable
C1223,2025-10-15,3,312,stable
C1224,2023-07-15,2,1135,stable
C1225,2022-11-23,2,1369,stable
C1226,2025-03-10,1,531,high_return
C1227,2024-09-16,3,706,stable
C1228,2022-08-03,1,1481,stable
C1229,2023-03-11,3,1261,stable
C1230,2024-08-09,3,744,stable
C1231,2023-12-24,1,973,stable
C1232,2025-09-03,2,354,stable
C1233,2022-02-01,3,1664,high_return
C1234,2023-11-01,2,1026,high_return
C1235,2022-10-12,3,1411,stable
C1236,2025-08-21,3,367,stable
C1237,2023-03-05,2,1267,high_return
C1238,2022-10-13,1,1410,stable
C1239,2025-03-13,3,528,high_return
C1240,2025-12-18,2,248,stable
C1241,2024-11-08,1,653,stable
C1242,2022-01-18,1,1678,stable
C1243,2024-02-08,2,927,stable
C1244,2023-08-13,3,1106,stable
C1245,2025-10-26,3,301,stable
C1246,2025-04-13,2,497,stable
C1247,2024-10-06,1,686,stable
C1248,2022-07-13,1,1502,stable
C1249,2023-05-17,3,1194,stable
C1250,2024-09-14,1,708,stable
C1251,2025-02-10,1,559,stable
C1252,2022-04-24,1,1582,stable
C1253,2025-05-30,2,450,high_return
C1254,2024-08-04,3,749,high_return
C1255,2024-04-10,1,865,stable
C1256,2025-07-11,2,408,stable
C1257,2024-07-13,2,771,stable
C1258,2022-02-24,3,1641,drift
C1259,2024-03-10,1,896,stable
C1260,2024-02-17,2,918,stable
C1261,2022-06-11,1,1534,stable
C1262,2025-11-04,3,292,stable
C1263,2022-03-28,2,1609,stable
C1264,2022-02-24,1,1641,stable
C1265,2025-04-16,2,494,high_return
C1266,2025-11-15,3,281,drift
C1267,2025-10-04,1,323,stable
C1268,2024-10-28,3,664,stable
C1269,2024-04-12,1,863,stable
C1270,2022-11-09,2,1383,stable
C1271,2024-01-29,2,937,stable
C1272,2023-03-19,2,1253,stable
C1273,2022-11-24,1,1368,stable
C1274,2024-12-13,3,618,stable
C1275,2024-01-31,2,935,stable
C1276,2025-06-16,2,433,stable
C1277,2025-06-06,3,443,stable
C1278,2023-08-02,3,1117,drift
C1279,2024-12-10,1,621,high_return
C1280,2024-10-03,1,689,high_return
C1281,2025-07-11,3,408,stable
C1282,2025-12-12,1,254,stable
C1283,2022-04-06,2,1600,stable
C1284,2025-01-16,3,584,high_return
C1285,2025-01-06,1,594,stable
C1286,2025-08-04,2,384,stable
C1287,2025-02-17,2,552,stable
C1288,2024-03-24,2,882,stable
C1289,2023-05-06,1,1205,stable
C1290,2023-03-28,1,1244,stable
C1291,2022-06-14,2,1531,stable
C1292,2022-07-01,3,1514,stable
C1293,2023-04-14,3,1227,high_return
C1294,2024-06-28,2,786,stable
C1295,2024-01-05,1,961,stable
C1296,2024-04-02,2,873,stable
C1297,2024-08-01,1,752,high_return
C1298,2022-01-07,3,1689,stable
C1299,2022-11-26,3,1366,drift
C1300,2024-02-14,2,921,stable
C1301,2022-05-31,3,1545,drift
C1302,2025-01-13,1,587,high_return
C1303,2022-05-27,2,1549,stable
C1304,2025-11-05,1,291,stable
C1305,2024-07-03,3,781,stable
C1306,2025-08-01,1,387,stable
C1307,2023-12-01,2,996,stable
C1308,2022-03-23,3,1614,stable
C1309,2023-05-29,1,1182,stable
C1310,2024-03-25,1,881,stable
C1311,2023-12-10,3,987,stable
C1312,2024-01-16,2,950,stable
C1313,2024-10-19,1,673,stable
C1314,2025-11-10,1,286,stable
C1315,2023-12-08,1,989,stable
C1316,2023-04-16,3,1225,stable
C1317,2025-02-16,2,553,high_return
C1318,2023-01-31,1,1300,stable
C1319,2022-09-18,1,1435,stable
C1320,2024-03-15,1,891,stable
C1321,2024-07-22,1,762,stable
C1322,2025-07-03,2,416,high_return
C1323,2024-06-23,1,791,high_return
C1324,2025-06-03,1,446,stable
C1325,2024-12-12,2,619,stable
C1326,2024-07-28,1,756,stable
C1327,2024-05-03,2,842,stable
C1328,2025-10-19,2,308,high_return
C1329,2025-07-27,2,392,stable
C1330,2023-08-16,2,1103,stable
C1331,2023-12-15,2,982,stable
C1332,2025-03-27,3,514,stable
C1333,2023-09-24,2,1064,stable
C1334,2022-02-28,2,1637,stable
C1335,2022-05-08,3,1568,stable
C1336,2024-01-06,2,960,stable
C1337,2023-12-22,1,975,stable
C1338,2025-02-12,1,557,high_return
C1339,2025-05-17,1,463,stable
C1340,2023-06-10,3,1170,stable
C1341,2023-06-05,2,1175,stable
C1342,2023-07-06,3,1144,stable
C1343,2022-08-25,2,1459,stable
C1344,2025-07-28,2,391,stable
C1345,2025-10-14,1,313,stable
C1346,2025-05-09,2,471,high_return
C1347,2025-07-25,2,394,stable
C1348,2025-06-12,3,437,stable
C1349,2023-05-09,1,1202,stable
C1350,2022-01-04,2,1692,stable
C1351,2023-10-28,2,1030,stable
C1352,2023-03-18,2,1254,stable
C1353,2022-01-29,2,1667,stable
C1354,2025-02-06,3,563,stable
C1355,2023-09-02,1,1086,stable
C1356,2024-03-15,2,891,stable
C1357,2022-03-16,2,1621,high_return
C1358,2024-04-17,3,858,stable
C1359,2025-03-15,3,526,stable
C1360,2022-05-08,1,1568,stable
C1361,2022-02-11,1,1654,stable
C1362,2025-10-11,3,316,stable
C1363,2022-02-10,2,1655,stable
C1364,2024-07-22,3,762,stable
C1365,2022-02-03,1,1662,stable
C1366,2024-11-06,2,655,stable
C1367,2025-03-22,3,519,stable
C1368,2024-09-24,3,698,high_return
C1369,2025-11-02,1,294,stable
C1370,2023-08-11,2,1108,stable
C1371,2022-12-08,2,1354,stable
C1372,2022-01-27,1,1669,stable
C1373,2025-08-03,2,385,stable
C1374,2023-10-08,2,1050,stable
C1375,2024-01-01,3,965,stable
C1376,2022-06-17,2,1528,stable
C1377,2023-09-02,1,1086,stable
C1378,2022-09-25,1,1428,stable
C1379,2024-03-31,2,875,high_return
C1380,2023-03-31,1,1241,stable
C1381,2024-06-24,3,790,high_return
C1382,2025-11-25,1,271,stable
C1383,2024-07-10,3,774,stable
C1384,2024-09-07,3,715,high_return
C1385,2023-12-03,2,994,stable
C1386,2023-09-26,3,1062,drift
C1387,2022-05-10,3,1566,stable
C1388,2024-10-16,2,676,stable
C1389,2025-10-18,1,309,high_return
C1390,2024-03-29,2,877,stable
C1391,2023-11-24,2,1003,drift
C1392,2025-08-08,3,380,drift
C1393,2025-10-26,2,301,stable
C1394,2024-03-04,3,902,stable
C1395,2022-01-29,2,1667,stable
C1396,2022-05-29,1,1547,stable
C1397,2025-08-12,3,376,stable
C1398,2022-01-11,2,1685,stable
C1399,2023-11-07,1,1020,stable
C1400,2025-02-10,2,559,stable
C1401,2022-07-06,1,1509,drift
C1402,2024-03-17,2,889,stable
C1403,2024-01-14,2,952,stable
C1404,2025-06-04,2,445,stable
C1405,2025-08-26,3,362,stable
C1406,2022-04-08,2,1598,stable
C1407,2022-02-24,1,1641,stable
C1408,2023-09-15,2,1073,drift
C1409,2023-10-26,3,1032,stable
C1410,2024-01-28,1,938,stable
C1411,2023-02-10,1,1290,stable
C1412,2022-03-10,1,1627,high_return
C1413,2025-08-28,1,360,stable
C1414,2025-08-05,3,383,stable
C1415,2024-01-21,2,945,stable
C1416,2025-03-17,1,524,stable
C1417,2025-06-21,2,428,stable
C1418,2024-08-15,1,738,stable
C1419,2022-12-31,3,1331,high_return
C1420,2023-04-27,3,1214,stable
C1421,2022-07-20,1,1495,stable
C1422,2022-06-03,3,1542,stable
C1423,2022-03-14,3,1623,stable
C1424,2023-12-14,1,983,stable
C1425,2022-10-23,1,1400,stable
C1426,2024-11-06,2,655,stable
C1427,2025-05-25,3,455,stable
C1428,2022-03-02,3,1635,stable
C1429,2024-07-27,3,757,stable
C1430,2022-02-11,3,1654,stable
C1431,2022-01-25,2,1671,stable
C1432,2024-11-28,3,633,stable
C1433,2022-05-11,3,1565,drift
C1434,2025-06-06,1,443,stable
C1435,2022-04-18,2,1588,stable
C1436,2022-06-21,3,1524,high_return
C1437,2025-12-29,1,237,drift
C1438,2022-04-12,3,1594,stable
C1439,2024-05-15,1,830,stable
C1440,2023-06-08,2,1172,stable
C1441,2022-10-02,3,1421,stable
C1442,2024-12-03,1,628,stable
C1443,2024-03-27,1,879,stable
C1444,2024-08-14,2,739,stable
C1445,2024-11-06,3,655,stable
C1446,2022-11-26,1,1366,stable
C1447,2022-01-12,3,1684,stable
C1448,2025-09-03,1,354,stable
C1449,2022-08-04,3,1480,stable
C1450,2022-12-05,3,1357,stable
C1451,2023-10-23,2,1035,stable
C1452,2025-01-09,2,591,stable
C1453,2023-01-09,2,1322,drift
C1454,2024-09-02,2,720,stable
C1455,2023-12-11,1,986,stable
C1456,2025-05-08,1,472,drift
C1457,2023-04-11,1,1230,stable
C1458,2025-01-17,2,583,stable
C1459,2025-07-15,1,404,high_return
C1460,2023-05-04,2,1207,stable
C1461,2022-02-16,3,1649,stable
C1462,2025-08-04,1,384,stable
C1463,2024-02-17,2,918,stable
C1464,2024-11-05,2,656,stable
C1465,2023-12-12,3,985,stable
C1466,2023-02-05,3,1295,stable
C1467,2024-09-07,3,715,stable
C1468,2025-01-14,3,586,stable
C1469,2022-09-07,1,1446,stable
C1470,2023-01-26,3,1305,stable
C1471,2022-12-01,3,1361,stable
C1472,2023-09-21,1,1067,stable
C1473,2022-05-17,3,1559,stable
C1474,2024-06-01,1,813,stable
C1475,2023-11-19,2,1008,stable
C1476,2024-04-06,1,869,high_return
C1477,2023-12-28,2,969,stable
C1478,2023-08-17,2,1102,stable
C1479,2025-05-31,2,449,stable
C1480,2024-09-16,2,706,high_return
C1481,2023-01-07,1,1324,stable
C1482,2024-07-23,3,761,stable
C1483,2024-09-21,1,701,stable
C1484,2023-02-06,2,1294,stable
C1485,2023-09-07,3,1081,stable
C1486,2025-07-20,3,399,stable
C1487,2025-03-28,2,513,drift
C1488,2025-03-21,3,520,stable
C1489,2024-09-21,3,701,stable
C1490,2023-09-12,3,1076,high_return
C1491,2022-07-07,2,1508,stable
C1492,2025-01-26,1,574,stable
C1493,2022-05-11,1,1565,stable
C1494,2024-03-15,1,891,stable
C1495,2025-04-09,2,501,stable
C1496,2024-07-24,1,760,stable
C1497,2024-09-12,2,710,stable
C1498,2022-07-02,1,1513,stable
C1499,2024-09-09,1,713,stable
C1500,2022-12-30,3,1332,stable
C1501,2022-02-08,2,1657,stable
C1502,2023-05-12,1,1199,stable
C1503,2025-10-04,3,323,stable
C1504,2024-09-08,1,714,stable
