order_id,customer_id,product_id,order_ts,order_value,payment_method,discount_pct,category,size_variant
O03678,C0372,P0080,2025-06-21 13:57:00,2403.02,UPI,50,Apparel,L
O03682,C0372,P0436,2025-07-11 18:27:00,17649.32,NetBanking,5,Electronics,
O03679,C0372,P0344,2025-10-23 12:29:00,2109.51,UPI,0,Apparel,XL
O03685,C0372,P0379,2025-11-22 17:56:00,7125.75,UPI,0,Apparel,M
O03683,C0372,P0300,2025-12-12 16:35:00,650.69,Card,0,Grocery,
O03684,C0372,P0413,2026-05-19 15:18:00,50321.67,UPI,0,Electronics,
O03693,C0373,P0462,2025-03-02 17:37:00,54073.34,UPI,5,Electronics,
O03688,C0373,P0181,2025-08-03 10:22:00,16630.42,Card,15,Electronics,
O03694,C0373,P0217,2025-09-16 20:28:00,2540.6,Wallet,15,Home,
O03690,C0373,P0314,2025-12-01 19:41:00,124.62,UPI,50,Grocery,
O03687,C0373,P0158,2026-02-14 17:38:00,429.93,NetBanking,20,Home,
O03691,C0373,P0342,2026-02-14 20:55:00,4797.67,Card,15,Footwear,7
O03692,C0373,P0418,2026-02-18 12:24:00,6247.49,Card,30,Apparel,M
O03686,C0373,P0009,2026-04-08 14:40:00,11173.61,UPI,20,Home,
O03695,C0373,P0428,2026-05-21 22:09:00,76660.91,NetBanking,0,Electronics,
O03689,C0373,P0408,2026-07-03 23:53:00,2941.93,Wallet,15,Electronics,
O03701,C0374,P0168,2026-02-14 14:45:00,1871.88,UPI,0,Grocery,
O03700,C0374,P0092,2026-03-01 17:12:00,7833.15,NetBanking,0,Beauty,
O03696,C0374,P0432,2026-03-05 19:03:00,5598.66,UPI,30,Beauty,
O03697,C0374,P0033,2026-03-14 11:58:00,4167.79,Card,15,Grocery,
O03699,C0374,P0249,2026-03-18 20:43:00,6301.5,UPI,5,Apparel,XL
O03698,C0374,P0126,2026-04-24 22:26:00,7511.88,NetBanking,30,Footwear,9
O03702,C0374,P0150,2026-07-23 10:51:00,3589.64,Card,15,Footwear,7
O03703,C0375,P0384,2025-02-07 12:12:00,39392.35,NetBanking,5,Electronics,
O03711,C0375,P0322,2025-03-01 20:36:00,1489.1,NetBanking,20,Grocery,
O03712,C0375,P0042,2025-05-03 20:59:00,1528.97,UPI,40,Apparel,M
O03714,C0375,P0499,2025-05-15 09:30:00,2794.38,Card,50,Apparel,L
O03710,C0375,P0397,2025-07-01 10:20:00,3179.94,UPI,40,Electronics,
O03706,C0375,P0120,2025-08-14 10:25:00,82330.95,Card,5,Electronics,
O03713,C0375,P0202,2025-09-25 21:26:00,668.93,UPI,30,Beauty,
O03709,C0375,P0178,2025-10-20 19:48:00,6857.63,NetBanking,0,Home,
O03705,C0375,P0160,2025-11-30 23:55:00,7010.24,Card,10,Apparel,S
O03704,C0375,P0127,2026-02-14 20:18:00,80842.13,NetBanking,5,Electronics,
O03708,C0375,P0368,2026-05-29 17:33:00,4338.65,UPI,0,Beauty,
O03707,C0375,P0339,2026-07-10 11:58:00,3916.66,Card,40,Footwear,10
O03718,C0376,P0488,2025-05-13 14:54:00,3610.22,NetBanking,10,Footwear,10
O03717,C0376,P0013,2025-05-22 11:20:00,6457.21,UPI,50,Footwear,10
O03721,C0376,P0014,2025-05-28 13:31:00,19608.24,UPI,30,Home,
O03716,C0376,P0008,2025-08-15 11:57:00,2255.2,UPI,30,Grocery,
O03719,C0376,P0280,2025-09-30 19:29:00,12205.06,UPI,20,Electronics,
O03722,C0376,P0323,2025-12-21 11:12:00,2438.77,UPI,10,Apparel,XL
O03724,C0376,P0025,2026-01-17 17:29:00,3339.86,Card,40,Apparel,L
O03715,C0376,P0440,2026-02-02 13:03:00,4489.03,UPI,0,Beauty,
O03723,C0376,P0483,2026-02-10 22:49:00,4142.91,UPI,10,Apparel,XL
O03720,C0376,P0349,2026-04-02 10:21:00,5280.63,Card,40,Apparel,XL
O03732,C0377,P0181,2025-01-25 20:30:00,16630.42,NetBanking,15,Electronics,
O03729,C0377,P0118,2025-03-23 14:12:00,2419.77,Card,0,Apparel,S
O03730,C0377,P0090,2025-06-25 12:24:00,9129.3,Card,0,Apparel,S
O03728,C0377,P0320,2025-08-08 19:50:00,5102.78,NetBanking,30,Beauty,
O03727,C0377,P0094,2026-04-18 23:54:00,14306.62,NetBanking,20,Electronics,
O03731,C0377,P0260,2026-04-20 11:46:00,3002.08,UPI,10,Grocery,
O03725,C0377,P0178,2026-06-04 14:12:00,3428.82,NetBanking,50,Home,
O03726,C0377,P0173,2026-07-01 20:19:00,2868.78,UPI,30,Beauty,
O03735,C0377,P0061,2026-07-07 09:59:00,6969.66,NetBanking,10,Apparel,M
O03733,C0377,P0383,2026-07-24 19:52:00,2142.93,UPI,10,Apparel,XL
O03734,C0377,P0415,2026-08-13 19:13:00,782.88,UPI,20,Footwear,9
O03746,C0378,P0123,2025-02-26 23:32:00,2286.43,UPI,5,Apparel,S
O03744,C0378,P0260,2025-03-04 14:31:00,2334.96,Card,30,Grocery,
O03742,C0378,P0252,2025-03-24 18:12:00,70963.07,Card,15,Electronics,
O03736,C0378,P0286,2025-04-12 14:10:00,6248.89,NetBanking,15,Apparel,L
O03738,C0378,P0459,2025-05-04 21:27:00,2381.8,Card,40,Apparel,S
O03747,C0378,P0234,2025-10-15 11:15:00,1722.31,NetBanking,10,Apparel,L
O03743,C0378,P0027,2026-01-13 18:07:00,4574.51,Card,30,Apparel,M
O03745,C0378,P0191,2026-01-27 13:21:00,6092.65,UPI,30,Apparel,S
O03740,C0378,P0081,2026-03-01 08:39:00,35130.47,Wallet,40,Electronics,
O03737,C0378,P0066,2026-06-20 20:56:00,4631.12,Card,15,Apparel,M
O03739,C0378,P0058,2026-08-07 22:54:00,48704.44,UPI,10,Electronics,
O03741,C0378,P0294,2026-08-16 09:22:00,8066.29,NetBanking,0,Apparel,S
O03758,C0379,P0348,2025-05-26 22:36:00,5432.05,UPI,20,Apparel,XL
O03752,C0379,P0038,2025-06-04 14:40:00,4760.16,UPI,30,Beauty,
O03751,C0379,P0220,2025-09-13 16:38:00,42551.65,UPI,5,Electronics,
O03759,C0379,P0052,2025-10-29 15:43:00,14544.86,Card,20,Home,
O03755,C0379,P0115,2025-12-09 17:06:00,9189.6,UPI,0,Apparel,M
O03750,C0379,P0304,2025-12-09 22:37:00,2762.99,UPI,0,Apparel,S
O03756,C0379,P0078,2026-01-15 17:37:00,461.42,Card,50,Apparel,S
O03757,C0379,P0242,2026-02-01 16:23:00,1570.86,UPI,5,Footwear,8
O03749,C0379,P0308,2026-02-07 12:04:00,4481.26,UPI,10,Beauty,
O03748,C0379,P0213,2026-05-28 10:08:00,22707.7,UPI,15,Home,
O03753,C0379,P0458,2026-06-12 22:12:00,16724.05,Card,5,Home,
O03754,C0379,P0489,2026-06-25 23:04:00,8656.78,NetBanking,30,Footwear,10
O03762,C0380,P0452,2025-03-23 12:47:00,8573.18,UPI,50,Home,
O03763,C0380,P0084,2025-08-31 20:21:00,15307.72,Card,5,Home,
O03765,C0380,P0478,2025-11-13 19:11:00,17047.64,UPI,5,Home,
O03767,C0380,P0487,2025-11-24 11:09:00,56956.99,Card,10,Electronics,
O03766,C0380,P0250,2026-01-31 08:54:00,2952.88,UPI,20,Grocery,
O03761,C0380,P0477,2026-04-25 08:28:00,2271.65,UPI,10,Beauty,
O03764,C0380,P0096,2026-06-09 08:21:00,7055.28,UPI,0,Beauty,
O03760,C0380,P0366,2026-06-18 18:16:00,6106.62,UPI,0,Apparel,L
O03778,C0381,P0287,2025-02-15 19:44:00,58509.7,UPI,15,Electronics,
O03776,C0381,P0199,2025-02-18 18:46:00,546.57,UPI,30,Beauty,
O03773,C0381,P0301,2025-03-04 17:39:00,4401.15,UPI,15,Apparel,L
O03770,C0381,P0176,2025-04-16 23:34:00,3497.39,Card,40,Footwear,9
O03771,C0381,P0443,2025-05-07 13:55:00,4836.61,UPI,40,Footwear,7
O03777,C0381,P0047,2025-08-04 13:02:00,86875.14,Card,10,Electronics,
O03769,C0381,P0056,2026-03-27 12:36:00,2695.81,NetBanking,30,Grocery,
O03775,C0381,P0049,2026-05-14 10:53:00,2182.96,NetBanking,20,Grocery,
O03772,C0381,P0274,2026-07-10 14:20:00,7769.51,UPI,0,Footwear,9
O03768,C0381,P0175,2026-07-22 08:12:00,6814.32,UPI,30,Apparel,S
O03774,C0381,P0088,2026-07-22 19:00:00,1490.36,NetBanking,50,Grocery,
O03783,C0382,P0081,2025-01-18 16:03:00,35130.47,Card,40,Electronics,
O03781,C0382,P0135,2025-02-12 19:27:00,7318.92,UPI,30,Footwear,9
O03782,C0382,P0385,2025-06-08 15:22:00,41279.4,NetBanking,30,Electronics,
O03785,C0382,P0028,2025-08-25 11:49:00,18252.02,Card,15,Electronics,
O03780,C0382,P0456,2025-09-28 14:23:00,26952.08,UPI,10,Home,
O03784,C0382,P0463,2026-02-01 21:13:00,2065.81,UPI,40,Home,
O03786,C0382,P0404,2026-02-23 10:19:00,17442.75,UPI,40,Electronics,
O03787,C0382,P0146,2026-04-23 17:55:00,4441.44,UPI,50,Apparel,L
O03779,C0382,P0166,2026-05-22 12:46:00,5169.76,Card,5,Apparel,S
O03790,C0383,P0319,2025-01-22 19:14:00,8656.16,UPI,10,Apparel,M
O03800,C0383,P0170,2025-02-13 18:42:00,1397.06,UPI,5,Footwear,9
O03803,C0383,P0030,2025-04-25 08:00:00,56430.5,UPI,20,Electronics,
O03802,C0383,P0461,2025-09-09 09:52:00,6720.11,NetBanking,30,Apparel,M
O03797,C0383,P0149,2025-09-11 23:55:00,11904.09,NetBanking,0,Electronics,
O03799,C0383,P0263,2025-10-23 18:59:00,1618.18,Card,15,Beauty,
O03798,C0383,P0203,2025-10-29 11:28:00,3373.68,Wallet,10,Grocery,
O03804,C0383,P0029,2025-11-18 18:52:00,2963.12,Card,5,Beauty,
O03789,C0383,P0134,2025-12-08 09:31:00,61840.82,UPI,15,Electronics,
O03794,C0383,P0362,2026-01-11 12:18:00,11783.5,NetBanking,50,Home,
O03795,C0383,P0472,2026-04-03 09:27:00,3851.81,Card,20,Grocery,
O03801,C0383,P0450,2026-05-19 13:58:00,2366.16,Wallet,30,Beauty,
O03796,C0383,P0326,2026-05-24 18:58:00,4737.3,UPI,40,Footwear,10
O03788,C0383,P0477,2026-07-26 21:09:00,1766.84,Card,30,Beauty,
O03793,C0383,P0486,2026-07-27 13:53:00,4492.22,UPI,40,Apparel,S
O03791,C0383,P0096,2026-08-10 16:18:00,5996.99,Card,15,Beauty,
O03792,C0383,P0372,2026-08-17 23:39:00,4536.78,NetBanking,40,Apparel,L
O03805,C0384,P0436,2025-06-08 19:52:00,14862.58,UPI,20,Electronics,
O03806,C0384,P0141,2026-02-08 09:27:00,21267.23,Card,0,Electronics,
O03812,C0384,P0324,2026-03-08 14:45:00,6072.08,Card,40,Home,
O03807,C0384,P0414,2026-03-16 16:19:00,4857.34,UPI,30,Home,
O03811,C0384,P0276,2026-05-12 12:40:00,4097.4,Card,0,Apparel,L
O03809,C0384,P0205,2026-05-15 16:16:00,6420.79,NetBanking,10,Apparel,L
O03808,C0384,P0107,2026-06-20 16:39:00,8402.58,UPI,20,Footwear,10
O03810,C0384,P0266,2026-08-16 19:53:00,6266.95,UPI,0,Beauty,
O03817,C0385,P0253,2025-06-12 20:48:00,10012.04,Card,0,Footwear,7
O03814,C0385,P0348,2025-08-01 22:37:00,6450.56,UPI,5,Apparel,XL
O03815,C0385,P0286,2025-08-19 23:08:00,4410.98,UPI,40,Apparel,L
O03816,C0385,P0221,2025-11-27 12:30:00,9804.78,UPI,0,Home,
O03818,C0385,P0381,2026-05-31 23:58:00,8869.03,Card,20,Footwear,11
O03813,C0385,P0499,2026-06-13 17:50:00,4750.45,UPI,15,Apparel,M
O03824,C0386,P0462,2025-01-25 13:27:00,28459.65,Card,50,Electronics,
O03819,C0386,P0429,2025-02-18 22:01:00,51432.2,UPI,20,Electronics,
O03821,C0386,P0057,2025-06-24 13:26:00,9037.4,Card,10,Home,
O03825,C0386,P0379,2025-07-13 15:20:00,7125.75,UPI,0,Apparel,XL
O03828,C0386,P0053,2025-09-14 22:58:00,7640.54,UPI,0,Beauty,
O03822,C0386,P0356,2025-09-22 10:01:00,3883.25,UPI,0,Electronics,
O03827,C0386,P0175,2026-04-06 19:33:00,7787.8,UPI,20,Apparel,S
O03823,C0386,P0470,2026-05-14 13:46:00,20549.74,UPI,15,Electronics,
O03826,C0386,P0290,2026-06-01 08:33:00,1770.7,UPI,50,Grocery,
O03820,C0386,P0263,2026-06-30 15:44:00,1142.24,UPI,40,Beauty,
O03837,C0387,P0204,2025-01-31 19:09:00,6221.8,Wallet,15,Apparel,L
O03830,C0387,P0385,2025-04-05 18:43:00,47176.46,Card,20,Electronics,
O03840,C0387,P0283,2025-06-06 14:19:00,1177.81,Card,40,Home,
O03836,C0387,P0353,2025-12-19 21:42:00,15762.65,UPI,15,Electronics,
O03833,C0387,P0341,2026-02-11 12:49:00,1198.51,UPI,0,Beauty,
O03838,C0387,P0263,2026-02-21 18:07:00,1713.37,NetBanking,10,Beauty,
O03831,C0387,P0335,2026-04-12 22:49:00,934.18,Card,20,Footwear,10
O03839,C0387,P0188,2026-04-14 15:06:00,3744.93,Card,5,Beauty,
O03832,C0387,P0215,2026-06-08 09:42:00,33132.63,UPI,5,Electronics,
O03835,C0387,P0002,2026-06-25 23:35:00,90540.83,Card,0,Electronics,
O03834,C0387,P0204,2026-07-12 13:46:00,6953.78,UPI,5,Apparel,XL
O03829,C0387,P0319,2026-07-27 20:22:00,9137.05,Card,5,Apparel,S
O03842,C0388,P0134,2025-01-08 19:14:00,69116.21,UPI,5,Electronics,
O03846,C0388,P0079,2025-01-20 19:58:00,4787.21,Card,0,Apparel,S
O03844,C0388,P0086,2025-04-26 08:40:00,6929.14,Card,15,Apparel,XL
O03848,C0388,P0040,2026-01-22 18:51:00,2591.78,UPI,10,Home,
O03845,C0388,P0221,2026-01-30 12:49:00,6863.35,UPI,30,Home,
O03847,C0388,P0201,2026-02-15 23:47:00,1917.13,Card,15,Footwear,8
O03841,C0388,P0099,2026-04-12 20:03:00,1464.88,Wallet,40,Beauty,
O03843,C0388,P0029,2026-05-09 09:06:00,2651.21,NetBanking,15,Beauty,
O03849,C0388,P0495,2026-06-06 23:56:00,24825.45,Wallet,15,Electronics,
O03859,C0389,P0067,2025-04-13 13:25:00,4602.93,NetBanking,30,Beauty,
O03857,C0389,P0467,2025-06-24 17:43:00,14503.67,UPI,20,Home,
O03856,C0389,P0101,2025-06-25 08:04:00,66033.02,UPI,10,Electronics,
O03852,C0389,P0051,2025-07-23 20:45:00,541.06,UPI,15,Apparel,M
O03860,C0389,P0251,2025-11-17 10:49:00,6945.68,UPI,30,Apparel,S
O03854,C0389,P0466,2026-01-14 20:23:00,37808.11,Card,30,Electronics,
O03850,C0389,P0235,2026-02-15 14:30:00,3795.55,Card,20,Apparel,L
O03858,C0389,P0021,2026-03-27 11:50:00,8767.82,Card,10,Apparel,M
O03861,C0389,P0469,2026-04-18 19:05:00,4690.3,Card,40,Apparel,M
O03855,C0389,P0172,2026-05-20 22:03:00,1839.16,UPI,0,Grocery,
O03853,C0389,P0350,2026-05-21 22:09:00,42110.63,UPI,5,Electronics,
O03851,C0389,P0054,2026-07-09 18:44:00,5824.17,UPI,20,Apparel,M
O03863,C0390,P0275,2025-02-11 16:49:00,5095.78,UPI,20,Apparel,L
O03866,C0390,P0482,2025-02-21 11:42:00,1239.68,UPI,40,Grocery,
O03862,C0390,P0235,2025-04-21 17:25:00,4032.77,Wallet,15,Apparel,M
O03864,C0390,P0182,2025-06-30 20:37:00,957.98,UPI,30,Apparel,M
O03867,C0390,P0371,2025-09-11 12:03:00,1628.79,Card,10,Footwear,7
O03868,C0390,P0289,2025-12-25 17:24:00,56922.99,UPI,40,Electronics,
O03865,C0390,P0408,2026-02-05 09:41:00,3288.04,NetBanking,5,Electronics,
O03869,C0390,P0133,2026-05-17 14:41:00,3445.06,UPI,50,Apparel,L
O03881,C0391,P0327,2025-02-13 23:33:00,17263.67,UPI,20,Home,
O03877,C0391,P0498,2025-06-04 10:21:00,469.44,NetBanking,50,Footwear,9
O03872,C0391,P0329,2025-08-28 13:39:00,4740.27,Wallet,15,Footwear,10
O03874,C0391,P0482,2025-09-13 14:41:00,1652.91,Wallet,20,Grocery,
O03871,C0391,P0055,2025-09-28 12:36:00,4787.75,NetBanking,30,Apparel,M
O03883,C0391,P0186,2025-10-08 16:09:00,91842.47,Card,0,Electronics,
O03878,C0391,P0024,2025-10-10 11:42:00,24769.76,UPI,40,Electronics,
O03870,C0391,P0419,2025-10-25 12:23:00,5309.13,Card,30,Apparel,M
O03873,C0391,P0189,2025-11-23 12:03:00,2804.94,Card,20,Footwear,7
O03879,C0391,P0337,2026-02-26 08:25:00,20327.08,UPI,30,Electronics,
O03875,C0391,P0429,2026-04-03 21:43:00,38574.15,NetBanking,40,Electronics,
O03880,C0391,P0178,2026-04-20 20:20:00,4114.58,UPI,40,Home,
O03876,C0391,P0244,2026-04-22 16:01:00,12871.87,UPI,30,Home,
O03882,C0391,P0025,2026-07-05 20:43:00,4731.47,Card,15,Apparel,M
O03885,C0392,P0039,2025-07-12 10:52:00,5731.1,Card,30,Footwear,10
O03884,C0392,P0063,2025-10-28 12:49:00,1219.76,UPI,0,Beauty,
O03888,C0392,P0133,2025-10-29 22:18:00,4134.07,Card,40,Apparel,XL
O03886,C0392,P0390,2025-11-04 16:10:00,1702.34,NetBanking,50,Apparel,L
O03893,C0392,P0174,2025-11-27 23:50:00,40492.09,UPI,20,Electronics,
O03892,C0392,P0065,2025-11-29 11:14:00,11091.64,Card,50,Home,
O03889,C0392,P0276,2026-03-28 12:37:00,3687.66,Card,10,Apparel,S
O03887,C0392,P0122,2026-04-03 09:30:00,41457.14,UPI,30,Electronics,
O03891,C0392,P0232,2026-05-02 19:17:00,1829.03,UPI,40,Apparel,M
O03890,C0392,P0164,2026-06-11 08:30:00,1522.62,UPI,30,Beauty,
O03895,C0393,P0420,2025-02-17 14:02:00,57931.97,Card,0,Electronics,
O03896,C0393,P0420,2025-02-21 13:37:00,57931.97,Card,0,Electronics,
O03894,C0393,P0035,2025-03-10 19:19:00,12386.97,Card,5,Electronics,
O03898,C0393,P0224,2025-04-27 08:52:00,4365.32,NetBanking,5,Footwear,10
O03900,C0393,P0269,2025-05-26 10:18:00,8337.76,NetBanking,20,Home,
O03903,C0393,P0176,2025-08-17 10:41:00,5246.09,UPI,10,Footwear,10
O03897,C0393,P0088,2026-01-09 14:17:00,2980.72,NetBanking,0,Grocery,
O03901,C0393,P0071,2026-05-18 19:18:00,31711.95,Card,30,Electronics,
O03899,C0393,P0294,2026-05-23 12:40:00,5646.4,Card,30,Apparel,XL
O03902,C0393,P0048,2026-06-25 23:18:00,5503.87,UPI,15,Footwear,10
O03907,C0394,P0463,2025-05-19 18:51:00,2065.81,Card,40,Home,
O03910,C0394,P0283,2025-05-22 10:37:00,1864.86,UPI,5,Home,
O03909,C0394,P0308,2025-08-31 15:28:00,3485.43,NetBanking,30,Beauty,
O03904,C0394,P0075,2025-12-07 11:30:00,1862.74,UPI,40,Apparel,M
O03906,C0394,P0126,2025-12-19 09:35:00,7511.88,UPI,30,Footwear,7
O03911,C0394,P0123,2025-12-28 09:59:00,2045.75,Card,15,Apparel,XL
O03905,C0394,P0013,2026-04-19 09:09:00,12914.42,Card,0,Footwear,10
O03908,C0394,P0335,2026-06-21 21:15:00,1109.33,Wallet,5,Footwear,9
O03916,C0395,P0229,2025-02-11 17:26:00,51125.89,Card,20,Electronics,
O03923,C0395,P0106,2025-03-29 15:58:00,4405.32,Wallet,10,Apparel,L
O03913,C0395,P0168,2025-04-16 13:02:00,1871.88,UPI,0,Grocery,
O03921,C0395,P0018,2025-04-25 19:27:00,6903.79,Wallet,0,Footwear,10
O03920,C0395,P0414,2025-06-08 19:49:00,6245.15,Card,10,Home,
O03917,C0395,P0120,2025-08-15 20:17:00,82330.95,Card,5,Electronics,
O03915,C0395,P0217,2025-08-21 23:29:00,1793.36,Card,40,Home,
O03918,C0395,P0330,2026-02-17 16:10:00,13970.26,UPI,5,Footwear,11
O03919,C0395,P0339,2026-03-04 20:09:00,4569.44,Card,30,Footwear,9
O03912,C0395,P0435,2026-04-25 11:51:00,10131.14,UPI,30,Footwear,8
O03924,C0395,P0318,2026-06-12 17:23:00,6795.5,UPI,30,Footwear,9
O03914,C0395,P0098,2026-06-25 08:21:00,2715.66,Card,20,Grocery,
O03922,C0395,P0161,2026-07-15 12:15:00,13291.99,NetBanking,10,Home,
O03925,C0396,P0372,2025-11-26 13:01:00,3780.65,UPI,50,Apparel,S
O03927,C0396,P0351,2025-12-30 23:25:00,57746.34,UPI,20,Electronics,
O03926,C0396,P0203,2026-03-14 17:26:00,3186.25,UPI,15,Grocery,
O03929,C0396,P0380,2026-04-26 15:45:00,10623.98,UPI,30,Home,
O03928,C0396,P0480,2026-05-09 13:33:00,2421.34,UPI,15,Beauty,
O03930,C0396,P0367,2026-06-16 15:27:00,2287.91,UPI,5,Apparel,L
O03936,C0397,P0439,2025-03-18 23:53:00,1001.48,Card,10,Apparel,S
O03940,C0397,P0071,2025-05-28 20:26:00,45302.79,UPI,0,Electronics,
O03939,C0397,P0456,2025-08-24 12:08:00,29946.75,UPI,0,Home,
O03935,C0397,P0242,2025-11-12 18:28:00,992.12,UPI,40,Footwear,11
O03934,C0397,P0178,2025-11-21 23:38:00,5828.99,Card,15,Home,
O03938,C0397,P0293,2026-01-11 22:19:00,1792.4,UPI,10,Beauty,
O03937,C0397,P0252,2026-02-21 22:20:00,50091.58,Card,40,Electronics,
O03932,C0397,P0198,2026-05-06 14:45:00,10382.59,UPI,15,Footwear,8
O03931,C0397,P0429,2026-06-23 16:04:00,57861.22,UPI,10,Electronics,
O03933,C0397,P0463,2026-07-04 11:28:00,2410.11,UPI,30,Home,
O03942,C0398,P0460,2025-05-16 16:17:00,7190.82,UPI,10,Apparel,L
O03944,C0398,P0087,2025-07-08 14:39:00,1281.16,UPI,40,Home,
O03945,C0398,P0248,2025-07-26 20:18:00,18193.49,UPI,0,Electronics,
O03941,C0398,P0466,2025-07-26 21:06:00,54011.59,UPI,0,Electronics,
O03947,C0398,P0132,2026-01-09 17:23:00,23848.45,NetBanking,20,Home,
O03943,C0398,P0395,2026-02-03 21:51:00,2464.6,NetBanking,15,Grocery,
O03946,C0398,P0213,2026-05-02 12:56:00,18700.46,UPI,30,Home,
O03956,C0399,P0170,2025-01-07 19:57:00,1470.59,Card,0,Footwear,8
O03960,C0399,P0227,2025-01-26 18:49:00,8150.66,Card,40,Footwear,10
O03958,C0399,P0168,2025-03-19 09:16:00,1871.88,NetBanking,0,Grocery,
O03957,C0399,P0367,2025-04-16 17:31:00,1685.83,UPI,30,Apparel,XL
O03950,C0399,P0049,2025-04-17 20:59:00,2592.26,NetBanking,5,Grocery,
O03964,C0399,P0281,2025-04-23 19:18:00,9430.04,Card,50,Home,
O03948,C0399,P0282,2025-05-07 11:10:00,2518.87,UPI,0,Beauty,
O03949,C0399,P0500,2025-05-25 18:46:00,1483.56,Card,0,Electronics,
O03959,C0399,P0227,2025-06-24 08:25:00,13584.43,NetBanking,0,Footwear,7
O03963,C0399,P0035,2025-07-08 16:14:00,13038.92,UPI,0,Electronics,
O03953,C0399,P0186,2025-08-09 13:43:00,64289.73,NetBanking,30,Electronics,
O03965,C0399,P0174,2025-11-28 22:22:00,40492.09,Card,20,Electronics,
O03961,C0399,P0163,2026-02-18 09:24:00,5365.89,UPI,40,Apparel,L
O03951,C0399,P0011,2026-03-24 22:10:00,13287.06,NetBanking,30,Electronics,
O03955,C0399,P0082,2026-04-28 11:30:00,4923.44,Card,20,Home,
O03954,C0399,P0354,2026-05-24 19:11:00,6036.58,UPI,5,Apparel,S
O03962,C0399,P0032,2026-06-04 10:49:00,85955.75,UPI,0,Electronics,
O03952,C0399,P0036,2026-07-27 11:13:00,6139.11,NetBanking,15,Beauty,
O03974,C0400,P0107,2025-07-26 15:04:00,10503.23,UPI,0,Footwear,10
O03967,C0400,P0326,2025-08-05 18:46:00,6711.18,UPI,15,Footwear,10
O03970,C0400,P0401,2025-09-13 21:35:00,25875.65,UPI,15,Electronics,
O03968,C0400,P0155,2025-09-20 18:22:00,2583.6,Card,20,Grocery,
O03971,C0400,P0378,2025-09-23 20:10:00,726.6,UPI,40,Grocery,
O03966,C0400,P0325,2025-10-17 17:26:00,7432.19,Card,20,Apparel,XL
O03972,C0400,P0249,2025-11-04 20:16:00,5969.84,Card,10,Apparel,XL
O03973,C0400,P0293,2026-02-14 13:15:00,1593.24,UPI,20,Beauty,
O03969,C0400,P0098,2026-06-25 20:43:00,1697.28,NetBanking,50,Grocery,
O03981,C0401,P0341,2025-04-27 13:23:00,1198.51,Card,0,Beauty,
O03985,C0401,P0202,2025-05-09 21:44:00,955.61,UPI,0,Beauty,
O03980,C0401,P0237,2025-06-07 17:11:00,27037.04,NetBanking,15,Electronics,
O03982,C0401,P0265,2025-06-29 15:27:00,7739.77,NetBanking,20,Home,
O03979,C0401,P0269,2025-08-03 22:49:00,9901.09,Card,5,Home,
O03984,C0401,P0128,2025-08-05 14:19:00,4479.8,Card,10,Apparel,L
O03977,C0401,P0286,2025-08-28 14:37:00,5146.14,UPI,30,Apparel,S
O03986,C0401,P0247,2025-09-17 18:04:00,499.43,UPI,30,Beauty,
O03978,C0401,P0074,2025-10-20 18:20:00,4983.42,NetBanking,30,Apparel,L
O03975,C0401,P0388,2025-11-04 17:32:00,2911.09,UPI,5,Beauty,
O03976,C0401,P0151,2025-11-12 12:03:00,5026.4,UPI,15,Footwear,10
O03983,C0401,P0081,2026-07-22 12:29:00,46840.62,Card,20,Electronics,
O03990,C0402,P0304,2025-05-02 18:11:00,2486.69,UPI,10,Apparel,S
O03991,C0402,P0060,2025-08-12 12:50:00,1691.36,UPI,15,Footwear,7
O03995,C0402,P0312,2025-11-10 21:33:00,30207.44,NetBanking,15,Electronics,
O03993,C0402,P0105,2025-11-20 08:49:00,7830.4,Card,15,Apparel,S
O03987,C0402,P0416,2025-11-20 14:56:00,7200.89,Card,0,Apparel,M
O03992,C0402,P0141,2025-12-05 17:05:00,14887.06,UPI,30,Electronics,
O03989,C0402,P0130,2026-02-20 20:42:00,5380.98,Wallet,30,Apparel,S
O03994,C0402,P0411,2026-05-12 22:26:00,1197.74,UPI,15,Grocery,
O03988,C0402,P0479,2026-06-29 17:35:00,71039.96,UPI,5,Electronics,
O04001,C0403,P0280,2025-03-15 21:44:00,9153.79,Card,40,Electronics,
O04005,C0403,P0285,2025-08-29 21:06:00,1825.78,UPI,40,Grocery,
O04006,C0403,P0490,2025-10-03 12:32:00,5776.78,Card,10,Home,
O03996,C0403,P0410,2025-10-10 20:48:00,20489.76,UPI,20,Home,
O04000,C0403,P0141,2025-10-19 12:54:00,18077.15,UPI,15,Electronics,
O03998,C0403,P0390,2025-11-13 22:19:00,2893.98,UPI,15,Apparel,L
O04003,C0403,P0301,2025-12-15 23:51:00,4142.26,UPI,20,Apparel,S
O03999,C0403,P0436,2026-02-06 15:39:00,13004.76,Card,30,Electronics,
O03997,C0403,P0044,2026-02-21 20:44:00,4653.13,Card,40,Beauty,
O04002,C0403,P0353,2026-02-27 22:20:00,14835.43,Card,20,Electronics,
O04004,C0403,P0018,2026-03-23 18:42:00,6558.6,UPI,5,Footwear,11
O04010,C0404,P0002,2025-01-01 22:54:00,81486.75,Card,10,Electronics,
O04014,C0404,P0482,2025-04-20 18:21:00,1652.91,NetBanking,20,Grocery,
O04008,C0404,P0406,2025-05-07 21:03:00,5543.32,UPI,50,Home,
