order_id,returned,return_reason,days_to_return
O03570,0,,0
O03578,0,,0
O03579,0,,0
O03581,0,,0
O03580,0,,0
O03576,0,,0
O03577,0,,0
O03582,0,,0
O03583,0,,0
O03585,0,,0
O03586,1,Product mismatch,7
O03584,0,,0
O03592,0,,0
O03591,0,,0
O03587,0,,0
O03589,0,,0
O03595,0,,0
O03590,0,,0
O03588,0,,0
O03594,0,,0
O03593,0,,0
O03601,0,,0
O03596,0,,0
O03602,0,,0
O03597,0,,0
O03604,0,,0
O03600,0,,0
O03599,0,,0
O03598,0,,0
O03603,0,,0
O03610,0,,0
O03609,1,Product mismatch,7
O03611,0,,0
O03607,1,Damaged product,14
O03606,0,,0
O03608,0,,0
O03605,0,,0
O03613,0,,0
O03619,0,,0
O03614,0,,0
O03615,0,,0
O03617,0,,0
O03616,0,,0
O03612,1,Product mismatch,11
O03618,0,,0
O03623,0,,0
O03620,0,,0
O03621,0,,0
O03624,0,,0
O03622,0,,0
O03625,1,Damaged product,9
O03626,0,,0
O03631,0,,0
O03632,0,,0
O03630,0,,0
O03627,0,,0
O03629,0,,0
O03634,0,,0
O03633,0,,0
O03628,0,,0
O03635,0,,0
O03640,0,,0
O03637,0,,0
O03638,0,,0
O03636,0,,0
O03639,0,,0
O03643,0,,0
O03644,0,,0
O03649,0,,0
O03641,0,,0
O03642,0,,0
O03645,1,Changed mind,10
O03648,0,,0
O03650,0,,0
O03646,1,Changed mind,2
O03647,1,Size issue,2
O03655,0,,0
O03652,0,,0
O03657,0,,0
O03656,1,Changed mind,4
O03651,0,,0
O03653,0,,0
O03658,0,,0
O03659,0,,0
O03654,0,,0
O03660,0,,0
O03662,0,,0
O03663,0,,0
O03661,1,Changed mind,7
O03664,0,,0
O03665,0,,0
O03675,1,Damaged product,11
O03667,0,,0
O03666,1,Changed mind,10
O03668,0,,0
O03673,0,,0
O03676,0,,0
O03670,0,,0
O03674,0,,0
O03669,0,,0
O03671,0,,0
O03672,0,,0
O03681,0,,0
O03680,0,,0
O03677,0,,0
O03678,1,Size issue,6
O03682,0,,0
O03679,0,,0
O03685,0,,0
O03683,0,,0
O03684,1,Product mismatch,6
O03693,0,,0
O03688,0,,0
O03694,0,,0
O03690,0,,0
O03687,0,,0
O03691,0,,0
O03692,0,,0
O03686,1,Product mismatch,2
O03695,0,,0
O03689,0,,0
O03701,0,,0
O03700,0,,0
O03696,0,,0
O03697,0,,0
O03699,0,,0
O03698,0,,0
O03702,0,,0
O03703,0,,0
O03711,0,,0
O03712,1,Product mismatch,4
O03714,0,,0
O03710,1,Product mismatch,13
O03706,0,,0
O03713,0,,0
O03709,1,Changed mind,5
O03705,0,,0
O03704,0,,0
O03708,0,,0
O03707,0,,0
O03718,0,,0
O03717,0,,0
O03721,0,,0
O03716,1,Damaged product,6
O03719,0,,0
O03722,0,,0
O03724,0,,0
O03715,0,,0
O03723,0,,0
O03720,1,Changed mind,8
O03732,0,,0
O03729,0,,0
O03730,0,,0
O03728,0,,0
O03727,0,,0
O03731,0,,0
O03725,0,,0
O03726,0,,0
O03735,0,,0
O03733,0,,0
O03734,0,,0
O03746,0,,0
O03744,0,,0
O03742,0,,0
O03736,0,,0
O03738,0,,0
O03747,1,Size issue,6
O03743,0,,0
O03745,0,,0
O03740,0,,0
O03737,0,,0
O03739,0,,0
O03741,0,,0
O03758,0,,0
O03752,0,,0
O03751,0,,0
O03759,0,,0
O03755,0,,0
O03750,0,,0
O03756,0,,0
O03757,0,,0
O03749,1,Damaged product,12
O03748,0,,0
O03753,0,,0
O03754,0,,0
O03762,1,Product mismatch,14
O03763,0,,0
O03765,0,,0
O03767,0,,0
O03766,0,,0
O03761,0,,0
O03764,0,,0
O03760,1,Product mismatch,2
O03778,0,,0
O03776,0,,0
O03773,0,,0
O03770,0,,0
O03771,0,,0
O03777,0,,0
O03769,0,,0
O03775,0,,0
O03772,0,,0
O03768,0,,0
O03774,0,,0
O03783,0,,0
O03781,1,Changed mind,11
O03782,0,,0
O03785,0,,0
O03780,0,,0
O03784,0,,0
O03786,0,,0
O03787,0,,0
O03779,0,,0
O03790,0,,0
O03800,0,,0
O03803,0,,0
O03802,0,,0
O03797,1,Changed mind,13
O03799,0,,0
O03798,0,,0
O03804,0,,0
O03789,0,,0
O03794,0,,0
O03795,0,,0
O03801,0,,0
O03796,0,,0
O03788,0,,0
O03793,0,,0
O03791,0,,0
O03792,0,,0
O03805,0,,0
O03806,0,,0
O03812,1,Changed mind,14
O03807,0,,0
O03811,1,Size issue,13
O03809,0,,0
O03808,0,,0
O03810,0,,0
O03817,0,,0
O03814,0,,0
O03815,0,,0
O03816,1,Damaged product,2
O03818,0,,0
O03813,0,,0
O03824,0,,0
O03819,0,,0
O03821,0,,0
O03825,0,,0
O03828,0,,0
O03822,0,,0
O03827,0,,0
O03823,0,,0
O03826,0,,0
O03820,0,,0
O03837,0,,0
O03830,0,,0
O03840,0,,0
O03836,0,,0
O03833,0,,0
O03838,0,,0
O03831,0,,0
O03839,0,,0
O03832,0,,0
O03835,0,,0
O03834,0,,0
O03829,0,,0
O03842,0,,0
O03846,0,,0
O03844,0,,0
O03848,0,,0
O03845,0,,0
O03847,0,,0
O03841,0,,0
O03843,0,,0
O03849,0,,0
O03859,0,,0
O03857,0,,0
O03856,0,,0
O03852,0,,0
O03860,0,,0
O03854,0,,0
O03850,0,,0
O03858,0,,0
O03861,0,,0
O03855,0,,0
O03853,0,,0
O03851,0,,0
O03863,0,,0
O03866,0,,0
O03862,0,,0
O03864,0,,0
O03867,0,,0
O03868,0,,0
O03865,0,,0
O03869,0,,0
O03881,0,,0
O03877,0,,0
O03872,0,,0
O03874,0,,0
O03871,1,Size issue,7
O03883,0,,0
O03878,0,,0
O03870,1,Size issue,5
O03873,0,,0
O03879,0,,0
O03875,0,,0
O03880,1,Damaged product,4
O03876,0,,0
O03882,0,,0
O03885,0,,0
O03884,0,,0
O03888,0,,0
O03886,1,Product mismatch,10
O03893,0,,0
O03892,1,Product mismatch,3
O03889,0,,0
O03887,1,Damaged product,2
O03891,0,,0
O03890,1,Damaged product,11
O03895,0,,0
O03896,0,,0
O03894,0,,0
O03898,0,,0
O03900,0,,0
O03903,0,,0
O03897,0,,0
O03901,0,,0
O03899,0,,0
O03902,0,,0
O03907,0,,0
O03910,0,,0
O03909,0,,0
O03904,0,,0
O03906,0,,0
O03911,0,,0
O03905,0,,0
O03908,0,,0
O03916,0,,0
O03923,0,,0
O03913,1,Product mismatch,12
O03921,0,,0
O03920,0,,0
O03917,0,,0
O03915,1,Changed mind,11
O03918,0,,0
O03919,0,,0
O03912,0,,0
O03924,0,,0
O03914,0,,0
O03922,1,Damaged product,8
O03925,0,,0
O03927,0,,0
O03926,0,,0
O03929,0,,0
O03928,0,,0
O03930,0,,0
O03936,0,,0
O03940,0,,0
O03939,0,,0
O03935,0,,0
O03934,0,,0
O03938,1,Product mismatch,2
O03937,0,,0
O03932,0,,0
O03931,0,,0
O03933,0,,0
O03942,1,Changed mind,11
O03944,0,,0
O03945,0,,0
O03941,0,,0
O03947,0,,0
O03943,0,,0
O03946,0,,0
O03956,0,,0
O03960,0,,0
O03958,0,,0
O03957,0,,0
O03950,0,,0
O03964,0,,0
O03948,0,,0
O03949,0,,0
O03959,0,,0
O03963,0,,0
O03953,0,,0
O03965,0,,0
O03961,0,,0
O03951,0,,0
O03955,0,,0
O03954,0,,0
O03962,0,,0
O03952,0,,0
O03974,0,,0
O03967,0,,0
O03970,0,,0
O03968,0,,0
O03971,0,,0
O03966,0,,0
O03972,1,Product mismatch,4
O03973,0,,0
O03969,0,,0
O03981,0,,0
O03985,0,,0
O03980,0,,0
O03982,0,,0
O03979,0,,0
O03984,0,,0
O03977,0,,0
O03986,0,,0
O03978,0,,0
O03975,0,,0
O03976,0,,0
O03983,0,,0
O03990,0,,0
O03991,0,,0
O03995,0,,0
O03993,1,Product mismatch,11
O03987,0,,0
O03992,0,,0
O03989,0,,0
O03994,0,,0
O03988,0,,0
O04001,0,,0
O04005,0,,0
O04006,0,,0
O03996,0,,0
O04000,0,,0
O03998,0,,0
O04003,0,,0
O03999,0,,0
O03997,0,,0
O04002,0,,0
O04004,0,,0
O04010,0,,0
O04014,0,,0
O04008,0,,0
O04007,0,,0
O04016,0,,0
O04015,0,,0
O04012,1,Product mismatch,5
O04009,0,,0
O04011,1,Size issue,14
O04013,0,,0
O04019,0,,0
O04018,0,,0
O04020,0,,0
O04023,0,,0
O04017,0,,0
O04021,0,,0
O04024,0,,0
O04022,0,,0
O04026,0,,0
O04027,1,Changed mind,5
O04025,0,,0
O04035,0,,0
O04030,0,,0
O04033,0,,0
O04029,0,,0
O04028,0,,0
O04031,1,Changed mind,6
O04034,0,,0
O04032,0,,0
O04045,0,,0
O04042,0,,0
O04041,0,,0
O04049,0,,0
O04050,0,,0
O04038,0,,0
O04046,0,,0
O04043,0,,0
O04048,0,,0
O04044,0,,0
O04040,0,,0
O04036,0,,0
O04039,0,,0
O04037,1,Damaged product,13
O04047,0,,0
O04051,0,,0
O04058,0,,0
O04056,1,Changed mind,7
O04052,1,Product mismatch,3
O04057,0,,0
O04053,0,,0
O04054,1,Size issue,2
O04055,0,,0
O04060,0,,0
O04064,0,,0
O04062,0,,0
O04065,0,,0
O04059,1,Product mismatch,8
O04067,0,,0
O04061,0,,0
O04063,1,Damaged product,11
O04066,0,,0
O04071,0,,0
O04073,0,,0
O04074,0,,0
O04068,0,,0
O04069,0,,0
O04070,0,,0
O04072,0,,0
O04075,0,,0
O04077,1,Damaged product,4
O04076,0,,0
O04081,0,,0
O04083,0,,0
O04078,0,,0
O04080,1,Changed mind,9
O04079,1,Size issue,9
O04082,0,,0
O04085,0,,0
O04088,0,,0
O04091,0,,0
O04090,0,,0
O04084,0,,0
O04086,0,,0
O04093,0,,0
O04089,0,,0
O04092,0,,0
O04094,0,,0
O04087,0,,0
O04101,0,,0
O04100,0,,0
O04107,0,,0
O04096,0,,0
O04095,0,,0
O04099,0,,0
O04105,0,,0
O04104,0,,0
O04097,0,,0
O04102,0,,0
O04106,0,,0
O04109,0,,0
O04098,1,Product mismatch,3
O04103,0,,0
O04108,0,,0
O04115,1,Size issue,12
O04113,0,,0
O04111,0,,0
O04110,0,,0
O04112,0,,0
O04116,0,,0
O04114,0,,0
O04123,0,,0
O04124,0,,0
O04121,0,,0
O04120,0,,0
O04119,0,,0
O04125,0,,0
O04118,0,,0
O04126,0,,0
O04122,0,,0
O04127,0,,0
O04117,1,Product mismatch,7
O04137,0,,0
O04131,0,,0
O04140,0,,0
O04130,0,,0
O04141,0,,0
O04129,0,,0
O04138,0,,0
O04132,0,,0
O04128,0,,0
O04139,0,,0
O04134,0,,0
O04142,1,Product mismatch,2
O04136,0,,0
O04135,0,,0
O04133,0,,0
O04148,0,,0
O04144,0,,0
O04149,0,,0
O04145,0,,0
O04146,0,,0
O04147,0,,0
O04143,0,,0
O04154,0,,0
O04153,0,,0
O04155,0,,0
O04152,0,,0
O04150,1,Changed mind,10
O04151,0,,0
O04156,1,Size issue,9
O04158,0,,0
O04162,0,,0
O04160,0,,0
O04157,0,,0
O04163,0,,0
O04161,0,,0
O04159,0,,0
O04166,0,,0
O04165,0,,0
O04164,0,,0
O04168,0,,0
O04167,0,,0
O04172,0,,0
O04170,0,,0
O04171,0,,0
O04169,0,,0
O04175,0,,0
O04177,0,,0
O04180,0,,0
O04176,0,,0
O04181,1,Product mismatch,9
O04182,0,,0
O04173,0,,0
O04178,0,,0
O04185,0,,0
O04184,0,,0
O04174,1,Size issue,8
O04179,0,,0
O04183,0,,0
O04192,0,,0
O04186,0,,0
O04190,0,,0
O04187,0,,0
O04191,0,,0
O04194,0,,0
O04195,0,,0
O04188,1,Changed mind,4
O04193,0,,0
O04189,0,,0
O04196,0,,0
O04197,1,Product mismatch,8
O04200,1,Changed mind,9
O04198,0,,0
O04199,0,,0
O04201,0,,0
O04202,0,,0
O04204,0,,0
O04203,0,,0
O04207,1,Product mismatch,11
O04209,0,,0
O04206,0,,0
O04205,0,,0
O04208,0,,0
O04211,0,,0
O04213,0,,0
O04212,0,,0
O04210,0,,0
O04226,0,,0
O04223,0,,0
O04221,0,,0
O04219,0,,0
O04216,0,,0
O04215,0,,0
O04217,0,,0
O04218,0,,0
O04224,0,,0
O04222,0,,0
O04225,0,,0
O04220,0,,0
O04214,0,,0
O04230,0,,0
O04227,0,,0
O04231,0,,0
O04232,0,,0
O04233,0,,0
O04228,0,,0
O04234,0,,0
O04229,0,,0
O04244,0,,0
O04241,0,,0
O04237,0,,0
O04242,0,,0
O04240,0,,0
O04245,0,,0
O04235,0,,0
O04236,0,,0
O04247,1,Product mismatch,7
O04239,0,,0
O04243,0,,0
O04238,0,,0
O04246,0,,0
O04255,1,Changed mind,9
O04258,0,,0
O04257,0,,0
O04251,0,,0
O04259,0,,0
O04254,0,,0
O04260,1,Size issue,10
O04256,0,,0
O04252,0,,0
O04248,0,,0
O04250,0,,0
O04249,0,,0
O04253,0,,0
O04263,0,,0
O04264,0,,0
O04262,0,,0
O04267,0,,0
O04261,0,,0
O04266,0,,0
O04265,0,,0
O04279,0,,0
O04275,0,,0
O04270,0,,0
O04276,0,,0
O04274,0,,0
O04273,0,,0
O04281,0,,0
O04277,0,,0
O04280,1,Changed mind,4
O04269,0,,0
O04271,0,,0
O04278,0,,0
O04272,0,,0
O04268,0,,0
O04286,0,,0
O04288,0,,0
O04284,0,,0
O04285,0,,0
O04290,0,,0
O04282,0,,0
O04287,0,,0
O04289,0,,0
O04283,0,,0
O04291,0,,0
O04294,0,,0
O04292,0,,0
O04296,0,,0
O04295,0,,0
O04297,0,,0
O04293,0,,0
O04306,0,,0
O04299,0,,0
O04303,0,,0
O04309,0,,0
O04302,0,,0
O04304,0,,0
O04300,0,,0
O04301,0,,0
O04308,0,,0
O04307,0,,0
O04305,0,,0
O04298,0,,0
O04310,1,Product mismatch,2
O04318,0,,0
O04319,0,,0
O04320,0,,0
O04317,0,,0
O04313,0,,0
O04311,0,,0
O04314,0,,0
O04316,0,,0
O04315,0,,0
O04312,0,,0
O04328,0,,0
O04329,0,,0
O04321,0,,0
O04326,0,,0
O04322,0,,0
O04323,0,,0
O04324,0,,0
O04330,0,,0
O04325,0,,0
O04327,0,,0
O04331,0,,0
O04332,0,,0
O04333,0,,0
O04334,0,,0
O04337,0,,0
O04338,0,,0
O04336,0,,0
O04335,0,,0
O04347,0,,0
O04339,0,,0
O04346,0,,0
O04343,0,,0
O04348,0,,0
O04344,1,Changed mind,6
O04340,0,,0
O04341,0,,0
O04349,0,,0
O04342,0,,0
O04345,0,,0
O04357,0,,0
O04351,0,,0
O04356,0,,0
O04354,0,,0
O04350,0,,0
O04353,0,,0
O04355,0,,0
O04358,0,,0
O04352,1,Product mismatch,5
O04363,0,,0
O04366,0,,0
O04365,0,,0
O04362,0,,0
O04360,0,,0
O04359,1,Changed mind,4
O04364,0,,0
O04361,0,,0
O04367,0,,0
O04368,0,,0
O04370,0,,0
O04374,0,,0
O04371,0,,0
O04372,0,,0
O04369,0,,0
O04373,0,,0
O04375,0,,0
O04377,0,,0
O04379,0,,0
O04378,0,,0
O04376,0,,0
O04384,0,,0
O04385,0,,0
O04386,0,,0
O04382,0,,0
O04387,0,,0
O04388,0,,0
O04383,0,,0
O04380,0,,0
O04381,0,,0
O04390,0,,0
O04393,0,,0
O04396,0,,0
O04397,0,,0
O04392,0,,0
O04399,0,,0
O04389,0,,0
O04400,0,,0
O04391,0,,0
O04394,0,,0
O04398,0,,0
O04395,0,,0
O04401,0,,0
O04407,0,,0
O04404,0,,0
O04402,0,,0
O04403,0,,0
O04408,0,,0
O04406,0,,0
O04409,0,,0
O04405,1,Product mismatch,13
O04410,0,,0
O04412,1,Changed mind,10
O04411,0,,0
O04414,0,,0
O04413,0,,0
O04417,0,,0
O04418,0,,0
O04416,0,,0
O04415,0,,0
O04421,0,,0
O04424,0,,0
O04422,0,,0
O04420,0,,0
O04419,0,,0
O04423,0,,0
O04425,0,,0
O04426,0,,0
O04428,0,,0
O04427,0,,0
O04430,0,,0
O04429,0,,0
O04436,0,,0
O04431,0,,0
O04432,0,,0
O04435,0,,0
O04433,0,,0
O04434,0,,0
O04441,0,,0
O04439,0,,0
O04437,0,,0
O04443,0,,0
O04444,0,,0
O04445,0,,0
O04446,0,,0
O04442,0,,0
O04440,0,,0
O04438,0,,0
O04454,0,,0
O04456,1,Changed mind,5
O04449,0,,0
O04455,0,,0
O04451,0,,0
O04448,1,Changed mind,7
O04452,0,,0
O04450,0,,0
O04453,0,,0
O04447,0,,0
O04464,0,,0
O04460,0,,0
O04466,0,,0
O04459,0,,0
O04463,0,,0
O04461,0,,0
O04465,0,,0
O04458,0,,0
O04462,0,,0
O04467,0,,0
O04457,0,,0
O04475,0,,0
O04474,0,,0
O04469,0,,0
O04470,1,Product mismatch,8
O04476,0,,0
O04473,0,,0
O04472,0,,0
O04477,0,,0
O04471,0,,0
O04468,0,,0
O04482,0,,0
O04486,0,,0
O04488,0,,0
O04479,0,,0
O04485,0,,0
O04489,0,,0
O04487,0,,0
O04478,0,,0
O04480,1,Damaged product,12
O04484,1,Size issue,2
O04481,0,,0
O04483,1,Product mismatch,9
O04493,0,,0
O04501,0,,0
O04496,0,,0
O04491,0,,0
O04498,0,,0
O04497,0,,0
O04499,0,,0
O04492,0,,0
O04490,1,Changed mind,5
O04495,0,,0
O04500,0,,0
O04494,1,Damaged product,3
O04504,0,,0
O04512,0,,0
O04506,1,Size issue,6
O04507,0,,0
O04511,1,Changed mind,2
O04509,1,Size issue,6
O04502,0,,0
O04510,0,,0
O04503,0,,0
O04508,0,,0
O04505,0,,0
O04522,0,,0
O04520,0,,0
O04515,0,,0
O04523,0,,0
O04514,0,,0
O04521,0,,0
O04517,0,,0
O04519,0,,0
O04518,0,,0
O04516,0,,0
O04513,0,,0
O04527,0,,0
O04529,1,Damaged product,7
O04524,0,,0
O04528,0,,0
O04525,1,Product mismatch,4
O04530,0,,0
O04526,0,,0
O04531,1,Product mismatch,2
O04533,0,,0
O04535,0,,0
O04532,0,,0
O04534,0,,0
O04539,0,,0
O04544,0,,0
O04536,0,,0
O04540,0,,0
O04542,0,,0
O04541,0,,0
O04545,0,,0
O04538,0,,0
O04543,0,,0
O04537,0,,0
O04555,0,,0
O04554,0,,0
O04548,0,,0
O04552,0,,0
O04553,0,,0
O04551,1,Product mismatch,2
O04547,0,,0
O04550,0,,0
O04549,0,,0
O04546,0,,0
O04567,0,,0
O04564,0,,0
O04562,0,,0
O04556,0,,0
O04565,0,,0
O04560,0,,0
O04557,0,,0
O04558,0,,0
O04561,1,Product mismatch,9
O04559,0,,0
O04563,0,,0
O04566,0,,0
O04568,0,,0
O04573,0,,0
O04570,1,Changed mind,8
O04574,0,,0
O04571,0,,0
O04572,0,,0
O04575,0,,0
O04569,0,,0
O04578,0,,0
O04586,0,,0
O04580,0,,0
O04583,0,,0
O04582,0,,0
O04576,0,,0
O04577,0,,0
O04581,1,Changed mind,12
O04587,0,,0
O04579,0,,0
O04584,0,,0
O04585,0,,0
O04592,0,,0
O04594,0,,0
O04601,0,,0
O04599,0,,0
O04588,0,,0
O04600,1,Size issue,11
O04598,0,,0
O04595,0,,0
O04593,0,,0
O04591,1,Product mismatch,5
O04603,0,,0
O04590,0,,0
O04597,0,,0
O04596,1,Product mismatch,3
O04602,0,,0
O04589,0,,0
O04613,0,,0
O04604,0,,0
O04610,0,,0
O04605,0,,0
O04614,0,,0
O04607,0,,0
O04617,0,,0
O04608,0,,0
O04611,0,,0
O04612,0,,0
O04616,0,,0
O04609,1,Size issue,6
O04606,0,,0
O04615,0,,0
O04622,1,Changed mind,10
O04621,0,,0
O04618,0,,0
O04626,0,,0
O04624,0,,0
O04623,0,,0
O04625,0,,0
O04619,0,,0
O04620,0,,0
O04638,0,,0
O04637,0,,0
O04630,0,,0
O04631,0,,0
O04633,0,,0
O04632,0,,0
O04629,1,Changed mind,6
O04634,0,,0
O04627,0,,0
O04636,0,,0
O04628,0,,0
O04635,0,,0
O04644,0,,0
O04643,0,,0
O04648,0,,0
O04639,0,,0
O04647,1,Changed mind,5
O04646,0,,0
O04642,0,,0
O04640,0,,0
O04649,0,,0
O04641,0,,0
O04645,0,,0
O04657,0,,0
O04658,0,,0
O04653,0,,0
O04656,1,Size issue,12
O04655,0,,0
O04650,0,,0
O04651,1,Size issue,6
O04652,0,,0
O04654,1,Changed mind,10
O04659,0,,0
O04662,0,,0
O04666,0,,0
O04664,0,,0
O04665,0,,0
O04660,0,,0
O04667,0,,0
O04663,0,,0
O04661,1,Product mismatch,13
O04669,0,,0
O04674,0,,0
O04675,0,,0
O04676,0,,0
O04670,1,Size issue,3
O04677,0,,0
O04671,1,Size issue,14
O04668,0,,0
O04672,0,,0
O04673,0,,0
O04692,0,,0
O04687,0,,0
O04681,0,,0
O04684,0,,0
O04689,0,,0
O04690,0,,0
O04686,0,,0
O04685,0,,0
O04682,0,,0
O04678,0,,0
O04688,0,,0
O04683,0,,0
O04680,0,,0
O04691,0,,0
O04679,0,,0
O04693,0,,0
O04699,1,Product mismatch,10
O04700,0,,0
O04696,0,,0
O04698,0,,0
O04695,1,Size issue,10
O04697,0,,0
O04694,0,,0
O04706,0,,0
O04705,0,,0
O04708,0,,0
O04702,0,,0
O04707,0,,0
O04701,0,,0
O04704,0,,0
O04703,0,,0
O04711,1,Size issue,11
O04718,1,Product mismatch,12
O04717,1,Damaged product,4
O04710,0,,0
O04709,1,Size issue,8
O04716,0,,0
O04714,0,,0
O04713,1,Changed mind,4
O04719,0,,0
O04715,0,,0
O04712,0,,0
O04720,0,,0
O04730,0,,0
O04729,0,,0
O04727,0,,0
O04725,0,,0
O04723,0,,0
O04721,0,,0
O04728,0,,0
O04731,0,,0
O04724,0,,0
O04726,0,,0
O04722,0,,0
O04732,0,,0
O04738,0,,0
O04736,0,,0
O04737,0,,0
O04739,0,,0
O04735,0,,0
O04733,0,,0
O04734,0,,0
O04742,0,,0
O04745,0,,0
O04743,0,,0
O04740,0,,0
O04741,1,Changed mind,3
O04744,1,Product mismatch,13
O04747,0,,0
O04749,1,Size issue,4
O04751,1,Changed mind,9
O04750,0,,0
O04746,0,,0
O04748,0,,0
O04756,0,,0
O04752,0,,0
O04753,0,,0
O04755,0,,0
O04754,0,,0
O04759,0,,0
O04760,0,,0
O04761,0,,0
O04763,0,,0
O04766,0,,0
O04758,1,Product mismatch,10
O04762,0,,0
O04767,0,,0
O04764,0,,0
O04757,0,,0
O04765,0,,0
O04770,0,,0
O04768,0,,0
O04773,0,,0
O04771,0,,0
O04772,0,,0
O04769,0,,0
O04784,0,,0
O04780,0,,0
O04774,0,,0
O04779,0,,0
O04775,0,,0
O04783,1,Damaged product,12
O04778,0,,0
O04776,0,,0
O04781,0,,0
O04782,0,,0
O04777,0,,0
O04791,0,,0
O04787,0,,0
O04792,0,,0
O04794,0,,0
O04789,0,,0
O04790,1,Changed mind,6
O04793,0,,0
O04786,0,,0
O04788,0,,0
O04785,1,Changed mind,2
O04801,0,,0
O04799,0,,0
O04800,0,,0
O04796,0,,0
O04795,0,,0
O04797,0,,0
O04798,0,,0
O04805,0,,0
O04808,0,,0
O04803,0,,0
O04807,1,Changed mind,7
O04809,0,,0
O04802,0,,0
O04804,0,,0
O04806,1,Product mismatch,7
O04813,0,,0
O04812,0,,0
O04814,1,Product mismatch,10
O04818,1,Product mismatch,9
O04821,0,,0
O04820,0,,0
O04817,0,,0
O04816,0,,0
O04811,0,,0
O04810,0,,0
O04815,0,,0
O04819,0,,0
O04824,0,,0
O04823,0,,0
O04827,0,,0
O04825,0,,0
O04826,0,,0
O04828,0,,0
O04822,0,,0
O04829,0,,0
O04839,0,,0
O04836,0,,0
O04835,0,,0
O04830,0,,0
O04833,0,,0
O04837,0,,0
O04834,0,,0
O04838,0,,0
O04831,1,Changed mind,9
O04840,0,,0
O04841,0,,0
O04832,1,Size issue,14
O04844,0,,0
O04845,0,,0
O04848,0,,0
O04849,0,,0
O04843,1,Size issue,10
O04846,1,Product mismatch,9
O04842,1,Product mismatch,6
O04847,0,,0
O04858,0,,0
O04853,0,,0
O04857,0,,0
O04856,0,,0
O04854,0,,0
O04851,0,,0
O04852,0,,0
O04850,0,,0
O04855,0,,0
O04860,0,,0
O04861,0,,0
O04864,0,,0
O04865,0,,0
O04866,0,,0
O04867,0,,0
O04862,0,,0
O04863,0,,0
O04859,0,,0
O04871,0,,0
O04878,0,,0
O04876,0,,0
O04875,0,,0
O04872,0,,0
O04870,0,,0
O04874,0,,0
O04879,0,,0
O04869,0,,0
O04873,0,,0
O04880,0,,0
O04868,0,,0
O04877,0,,0
O04888,1,Product mismatch,3
O04887,1,Changed mind,5
O04886,0,,0
O04881,0,,0
O04884,0,,0
O04885,0,,0
O04882,0,,0
O04883,0,,0
O04895,0,,0
O04894,0,,0
O04891,0,,0
O04890,0,,0
O04893,0,,0
O04892,0,,0
O04889,0,,0
O04898,0,,0
O04902,0,,0
O04899,1,Changed mind,6
O04901,0,,0
O04900,1,Changed mind,14
O04897,0,,0
O04896,1,Product mismatch,14
O04904,0,,0
O04903,0,,0
O04910,0,,0
O04912,1,Changed mind,14
O04905,1,Product mismatch,5
O04911,0,,0
O04906,0,,0
O04908,0,,0
O04909,0,,0
O04907,0,,0
O04924,0,,0
O04914,0,,0
O04917,0,,0
O04923,0,,0
O04913,0,,0
O04926,0,,0
O04925,0,,0
O04927,0,,0
O04928,0,,0
O04919,0,,0
O04915,0,,0
O04918,0,,0
O04922,0,,0
O04916,0,,0
O04920,0,,0
O04921,0,,0
O04931,0,,0
O04935,0,,0
O04930,0,,0
O04933,0,,0
O04932,0,,0
O04929,0,,0
O04934,0,,0
O04936,0,,0
O04946,0,,0
O04945,0,,0
O04947,0,,0
O04937,0,,0
O04938,0,,0
O04939,0,,0
O04948,1,Size issue,9
O04944,0,,0
O04950,0,,0
O04941,1,Size issue,7
O04942,0,,0
O04940,0,,0
O04949,0,,0
O04943,0,,0
O04951,0,,0
O04953,0,,0
O04952,0,,0
O04954,1,Changed mind,11
O04955,0,,0
O04961,0,,0
O04964,0,,0
O04962,0,,0
O04959,0,,0
O04963,0,,0
O04960,0,,0
O04958,0,,0
O04956,0,,0
O04957,0,,0
O04966,0,,0
O04970,0,,0
O04965,0,,0
O04969,0,,0
O04971,0,,0
O04968,0,,0
O04967,0,,0
O04974,0,,0
O04975,1,Product mismatch,9
O04972,0,,0
O04973,0,,0
O04976,0,,0
O04983,0,,0
O04980,0,,0
O04979,0,,0
O04977,1,Size issue,13
O04978,1,Size issue,10
O04984,0,,0
O04981,0,,0
O04982,0,,0
O04992,1,Changed mind,6
O04991,0,,0
O04985,0,,0
O04988,0,,0
O04989,0,,0
O04987,0,,0
O04990,0,,0
O04993,0,,0
O04986,0,,0
O04995,0,,0
O04996,0,,0
O04999,0,,0
O04997,0,,0
O04998,0,,0
O04994,1,Damaged product,3
O05005,0,,0
O05008,0,,0
O05004,0,,0
O05000,0,,0
O05006,0,,0
O05001,0,,0
O05002,0,,0
O05007,0,,0
O05003,1,Changed mind,9
O05009,0,,0
O05018,0,,0
O05010,0,,0
O05011,0,,0
O05014,0,,0
O05012,0,,0
O05016,0,,0
O05013,0,,0
O05017,0,,0
O05015,0,,0
O05026,0,,0
O05021,0,,0
O05025,1,Changed mind,9
O05022,0,,0
O05027,0,,0
O05023,0,,0
O05020,0,,0
O05019,0,,0
O05024,0,,0
O05031,1,Product mismatch,5
O05029,0,,0
O05028,0,,0
O05032,0,,0
O05030,0,,0
O05037,1,Size issue,3
O05035,0,,0
O05033,0,,0
O05038,0,,0
O05036,0,,0
O05034,0,,0
O05048,0,,0
O05041,0,,0
O05049,0,,0
